text_id,id,token,pos_tag
000127-001,000127-001.241,.,NN
000127-001,000127-001.242,Tatkala,NN
000127-001,000127-001.243,orang-orang,NN
000127-001,000127-001.244,Muslim,NN
000127-001,000127-001.245,sudah,NN
000127-001,000127-001.246,berhenti,NN
000127-001,000127-001.247,di,NN
000127-001,000127-001.248,tempat,NN
000127-001,000127-001.249,yang,NN
000127-001,000127-001.250,dimaksudkan,NN
000127-001,000127-001.251,.,NN
000127-002,000127-002.001,Tatkala,NN
000127-002,000127-002.002,orang-orang,NN
000127-002,000127-002.003,Muslim,NN
000127-002,000127-002.004,sudah,NN
000127-002,000127-002.005,berhenti,NN
000127-002,000127-002.006,di,NN
000127-002,000127-002.007,tempat,NN
000127-002,000127-002.008,yang,NN
000127-002,000127-002.009,dimaksudkan,NN
000127-002,000127-002.010,.,NN
000127-002,000127-002.011,dekat,NN
000127-002,000127-002.012,dengan,NN
000127-002,000127-002.013,mata,NN
000127-002,000127-002.014,air,NN
000127-002,000127-002.015,",",NN
000127-002,000127-002.016,maka,NN
000127-002,000127-002.017,Sa'd,NN
000127-002,000127-002.018,bin,NN
000127-002,000127-002.019,Mu'adz,NN
000127-002,000127-002.020,mengusulkan,NN
000127-002,000127-002.021,kepada,NN
000127-002,000127-002.022,Rasulullah,NN
000127-002,000127-002.023,",",NN
000127-002,000127-002.024,bagaimana,NN
000127-002,000127-002.025,jika,NN
000127-002,000127-002.026,orang-orang,NN
000127-002,000127-002.027,Muslim,NN
000127-002,000127-002.028,membuat,NN
000127-002,000127-002.029,tempat,NN
000127-002,000127-002.030,khusus,NN
000127-002,000127-002.031,bagi,NN
000127-002,000127-002.032,beliau,NN
000127-002,000127-002.033,untuk,NN
000127-002,000127-002.034,memberikan,NN
000127-002,000127-002.035,komando,NN
000127-002,000127-002.036,",",NN
000127-002,000127-002.037,sekaligus,NN
000127-002,000127-002.038,sebagai,NN
000127-002,000127-002.039,antisipasi,NN
000127-002,000127-002.040,adanya,NN
000127-002,000127-002.041,serangan,NN
000127-002,000127-002.042,mendadak,NN
000127-002,000127-002.043,serta,NN
000127-002,000127-002.044,kemungkinan,NN
000127-002,000127-002.045,jika,NN
000127-002,000127-002.046,mereka,NN
000127-002,000127-002.047,terdesak,NN
000127-002,000127-002.048,dan,NN
000127-002,000127-002.049,sebelum,NN
000127-002,000127-002.050,memastikan,NN
000127-002,000127-002.051,kemenangan,NN
000127-002,000127-002.052,.,NN
000127-002,000127-002.053,Dia,NN
000127-002,000127-002.054,berkata,NN
000127-002,000127-002.055,",",NN
000127-002,000127-002.056,"""",NN
000127-002,000127-002.057,Wahai,NN
000127-002,000127-002.058,Nabi,NN
000127-002,000127-002.059,Allah,NN
000127-002,000127-002.060,",",NN
000127-002,000127-002.061,bagaimana,NN
000127-002,000127-002.062,jika,NN
000127-002,000127-002.063,kami,NN
000127-002,000127-002.064,membuat,NN
000127-002,000127-002.065,sebuah,NN
000127-002,000127-002.066,tenda,NN
000127-002,000127-002.067,bagi,NN
000127-002,000127-002.068,engkau,NN
000127-002,000127-002.069,dan,NN
000127-002,000127-002.070,kami,NN
000127-002,000127-002.071,siapkan,NN
000127-002,000127-002.072,kendaraan,NN
000127-002,000127-002.073,di,NN
000127-002,000127-002.074,sisi,NN
000127-002,000127-002.075,engkau,NN
000127-002,000127-002.076,",",NN
000127-002,000127-002.077,kemudian,NN
000127-002,000127-002.078,biarlah,NN
000127-002,000127-002.079,kami,NN
000127-002,000127-002.080,menghadapi,NN
000127-002,000127-002.081,musuh,NN
000127-002,000127-002.082,?,NN
000127-002,000127-002.083,Jika,NN
000127-002,000127-002.084,Allah,NN
000127-002,000127-002.085,memberikan,NN
000127-002,000127-002.086,kemenangan,NN
000127-002,000127-002.087,kepada,NN
000127-002,000127-002.088,kita,NN
000127-002,000127-002.089,atau,NN
000127-002,000127-002.090,musuh,NN
000127-002,000127-002.091,",",NN
000127-002,000127-002.092,maka,NN
000127-002,000127-002.093,memang,NN
000127-002,000127-002.094,itulah,NN
000127-002,000127-002.095,yang,NN
000127-002,000127-002.096,kami,NN
000127-002,000127-002.097,sukai,NN
000127-002,000127-002.098,.,NN
000127-002,000127-002.099,Tetapi,NN
000127-002,000127-002.100,jika,NN
000127-002,000127-002.101,hasilnya,NN
000127-002,000127-002.102,lain,NN
000127-002,000127-002.103,",",NN
000127-002,000127-002.104,maka,NN
000127-002,000127-002.105,engkau,NN
000127-002,000127-002.106,bisa,NN
000127-002,000127-002.107,langsung,NN
000127-002,000127-002.108,duduk,NN
000127-002,000127-002.109,di,NN
000127-002,000127-002.110,atas,NN
000127-002,000127-002.111,kendaraan,NN
000127-002,000127-002.112,",",NN
000127-002,000127-002.113,lalu,NN
000127-002,000127-002.114,bisa,NN
000127-002,000127-002.115,menyusul,NN
000127-002,000127-002.116,orang-orang,NN
000127-002,000127-002.117,di,NN
000127-002,000127-002.118,belakang,NN
000127-002,000127-002.119,kami,NN
000127-002,000127-002.120,.,NN
000127-002,000127-002.121,Di,NN
000127-002,000127-002.122,sana,NN
000127-002,000127-002.123,masih,NN
000127-002,000127-002.124,ada,NN
000127-002,000127-002.125,beberapa,NN
000127-002,000127-002.126,orang,NN
000127-002,000127-002.127,yang,NN
000127-002,000127-002.128,tidak,NN
000127-002,000127-002.129,ikut,NN
000127-002,000127-002.130,bergabung,NN
000127-002,000127-002.131,dengan,NN
000127-002,000127-002.132,kami,NN
000127-002,000127-002.133,.,NN
000127-002,000127-002.134,Wahai,NN
000127-002,000127-002.135,Nabi,NN
000127-002,000127-002.136,Allah,NN
000127-002,000127-002.137,",",NN
000127-002,000127-002.138,mereka,NN
000127-002,000127-002.139,jauh,NN
000127-002,000127-002.140,lebih,NN
000127-002,000127-002.141,mencintai,NN
000127-002,000127-002.142,engkau,NN
000127-002,000127-002.143,daripada,NN
000127-002,000127-002.144,cinta,NN
000127-002,000127-002.145,kami,NN
000127-002,000127-002.146,kepada,NN
000127-002,000127-002.147,engkau,NN
000127-002,000127-002.148,.,NN
000127-002,000127-002.149,Jika,NN
000127-002,000127-002.150,mereka,NN
000127-002,000127-002.151,menganggap,NN
000127-002,000127-002.152,bahwa,NN
000127-002,000127-002.153,engkau,NN
000127-002,000127-002.154,harus,NN
000127-002,000127-002.155,menghadapi,NN
000127-002,000127-002.156,perang,NN
000127-002,000127-002.157,",",NN
000127-002,000127-002.158,tentu,NN
000127-002,000127-002.159,mereka,NN
000127-002,000127-002.160,tidak,NN
000127-002,000127-002.161,akan,NN
000127-002,000127-002.162,mangkir,NN
000127-002,000127-002.163,dari,NN
000127-002,000127-002.164,sisi,NN
000127-002,000127-002.165,engkau,NN
000127-002,000127-002.166,.,NN
000127-002,000127-002.167,Allah,NN
000127-002,000127-002.168,pasti,NN
000127-002,000127-002.169,akan,NN
000127-002,000127-002.170,membela,NN
000127-002,000127-002.171,engkau,NN
000127-002,000127-002.172,bersama,NN
000127-002,000127-002.173,mereka,NN
000127-002,000127-002.174,",",NN
000127-002,000127-002.175,memberikan,NN
000127-002,000127-002.176,nasihat,NN
000127-002,000127-002.177,kepada,NN
000127-002,000127-002.178,engkau,NN
000127-002,000127-002.179,dan,NN
000127-002,000127-002.180,berjihad,NN
000127-002,000127-002.181,bersama,NN
000127-002,000127-002.182,engkau,NN
000127-002,000127-002.183,".""",NN
000127-002,000127-002.184,Maka,NN
000127-002,000127-002.185,Rasulullah,NN
000127-002,000127-002.186,memohon,NN
000127-002,000127-002.187,dan,NN
000127-002,000127-002.188,mendoakan,NN
000127-002,000127-002.189,kebaikan,NN
000127-002,000127-002.190,bagi,NN
000127-002,000127-002.191,Sa'd,NN
000127-002,000127-002.192,.,NN
000127-002,000127-002.193,Lalu,NN
000127-002,000127-002.194,orang-orang,NN
000127-002,000127-002.195,Muslim,NN
000127-002,000127-002.196,membuat,NN
000127-002,000127-002.197,sebuah,NN
000127-002,000127-002.198,tenda,NN
000127-002,000127-002.199,di,NN
000127-002,000127-002.200,tempat,NN
000127-002,000127-002.201,yang,NN
000127-002,000127-002.202,tinggi,NN
000127-002,000127-002.203,",",NN
000127-002,000127-002.204,tepatnya,NN
000127-002,000127-002.205,di,NN
000127-002,000127-002.206,sebelah,NN
000127-002,000127-002.207,timur,NN
000127-002,000127-002.208,laut,NN
000127-002,000127-002.209,dari,NN
000127-002,000127-002.210,medan,NN
000127-002,000127-002.211,perang,NN
000127-002,000127-002.212,.,NN
000127-002,000127-002.213,Ada,NN
000127-002,000127-002.214,beberapa,NN
000127-002,000127-002.215,pemuda,NN
000127-002,000127-002.216,Anshar,NN
000127-002,000127-002.217,yang,NN
000127-002,000127-002.218,telah,NN
000127-002,000127-002.219,ditunjuk,NN
000127-002,000127-002.220,menyertai,NN
000127-002,000127-002.221,Sa'd,NN
000127-002,000127-002.222,bin,NN
000127-002,000127-002.223,Mu'adz,NN
000127-002,000127-002.224,",",NN
000127-002,000127-002.225,yang,NN
000127-002,000127-002.226,berjaga-jaga,NN
000127-002,000127-002.227,di,NN
000127-002,000127-002.228,sekitar,NN
000127-002,000127-002.229,Rasulullah,NN
000128-001,000128-001.001,Kemudian,NN
000128-001,000128-001.002,Rasulullah,NN
000128-001,000128-001.003,mempersiapkan,NN
000128-001,000128-001.004,pasukan,NN
000128-001,000128-001.005,",",NN
000128-001,000128-001.006,berkeliling,NN
000128-001,000128-001.007,di,NN
000128-001,000128-001.008,sekitar,NN
000128-001,000128-001.009,arena,NN
000128-001,000128-001.010,yang,NN
000128-001,000128-001.011,akan,NN
000128-001,000128-001.012,dijadikan,NN
000128-001,000128-001.013,ajang,NN
000128-001,000128-001.014,pertempuran,NN
000128-001,000128-001.015,.,NN
000128-001,000128-001.016,Beliau,NN
000128-001,000128-001.017,menunjukkan,NN
000128-001,000128-001.018,jarinya,NN
000128-001,000128-001.019,ke,NN
000128-001,000128-001.020,suatu,NN
000128-001,000128-001.021,tempat,NN
000128-001,000128-001.022,sambil,NN
000128-001,000128-001.023,bersabda,NN
000128-001,000128-001.024,",",NN
000128-001,000128-001.025,Ini,NN
000128-001,000128-001.026,tempat,NN
000128-001,000128-001.027,kematian,NN
000128-001,000128-001.028,Fulan,NN
000128-001,000128-001.029,esok,NN
000128-001,000128-001.030,hari,NN
000128-001,000128-001.031,insya,NN
000128-001,000128-001.032,Allah,NN
000128-001,000128-001.033,",",NN
000128-001,000128-001.034,dan,NN
000128-001,000128-001.035,ini,NN
000128-001,000128-001.036,tempat,NN
000128-001,000128-001.037,kematiannya,NN
000128-001,000128-001.038,Fulan,NN
000128-001,000128-001.039,insya,NN
000128-001,000128-001.040,Allah,NN
000128-001,000128-001.041,".""",NN
000128-001,000128-001.042,Pada,NN
000128-001,000128-001.043,malam,NN
000128-001,000128-001.044,itu,NN
000128-001,000128-001.045,beliau,NN
000128-001,000128-001.046,sering,NN
000128-001,000128-001.047,melaksanakan,NN
000128-001,000128-001.048,shalat,NN
000128-001,000128-001.049,di,NN
000128-001,000128-001.050,dekat,NN
000128-001,000128-001.051,pangkal,NN
000128-001,000128-001.052,pohon,NN
000128-001,000128-001.053,yang,NN
000128-001,000128-001.054,tumbuh,NN
000128-001,000128-001.055,di,NN
000128-001,000128-001.056,sana,NN
000128-001,000128-001.057,.,NN
000128-001,000128-001.058,Sedangkan,NN
000128-001,000128-001.059,orang-orang,NN
000128-001,000128-001.060,Muslim,NN
000128-001,000128-001.061,tidur,NN
000128-001,000128-001.062,dengan,NN
000128-001,000128-001.063,hembusan,NN
000128-001,000128-001.064,napas,NN
000128-001,000128-001.065,yang,NN
000128-001,000128-001.066,tenang,NN
000128-001,000128-001.067,seakan,NN
000128-001,000128-001.068,menyinari,NN
000128-001,000128-001.069,angkasa,NN
000128-001,000128-001.070,.,NN
000128-001,000128-001.071,Hati,NN
000128-001,000128-001.072,mereka,NN
000128-001,000128-001.073,ditaburi,NN
000128-001,000128-001.074,keyakinan,NN
000128-001,000128-001.075,Mereka,NN
000128-001,000128-001.076,cukup,NN
000128-001,000128-001.077,istirahat,NN
000128-001,000128-001.078,pada,NN
000128-001,000128-001.079,malam,NN
000128-001,000128-001.080,itu,NN
000128-001,000128-001.081,",",NN
000128-001,000128-001.082,dengan,NN
000128-001,000128-001.083,harapan,NN
000128-001,000128-001.084,esok,NN
000128-001,000128-001.085,paginya,NN
000128-001,000128-001.086,dapat,NN
000128-001,000128-001.087,melihat,NN
000128-001,000128-001.088,kabar,NN
000128-001,000128-001.089,gembira,NN
000128-001,000128-001.090,dari,NN
000128-001,000128-001.091,Allah,NN
000128-001,000128-001.092,"""(",NN
000128-001,000128-001.093,Ingatlah,NN
000128-001,000128-001.094,),NN
000128-001,000128-001.095,ketika,NN
000128-001,000128-001.096,Allah,NN
000128-001,000128-001.097,menjadikan,NN
000128-001,000128-001.098,kalian,NN
000128-001,000128-001.099,mengantuk,NN
000128-001,000128-001.100,sebagai,NN
000128-001,000128-001.101,suatu,NN
000128-001,000128-001.102,penentram,NN
000128-001,000128-001.103,dari-Nya,NN
000128-001,000128-001.104,",",NN
000128-001,000128-001.105,dan,NN
000128-001,000128-001.106,Allah,NN
000128-001,000128-001.107,menurunkan,NN
000128-001,000128-001.108,kepada,NN
000128-001,000128-001.109,kalian,NN
000128-001,000128-001.110,hujan,NN
000128-001,000128-001.111,dari,NN
000128-001,000128-001.112,langit,NN
000128-001,000128-001.113,untuk,NN
000128-001,000128-001.114,mensucikan,NN
000128-001,000128-001.115,kalian,NN
000128-001,000128-001.116,dengan,NN
000128-001,000128-001.117,hujan,NN
000128-001,000128-001.118,itu,NN
000128-001,000128-001.119,dan,NN
000128-001,000128-001.120,menghilangkan,NN
000128-001,000128-001.121,dari,NN
000128-001,000128-001.122,kalian,NN
000128-001,000128-001.123,gangguan-gangguan,NN
000128-001,000128-001.124,setan,NN
000128-001,000128-001.125,dan,NN
000128-001,000128-001.126,untuk,NN
000128-001,000128-001.127,menguatkan,NN
000128-001,000128-001.128,hati,NN
000128-001,000128-001.129,kalian,NN
000128-001,000128-001.130,dan,NN
000128-001,000128-001.131,memperteguh,NN
000128-001,000128-001.132,dengannya,NN
000128-001,000128-001.133,telapak,NN
000128-001,000128-001.134,kaki,NN
000128-001,000128-001.135,(,NN
000128-001,000128-001.136,kalian,NN
000128-001,000128-001.137,).,NN
000128-001,000128-001.138,"""",NN
000128-001,000128-001.139,(,NN
000128-001,000128-001.140,Al-Anfal,NN
000128-001,000128-001.141,:,NN
000128-001,000128-001.142,11,NN
000128-001,000128-001.143,),NN
000128-001,000128-001.144,Malam,NN
000128-001,000128-001.145,itu,NN
000128-001,000128-001.146,adalah,NN
000128-001,000128-001.147,malam,NN
000128-001,000128-001.148,Jum'at,NN
000128-001,000128-001.149,",",NN
000128-001,000128-001.150,tanggal,NN
000128-001,000128-001.151,17,NN
000128-001,000128-001.152,Ramadhan,NN
000128-001,000128-001.153,2,NN
000128-001,000128-001.154,H,NN
000128-001,000128-001.155,.,NN
000128-001,000128-001.156,Sementara,NN
000128-001,000128-001.157,keberangkatan,NN
000128-001,000128-001.158,beliau,NN
000128-001,000128-001.159,pada,NN
000128-001,000128-001.160,tanggal,NN
000128-001,000128-001.161,8,NN
000128-001,000128-001.162,atau,NN
000128-001,000128-001.163,12,NN
000128-001,000128-001.164,dari,NN
000128-001,000128-001.165,bulan,NN
000128-001,000128-001.166,yang,NN
000128-001,000128-001.167,sama,NN
000128-001,000128-001.168,.,NN
000129-002,000129-002.001,Tetapi,NN
000129-002,000129-002.002,wahai,NN
000129-002,000129-002.003,orang,NN
000129-002,000129-002.004,orang,NN
000129-002,000129-002.005,Quraisy,NN
000129-002,000129-002.006,",",NN
000129-002,000129-002.007,kulihat,NN
000129-002,000129-002.008,bencana,NN
000129-002,000129-002.009,besar,NN
000129-002,000129-002.010,yang,NN
000129-002,000129-002.011,membawa,NN
000129-002,000129-002.012,mimpi,NN
000129-002,000129-002.013,",",NN
000129-002,000129-002.014,kolam-kolam,NN
000129-002,000129-002.015,Yatsrib,NN
000129-002,000129-002.016,yang,NN
000129-002,000129-002.017,membawa,NN
000129-002,000129-002.018,kematian,NN
000129-002,000129-002.019,yang,NN
000129-002,000129-002.020,memilukan,NN
000129-002,000129-002.021,.,NN
000129-002,000129-002.022,Mereka,NN
000129-002,000129-002.023,adalah,NN
000129-002,000129-002.024,orang-orang,NN
000129-002,000129-002.025,yang,NN
000129-002,000129-002.026,tidak,NN
000129-002,000129-002.027,mempunyai,NN
000129-002,000129-002.028,tameng,NN
000129-002,000129-002.029,dan,NN
000129-002,000129-002.030,benteng,NN
000129-002,000129-002.031,kecuali,NN
000129-002,000129-002.032,pedang-pedang,NN
000129-002,000129-002.033,mereka,NN
000129-002,000129-002.034,Demi,NN
000129-002,000129-002.035,Allah,NN
000129-002,000129-002.036,",",NN
000129-002,000129-002.037,tidak,NN
000129-002,000129-002.038,ada,NN
000129-002,000129-002.039,seseorang,NN
000129-002,000129-002.040,di,NN
000129-002,000129-002.041,antara,NN
000129-002,000129-002.042,mereka,NN
000129-002,000129-002.043,yang,NN
000129-002,000129-002.044,terbunuh,NN
000129-002,000129-002.045,",",NN
000129-002,000129-002.046,melainkan,NN
000129-002,000129-002.047,dia,NN
000129-002,000129-002.048,telah,NN
000129-002,000129-002.049,membunuh,NN
000129-002,000129-002.050,salah,NN
000129-002,000129-002.051,seorang,NN
000129-002,000129-002.052,di,NN
000129-002,000129-002.053,antara,NN
000129-002,000129-002.054,kalian,NN
000129-002,000129-002.055,.,NN
000129-002,000129-002.056,Jika,NN
000129-002,000129-002.057,jumlah,NN
000129-002,000129-002.058,mereka,NN
000129-002,000129-002.059,sama,NN
000129-002,000129-002.060,dengan,NN
000129-002,000129-002.061,jumlah,NN
000129-002,000129-002.062,kalian,NN
000129-002,000129-002.063,",",NN
000129-002,000129-002.064,maka,NN
000129-002,000129-002.065,tidak,NN
000129-002,000129-002.066,ada,NN
000129-002,000129-002.067,artinya,NN
000129-002,000129-002.068,hidup,NN
000129-002,000129-002.069,setelah,NN
000129-002,000129-002.070,itu,NN
000129-002,000129-002.071,.,NN
000129-002,000129-002.072,Maka,NN
000129-002,000129-002.073,pikirkanlah,NN
000129-002,000129-002.074,hal,NN
000129-002,000129-002.075,ini,NN
000129-002,000129-002.076,"!""""",NN
000129-002,000129-002.077,Pada,NN
000129-002,000129-002.078,saat,NN
000129-002,000129-002.079,itu,NN
000129-002,000129-002.080,ada,NN
000129-002,000129-002.081,pula,NN
000129-002,000129-002.082,aksi,NN
000129-002,000129-002.083,penentangan,NN
000129-002,000129-002.084,terhadap,NN
000129-002,000129-002.085,Abu,NN
000129-002,000129-002.086,Jahl,NN
000129-002,000129-002.087,yang,NN
000129-002,000129-002.088,ngotot,NN
000129-002,000129-002.089,untuk,NN
000129-002,000129-002.090,berperang,NN
000129-002,000129-002.091,.,NN
000129-002,000129-002.092,Aksi,NN
000129-002,000129-002.093,penentangan,NN
000129-002,000129-002.094,ini,NN
000129-002,000129-002.095,mengajak,NN
000129-002,000129-002.096,pasukan,NN
000129-002,000129-002.097,untuk,NN
000129-002,000129-002.098,kembali,NN
000129-002,000129-002.099,ke,NN
000129-002,000129-002.100,Makkah,NN
000129-002,000129-002.101,tanpa,NN
000129-002,000129-002.102,harus,NN
000129-002,000129-002.103,bertempur,NN
000129-002,000129-002.104,dengan,NN
000129-002,000129-002.105,musuh,NN
000129-002,000129-002.106,.,NN
000129-002,000129-002.107,Maka,NN
000129-002,000129-002.108,Hakim,NN
000129-002,000129-002.109,bin,NN
000129-002,000129-002.110,Hizam,NN
000129-002,000129-002.111,kembali,NN
000129-002,000129-002.112,bersama,NN
000129-002,000129-002.113,beberapa,NN
000129-002,000129-002.114,orang,NN
000129-002,000129-002.115,.,NN
000129-002,000129-002.116,Lalu,NN
000129-002,000129-002.117,dia,NN
000129-002,000129-002.118,menemui,NN
000129-002,000129-002.119,Utbah,NN
000129-002,000129-002.120,bin,NN
000129-002,000129-002.121,Rabi'ah,NN
000129-002,000129-002.122,dan,NN
000129-002,000129-002.123,berkata,NN
000129-002,000129-002.124,",",NN
000129-002,000129-002.125,"""",NN
000129-002,000129-002.126,Wahai,NN
000129-002,000129-002.127,Abul,NN
000129-002,000129-002.128,Walid,NN
000129-002,000129-002.129,",",NN
000129-002,000129-002.130,engkau,NN
000129-002,000129-002.131,adalah,NN
000129-002,000129-002.132,pemuka,NN
000129-002,000129-002.133,Quraisy,NN
000129-002,000129-002.134,",",NN
000129-002,000129-002.135,pemimpin,NN
000129-002,000129-002.136,dan,NN
000129-002,000129-002.137,orang,NN
000129-002,000129-002.138,yang,NN
000129-002,000129-002.139,dipatuhi,NN
000129-002,000129-002.140,.,NN
000129-002,000129-002.141,Apakah,NN
000129-002,000129-002.142,engkau,NN
000129-002,000129-002.143,ingin,NN
000129-002,000129-002.144,memperoleh,NN
000129-002,000129-002.145,kenangan,NN
000129-002,000129-002.146,yang,NN
000129-002,000129-002.147,manis,NN
000129-002,000129-002.148,sepanjang,NN
000129-002,000129-002.149,masa,NN
000129-002,000129-002.150,"?""",NN
000129-002,000129-002.151,"""",NN
000129-002,000129-002.152,Apa,NN
000129-002,000129-002.153,itu,NN
000129-002,000129-002.154,wahai,NN
000129-002,000129-002.155,Hakim,NN
000129-002,000129-002.156,"?""",NN
000129-002,000129-002.157,tanya,NN
000129-002,000129-002.158,Utbah,NN
000129-002,000129-002.159,.,NN
000129-002,000129-002.160,"""",NN
000129-002,000129-002.161,Pulanglah,NN
000129-002,000129-002.162,dengan,NN
000129-002,000129-002.163,orang-orangmu,NN
000129-002,000129-002.164,dan,NN
000129-002,000129-002.165,bawalah,NN
000129-002,000129-002.166,urusan,NN
000129-002,000129-002.167,sekutumu,NN
000129-002,000129-002.168,Amr,NN
000129-002,000129-002.169,bin,NN
000129-002,000129-002.170,Al-Hadhrami,NN
000129-002,000129-002.171,".""",NN
000129-002,000129-002.172,Amr,NN
000129-002,000129-002.173,adalah,NN
000129-002,000129-002.174,orang,NN
000129-002,000129-002.175,yang,NN
000129-002,000129-002.176,terbunuh,NN
000129-002,000129-002.177,saat,NN
000129-002,000129-002.178,dipanah,NN
000129-002,000129-002.179,satuan,NN
000129-002,000129-002.180,perang,NN
000129-002,000129-002.181,Muslimin,NN
000129-002,000129-002.182,di,NN
000129-002,000129-002.183,Nakhlah,NN
000129-002,000129-002.184,.,NN
000129-002,000129-002.185,Utbah,NN
000129-002,000129-002.186,berkata,NN
000129-002,000129-002.187,",",NN
000129-002,000129-002.188,"""",NN
000129-002,000129-002.189,Aku,NN
000129-002,000129-002.190,pasti,NN
000129-002,000129-002.191,akan,NN
000129-002,000129-002.192,melakukannya,NN
000129-002,000129-002.193,dan,NN
000129-002,000129-002.194,engkaulah,NN
000129-002,000129-002.195,penjaminku,NN
000129-002,000129-002.196,atas,NN
000129-002,000129-002.197,tindakan,NN
000129-002,000129-002.198,ini,NN
000129-002,000129-002.199,.,NN
000129-002,000129-002.200,Memang,NN
000129-002,000129-002.201,dia,NN
000129-002,000129-002.202,adalah,NN
000129-002,000129-002.203,sekutuku,NN
000129-002,000129-002.204,.,NN
000129-002,000129-002.205,Maka,NN
000129-002,000129-002.206,akulah,NN
000129-002,000129-002.207,yang,NN
000129-002,000129-002.208,akan,NN
000129-002,000129-002.209,menangani,NN
000129-002,000129-002.210,masalah,NN
000129-002,000129-002.211,tebusannya,NN
000129-002,000129-002.212,dan,NN
000129-002,000129-002.213,harta,NN
000129-002,000129-002.214,yang,NN
000129-002,000129-002.215,seharusnya,NN
000129-002,000129-002.216,milik,NN
000129-002,000129-002.217,dia,NN
000129-002,000129-002.218,".""",NN
000129-002,000129-002.219,Kemudian,NN
000129-002,000129-002.220,Utbah,NN
000129-002,000129-002.221,berkata,NN
000129-002,000129-002.222,kepada,NN
000129-002,000129-002.223,Hakim,NN
000129-002,000129-002.224,bin,NN
000129-002,000129-002.225,Hizam,NN
000129-002,000129-002.226,",",NN
000129-002,000129-002.227,"""",NN
000129-002,000129-002.228,Kalau,NN
000129-002,000129-002.229,begitu,NN
000129-002,000129-002.230,temuilah,NN
000129-002,000129-002.231,Abu,NN
000129-002,000129-002.232,Jahl,NN
000129-002,000129-002.233,.,NN
000129-003,000129-003.001,Maka,NN
000129-003,000129-003.002,akulah,NN
000129-003,000129-003.003,yang,NN
000129-003,000129-003.004,akan,NN
000129-003,000129-003.005,menangani,NN
000129-003,000129-003.006,masalah,NN
000129-003,000129-003.007,tebusannya,NN
000129-003,000129-003.008,dan,NN
000129-003,000129-003.009,harta,NN
000129-003,000129-003.010,yang,NN
000129-003,000129-003.011,seharusnya,NN
000129-003,000129-003.012,milik,NN
000129-003,000129-003.013,dia,NN
000129-003,000129-003.014,".""",NN
000129-003,000129-003.015,Kemudian,NN
000129-003,000129-003.016,Utbah,NN
000129-003,000129-003.017,berkata,NN
000129-003,000129-003.018,kepada,NN
000129-003,000129-003.019,Hakim,NN
000129-003,000129-003.020,bin,NN
000129-003,000129-003.021,Hizam,NN
000129-003,000129-003.022,",",NN
000129-003,000129-003.023,"""",NN
000129-003,000129-003.024,Kalau,NN
000129-003,000129-003.025,begitu,NN
000129-003,000129-003.026,temuilah,NN
000129-003,000129-003.027,Abu,NN
000129-003,000129-003.028,Jahl,NN
000129-003,000129-003.029,.,NN
000129-003,000129-003.030,Aku,NN
000129-003,000129-003.031,tidak,NN
000129-003,000129-003.032,takut,NN
000129-003,000129-003.033,jika,NN
000129-003,000129-003.034,urusan,NN
000129-003,000129-003.035,orang-orang,NN
000129-003,000129-003.036,ini,NN
000129-003,000129-003.037,menjadi,NN
000129-003,000129-003.038,terpecah,NN
000129-003,000129-003.039,karena,NN
000129-003,000129-003.040,dia,NN
000129-003,000129-003.041,".""",NN
000129-003,000129-003.042,Lalu,NN
000129-003,000129-003.043,Utbah,NN
000129-003,000129-003.044,bin,NN
000129-003,000129-003.045,Rabi'ah,NN
000129-003,000129-003.046,berdiri,NN
000129-003,000129-003.047,di,NN
000129-003,000129-003.048,hadapan,NN
000129-003,000129-003.049,mereka,NN
000129-003,000129-003.050,dan,NN
000129-003,000129-003.051,berkata,NN
000129-003,000129-003.052,",",NN
000129-003,000129-003.053,"""",NN
000129-003,000129-003.054,Wahai,NN
000129-003,000129-003.055,semua,NN
000129-003,000129-003.056,orang,NN
000129-003,000129-003.057,Quraisy,NN
000129-003,000129-003.058,",",NN
000129-003,000129-003.059,demi,NN
000129-003,000129-003.060,Allah,NN
000129-003,000129-003.061,",",NN
000129-003,000129-003.062,sebenarnya,NN
000129-003,000129-003.063,tak,NN
000129-003,000129-003.064,ada,NN
000129-003,000129-003.065,gunanya,NN
000129-003,000129-003.066,kalian,NN
000129-003,000129-003.067,memerangi,NN
000129-003,000129-003.068,Muhammad,NN
000129-003,000129-003.069,dan,NN
000129-003,000129-003.070,rekan-rekannya,NN
000129-003,000129-003.071,.,NN
000129-003,000129-003.072,Demi,NN
000129-003,000129-003.073,Allah,NN
000129-003,000129-003.074,",",NN
000129-003,000129-003.075,kalau,NN
000129-003,000129-003.076,pun,NN
000129-003,000129-003.077,kalian,NN
000129-003,000129-003.078,bisa,NN
000129-003,000129-003.079,mengalahkannya,NN
000129-003,000129-003.080,",",NN
000129-003,000129-003.081,toh,NN
000129-003,000129-003.082,seseorang,NN
000129-003,000129-003.083,di,NN
000129-003,000129-003.084,antara,NN
000129-003,000129-003.085,kalian,NN
000129-003,000129-003.086,tetap,NN
000129-003,000129-003.087,memandang,NN
000129-003,000129-003.088,wajah,NN
000129-003,000129-003.089,seseorang,NN
000129-003,000129-003.090,yang,NN
000129-003,000129-003.091,membuatnya,NN
000129-003,000129-003.092,benci,NN
000129-003,000129-003.093,tatkala,NN
000129-003,000129-003.094,melihatnya,NN
000129-003,000129-003.095,",",NN
