bab_id;subbab_id;chunk_id;chunk_index;bab_title;subbab_title;pages;raw_chunk;clean_chunk;notes;word_count;char_count
7;13;007-013-010;10;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Jika ada kecenderungan jiwa yang tiba-tiba menggelitik untuk mencicipi sebagian kesenangan dunia atau ingin mengikuti sebagian tradisi yang tidak terpuji, maka pertolongan Allah masuk sebagai pembatas antara diri beliau dan kesenangan atau kecenderungan itu.;Jika ada kecenderungan jiwa yang tiba-tiba menggelitik untuk mencicipi sebagian kesenangan dunia atau ingin mengikuti sebagian tradisi yang tidak terpuji, maka pertolongan Allah masuk sebagai pembatas antara diri beliau dan kesenangan atau kecenderungan itu.;;34;258
7;13;007-013-011;11;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;"Ibnul Atsir meriwayatkan, bahwa Rasulullah @ pernah bersabda, ""Tidak pernah terlintas dalam benakku suatu keinginan untuk mengikuti kebiasaan yang dilakukan orang-orang Jahiliyah kecuali hanya dua kali.";"Ibnul Atsir meriwayatkan, bahwa Rasulullah @ pernah bersabda, ""Tidak pernah terlintas dalam benakku suatu keinginan untuk mengikuti kebiasaan yang dilakukan orang-orang Jahiliyah kecuali hanya dua kali.";;26;202
7;13;007-013-012;12;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Namun kemudian Allah menjadi penghalang antara diriku dan keinginan itu.;Namun kemudian Allah menjadi penghalang antara diriku dan keinginan itu.;;10;72
7;13;007-013-013;13;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Setelah itu aku tidak lagi berkeinginan sedikit pun hingga Allah memuliakan aku dengan risalah- Nya.;Setelah itu aku tidak lagi berkeinginan sedikit pun hingga Allah memuliakan aku dengan risalah- Nya.;;15;100
7;13;007-013-014;14;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Suatu malam aku pernah berkata kepada seorang pemuda yang sedang menggembala kambing bersamaku, karena aku hendak masuk Makkah dan hendak mengobrol di sana seperti dilakukan para pemuda lain.;Suatu malam aku pernah berkata kepada seorang pemuda yang sedang menggembala kambing bersamaku, karena aku hendak masuk Makkah dan hendak mengobrol di sana seperti dilakukan para pemuda lain.;;28;191
7;13;007-013-015;15;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;""" Fiqhus-Sirah, Muhammad Al-Ghazali, hal.";""" Fiqhus-Sirah, Muhammad Al-Ghazali, hal.";;5;41
7;13;007-013-016;16;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;"62-63; Shahih Al-Bukhari, bab Fadhli Makkah wa Bunyaniha, 1/215; Muhadharat Tarikhil-Umam Al-Islamiyah, A1-Khadhri, 1/64.";"62-63; Shahih Al-Bukhari, bab Fadhli Makkah wa Bunyaniha, 1/215; Muhadharat Tarikhil-Umam Al-Islamiyah, A1-Khadhri, 1/64.";;14;121
7;13;007-013-017;17;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;50 Sikap beliau ini belum bisa dibuktikan dengan perkataan Bahira.;50 Sikap beliau ini belum bisa dibuktikan dengan perkataan Bahira.;;10;66
7;13;007-013-018;18;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Lihat Sirah An-Nabawiyah, Ibnu Hisyam, 1/128.;Lihat Sirah An-Nabawiyah, Ibnu Hisyam, 1/128.;;6;45
7;13;007-013-019;19;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;"""Aku akan melaksanakannya,"" kata pemuda rekanku Maka aku beranjak pergi.";"""Aku akan melaksanakannya,"" kata pemuda rekanku Maka aku beranjak pergi.";;10;72
7;13;007-013-020;20;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Di samping rumah pertama yang kulewati di Makkah, aku mendengar suara tabuhan rebana.;Di samping rumah pertama yang kulewati di Makkah, aku mendengar suara tabuhan rebana.;;13;85
7;13;007-013-021;21;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;"""Ada apa ini?"" Aku bertanya.";"""Ada apa ini?"" Aku bertanya.";;5;28
7;13;007-013-022;22;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Orang-orang menjawab.;Orang-orang menjawab.;;2;21
7;13;007-013-023;23;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;"""Perhelatan pernikahan Fulan dan Fulanah."" Aku ikut duduk-duduk dan mendengarkan.";"""Perhelatan pernikahan Fulan dan Fulanah."" Aku ikut duduk-duduk dan mendengarkan.";;10;81
7;13;007-013-024;24;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Namun Allah menutup telingaku dan aku langsung tertidur, hingga aku terbangun karena sengatan matahari esok harinya.;Namun Allah menutup telingaku dan aku langsung tertidur, hingga aku terbangun karena sengatan matahari esok harinya.;;16;116
7;13;007-013-025;25;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Aku kembali menemui rekanku dan dia langsung menanyakan keadaanku.;Aku kembali menemui rekanku dan dia langsung menanyakan keadaanku.;;9;66
7;13;007-013-026;26;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Maka aku mengabarkan apa yang terjadi.;Maka aku mengabarkan apa yang terjadi.;;6;38
7;13;007-013-027;27;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Pada malam lainnya aku berkata seperti itu pula dan berbuat hal yang sama.;Pada malam lainnya aku berkata seperti itu pula dan berbuat hal yang sama.;;13;74
7;13;007-013-028;28;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Namun lagi-lagi aku mengalami kejadian yang sama seperti malam sebelumnya.;Namun lagi-lagi aku mengalami kejadian yang sama seperti malam sebelumnya.;;10;74
7;13;007-013-029;29;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;"Maka setelah itu aku tidak lagi ingin berbuat hal yang buruk.s1 Al-Bukhari meriwayatkan dari Jabir bin Abdullah, dia berkata ""Tatkala Ka'bah sedang direnovasi, Nabi @ ikut bergabung bersama Abbas, mengambil batu.";"Maka setelah itu aku tidak lagi ingin berbuat hal yang buruk.s1 Al-Bukhari meriwayatkan dari Jabir bin Abdullah, dia berkata ""Tatkala Ka'bah sedang direnovasi, Nabi @ ikut bergabung bersama Abbas, mengambil batu.";;31;212
7;13;007-013-030;30;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;"Abbas berkata kepada beliau, ""Angkatlah jubahmu hingga di atas lutut.";"Abbas berkata kepada beliau, ""Angkatlah jubahmu hingga di atas lutut.";;10;69
7;13;007-013-031;31;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;"agar engkau tidak terluka oleh batu."" Namun karena itu beliau justru jatuh terjerembab ke tanah.";"agar engkau tidak terluka oleh batu."" Namun karena itu beliau justru jatuh terjerembab ke tanah.";;15;96
7;13;007-013-032;32;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Maka beliau menghujamkan pandangan ke langit, kemudian bersabda.;Maka beliau menghujamkan pandangan ke langit, kemudian bersabda.;;8;64
7;13;007-013-033;33;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;"""Ini gara-gara jubahku, ini gara-gara jubahku."" Lalu beliau mengikatkan jubahnya.";"""Ini gara-gara jubahku, ini gara-gara jubahku."" Lalu beliau mengikatkan jubahnya.";;10;81
7;13;007-013-034;34;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Dalam riwayat lain disebutkan, setelah itu tidak pernah terlihat beliau menampakkan auratnya.52 Nabi @ menonjol di tengah kaumnya karena perkataannya yang lemah lembut, akhlaknya yang utama, dan sifat-sifatnya yang mulia.;Dalam riwayat lain disebutkan, setelah itu tidak pernah terlihat beliau menampakkan auratnya.52 Nabi @ menonjol di tengah kaumnya karena perkataannya yang lemah lembut, akhlaknya yang utama, dan sifat-sifatnya yang mulia.;;30;221
7;13;007-013-035;35;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Beliau adalah orang yang paling utama kepribadiannya di tengah kaumnya, paling bagus akhlaknya, paling terhormat dalam pergaulannya dengan para tetangga, paling lemah lembut, paling jujur perkataannya, paling terjaga jiwanya, paling terpuji kebaikannya, paling baik amalnya, paling banyak memenuhi janji, paling bisa dipercaya, hingga mereka menjulukinya Al-Amin, karena beliau menghimpun semua keada;Beliau adalah orang yang paling utama kepribadiannya di tengah kaumnya, paling bagus akhlaknya, paling terhormat dalam pergaulannya dengan para tetangga, paling lemah lembut, paling jujur perkataannya, paling terjaga jiwanya, paling terpuji kebaikannya, paling baik amalnya, paling banyak memenuhi janji, paling bisa dipercaya, hingga mereka menjulukinya Al-Amin, karena beliau menghimpun semua keada;;51;400
7;13;007-013-036;36;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;an yang baik dan sifat-sifat yang diridhai orang lain.;an yang baik dan sifat-sifat yang diridhai orang lain.;;9;54
7;13;007-013-037;37;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;"Keadaan beliau juga digambarkan Ummul Mukminin Khadijah @ , Beliau membawa bebannya sendiri, memberi orang miskin, menjamu tamu dan menolong siapa pun yang hendak menegakkan kebenaran.""53 51 Kesahihan hadits ini diperselisihkan.";"Keadaan beliau juga digambarkan Ummul Mukminin Khadijah @ , Beliau membawa bebannya sendiri, memberi orang miskin, menjamu tamu dan menolong siapa pun yang hendak menegakkan kebenaran.""53 51 Kesahihan hadits ini diperselisihkan.";;31;228
7;13;007-013-038;38;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Al-Hakim menshahihkannya dan Ibnu Katsir mendhaifkannya di dalam Al-Bidayah wan-Nihayah, 2/287.;Al-Hakim menshahihkannya dan Ibnu Katsir mendhaifkannya di dalam Al-Bidayah wan-Nihayah, 2/287.;;11;95
7;13;007-013-039;39;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;52 Karena paha laki-laki dianggap sebagai urat yang tidak layak diperlihatkan.;52 Karena paha laki-laki dianggap sebagai urat yang tidak layak diperlihatkan.;;11;78
7;13;007-013-040;40;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;Shahihul-Bukhari, bab Bunyanil-Ka'bah, 1/540.;Shahihul-Bukhari, bab Bunyanil-Ka'bah, 1/540.;;4;45
7;13;007-013-041;41;KELAHIRAN DAN EMPAT PULUH TAHUN SEBELUM NUBUWAH;Daya Tarik Kepribadian Sebelum Nubuwah;92|93;53 Shahihul-Bukhari, 1/3.;53 Shahihul-Bukhari, 1/3.;;3;25
8;1;008-001-001;1;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Di Gua Hira';94|95;Dari beberapa hasil pengamatan Rasulullah sebelum itu telah membentangkan jarak pemikiran antara diri beliau dengan kaum beliau Selagi usia Rasulullah hampir mencapai empat puluh tahun, sesuatu yang paling disukai adalah mengasingkan diri.;Dari beberapa hasil pengamatan Rasulullah sebelum itu telah membentangkan jarak pemikiran antara diri beliau dengan kaum beliau Selagi usia Rasulullah hampir mencapai empat puluh tahun, sesuatu yang paling disukai adalah mengasingkan diri.;;32;239
8;1;008-001-002;2;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Di Gua Hira';94|95;Dengan membawa roti dari gandum dan air beliau pergi ke Gua Hira di Jabal Nur, yang jaraknya kira-kira dua mil dari Makkah, suatu gua yang tidak terlalu besar, yang panjangnya 4 hasta dan lebarnya antara 3/4 hingga 1 hasta.;Dengan membawa roti dari gandum dan air beliau pergi ke Gua Hira di Jabal Nur, yang jaraknya kira-kira dua mil dari Makkah, suatu gua yang tidak terlalu besar, yang panjangnya 4 hasta dan lebarnya antara 3/4 hingga 1 hasta.;;39;223
8;1;008-001-003;3;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Di Gua Hira';94|95;Kadang-kadang keluarga beliau ada yang menyertai ke sana.;Kadang-kadang keluarga beliau ada yang menyertai ke sana.;;8;57
8;1;008-001-004;4;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Di Gua Hira';94|95;Selama bulan Ramadhan beliau berada di gua ini, dan tak lupa memberikan makanan kepada setiap orang miskin yang juga datang ke sana.;Selama bulan Ramadhan beliau berada di gua ini, dan tak lupa memberikan makanan kepada setiap orang miskin yang juga datang ke sana.;;22;132
8;1;008-001-005;5;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Di Gua Hira';94|95;Beliau menghabiskan waktunya untuk beribadah, memikirkan keagungan alam di sekitarnya dan kekuatan tak terhingga di balik alam.;Beliau menghabiskan waktunya untuk beribadah, memikirkan keagungan alam di sekitarnya dan kekuatan tak terhingga di balik alam.;;17;127
8;1;008-001-006;6;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Di Gua Hira';94|95;Beliau tidak pernah merasa puas melihat keyakinan kaumnya yang penuh kemusyrikan dan segala persepsi mereka yang tak pernah lepas dari tahayul.;Beliau tidak pernah merasa puas melihat keyakinan kaumnya yang penuh kemusyrikan dan segala persepsi mereka yang tak pernah lepas dari tahayul.;;21;143
8;1;008-001-007;7;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Di Gua Hira';94|95;Sementara itu, di hadapan beliau juga tidak ada jalan yang jelas dan mempunyai batasan-batasan tertentu, yang bisa menghantarkan kepada keridhaan dan kepuasan hati beliau.;Sementara itu, di hadapan beliau juga tidak ada jalan yang jelas dan mempunyai batasan-batasan tertentu, yang bisa menghantarkan kepada keridhaan dan kepuasan hati beliau.;;24;171
8;1;008-001-008;8;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Di Gua Hira';94|95;Pilihan beliau untuk mengasingkan diri ini termasuk satu sisi dari ketentuan Allah atas diri beliau, selagi langkah persiapan untuk menerima utusan besar sedang ditunggunya.;Pilihan beliau untuk mengasingkan diri ini termasuk satu sisi dari ketentuan Allah atas diri beliau, selagi langkah persiapan untuk menerima utusan besar sedang ditunggunya.;;24;173
8;1;008-001-009;9;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Di Gua Hira';94|95;Ruh manusia mana pun yang realitas kehidupannya akan disusupi suatu pengaruh dan dibawa ke arah lain, maka ruh itu harus dibuat kosong dan mengasingkan diri untuk beberapa saat, dipisahkan dari berbagai kesibukan duniawi dan gejolak kehidupan serta kebisingan manusia yang membuatnya sibuk pada urusan kehidupan Begitulah Allah mengatur dan mempersiapkan kehidupan Muhammad & untuk mengemban amanat y;Ruh manusia mana pun yang realitas kehidupannya akan disusupi suatu pengaruh dan dibawa ke arah lain, maka ruh itu harus dibuat kosong dan mengasingkan diri untuk beberapa saat, dipisahkan dari berbagai kesibukan duniawi dan gejolak kehidupan serta kebisingan manusia yang membuatnya sibuk pada urusan kehidupan Begitulah Allah mengatur dan mempersiapkan kehidupan Muhammad & untuk mengemban amanat y;;57;400
8;1;008-001-010;10;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Di Gua Hira';94|95;ang besar, mengubah wajah dunia dan meluruskan garis sejarah.;ang besar, mengubah wajah dunia dan meluruskan garis sejarah.;;9;61
8;1;008-001-011;11;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Di Gua Hira';94|95;Allah telah mengatur pengasingan ini selama tiga tahun bagi Rasulullah @ sebelum membebaninya dengan risalah.;Allah telah mengatur pengasingan ini selama tiga tahun bagi Rasulullah @ sebelum membebaninya dengan risalah.;;15;109
8;1;008-001-012;12;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Di Gua Hira';94|95;Beliau pergi untuk mengasingkan diri ini selama jangka waktu sebulan, dengan disertai ruh yang suci sambil mengamati kegaiban yang tersembunyi di balik alam nyata, hingga tiba saatnya berhubungan dengan kegaiban itu tatkala Allah sudah memperkenalkannya.54;Beliau pergi untuk mengasingkan diri ini selama jangka waktu sebulan, dengan disertai ruh yang suci sambil mengamati kegaiban yang tersembunyi di balik alam nyata, hingga tiba saatnya berhubungan dengan kegaiban itu tatkala Allah sudah memperkenalkannya.54;;35;256
8;2;008-002-001;1;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Selagi usia beliau genap 40 tahun, suatu awal kematangan dan ada yang berpendapat bahwa pada usia inilah para rasul diangkat menjadi rasul, mulai tampak tanda-tanda nubuwah yang menyembul dari balik kehidupan pada diri beliau.;Selagi usia beliau genap 40 tahun, suatu awal kematangan dan ada yang berpendapat bahwa pada usia inilah para rasul diangkat menjadi rasul, mulai tampak tanda-tanda nubuwah yang menyembul dari balik kehidupan pada diri beliau.;;34;226
8;2;008-002-002;2;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Di antara tanda-tanda itu adalah mimpi yang hakiki.;Di antara tanda-tanda itu adalah mimpi yang hakiki.;;8;51
8;2;008-002-003;3;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Selama enam bulan mimpi yang beliau alami itu hanya menyerupai fajar subuh yang menyingsing Mimpi ini termasuk salah satu bagian dari 46 bagian dari nubuwah.;Selama enam bulan mimpi yang beliau alami itu hanya menyerupai fajar subuh yang menyingsing Mimpi ini termasuk salah satu bagian dari 46 bagian dari nubuwah.;;25;157
8;2;008-002-004;4;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Akhirnya pada bulan Ramadhan pada tahun ketiga dari masa pengasingan di Gua Hira' .;Akhirnya pada bulan Ramadhan pada tahun ketiga dari masa pengasingan di Gua Hira' .;;14;83
8;2;008-002-005;5;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Allah berkehendak untuk melimpahkan rahmat-Nya kepada penghuni bumi memuliakan beliau dengan nubuwah dan menurunkan Jibril kepada beliau sambil membawa ayat-ayat Al-Qur'an.ss Setelah mengamati dan meneliti berbagai dalil dan perbandingan yang lain, maka memungkinkan bagi kami untuk membuat ketetapan tentang hari itu, yaitu pada hari Senin, malam tanggal 21 dari bulan Ramadhan, atau bertepatan dengan tanggal 10 Agustus 610 M.;Allah berkehendak untuk melimpahkan rahmat-Nya kepada penghuni bumi memuliakan beliau dengan nubuwah dan menurunkan Jibril kepada beliau sambil membawa ayat-ayat Al-Qur'an.ss Setelah mengamati dan meneliti berbagai dalil dan perbandingan yang lain, maka memungkinkan bagi kami untuk membuat ketetapan tentang hari itu, yaitu pada hari Senin, malam tanggal 21 dari bulan Ramadhan, atau bertepatan dengan tanggal 10 Agustus 610 M.;;59;428
8;2;008-002-006;6;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Usia beliau saat itu genap 40 tahun lebih 6 bulan 12 hari menurut perhitungan kalender Hijriyah, atau 39 tahun lebih 3 bulan 20 hari menurut perhitungan kalender Syamsiyah.56 54 Fi Zhilail-Qur'an, 26/166.;Usia beliau saat itu genap 40 tahun lebih 6 bulan 12 hari menurut perhitungan kalender Hijriyah, atau 39 tahun lebih 3 bulan 20 hari menurut perhitungan kalender Syamsiyah.56 54 Fi Zhilail-Qur'an, 26/166.;;32;204
8;2;008-002-007;7;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;"55 Ibnu Hajar berkata,""Al-Baihaqi mengisahkan bahwa jangka waktu datangnya mimpi itu selama enam bulan.";"55 Ibnu Hajar berkata,""Al-Baihaqi mengisahkan bahwa jangka waktu datangnya mimpi itu selama enam bulan.";;14;103
8;2;008-002-008;8;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Oleh karena itu, permulaan nubuwah yang ditandai dengan mimpi terjadi pada bulan kelahiran beliau, yaitu Rabi'ul Awwal, setelah usia beliau genap empat puluh tahun.;Oleh karena itu, permulaan nubuwah yang ditandai dengan mimpi terjadi pada bulan kelahiran beliau, yaitu Rabi'ul Awwal, setelah usia beliau genap empat puluh tahun.;;24;164
8;2;008-002-009;9;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Sedangkan permulaan wahyu untuk bangkit terjadi pada bulan Ramadhan.;Sedangkan permulaan wahyu untuk bangkit terjadi pada bulan Ramadhan.;;9;68
8;2;008-002-010;10;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Lihat Fathul Bari, 1/27.;Lihat Fathul Bari, 1/27.;;4;24
8;2;008-002-011;11;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;56 Ada perbedaan pendapat yang cukup tajam antara para pakar sejarah dalam menetapkan awal bulan saat beliau menerima wahyu pertama.;56 Ada perbedaan pendapat yang cukup tajam antara para pakar sejarah dalam menetapkan awal bulan saat beliau menerima wahyu pertama.;;20;132
8;2;008-002-012;12;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Di antara mereka lebih banyak yang menetapkannya pada bulan Rab'ul Awwal.;Di antara mereka lebih banyak yang menetapkannya pada bulan Rab'ul Awwal.;;11;73
8;2;008-002-013;13;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Namun ada segolongan lain yang menetapkan bulan Ramadhan, dan golongan lain yang menetapkannya bulan Rajab.;Namun ada segolongan lain yang menetapkan bulan Ramadhan, dan golongan lain yang menetapkannya bulan Rajab.;;15;107
8;2;008-002-014;14;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;LihatMukhtashar Siratir-Rasul, Syaikh Abdullah bin Muhammad bin Abdul Wahhab An-Najdi, hal.;LihatMukhtashar Siratir-Rasul, Syaikh Abdullah bin Muhammad bin Abdul Wahhab An-Najdi, hal.;;11;91
8;2;008-002-015;15;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;75.;75.;;1;3
8;2;008-002-016;16;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;"Kami menguatkan pendapat kedua, yaitu pada bulan Ramadhan, yang dikuatkan firman Allah, ""Bulan Ramadhan, bulan yang didalamnya diturunkan (permulaan) Al-Qur'an.";"Kami menguatkan pendapat kedua, yaitu pada bulan Ramadhan, yang dikuatkan firman Allah, ""Bulan Ramadhan, bulan yang didalamnya diturunkan (permulaan) Al-Qur'an.";;20;160
8;2;008-002-017;17;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;""" (Al-Baqarah:185).";""" (Al-Baqarah:185).";;2;19
8;2;008-002-018;18;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;"Begitu pula firmanAllah, ""Sesungguhnya Kami menurunkan (Al-Our'an) pada Lailatul-Qadar "" (Al-Qadar:1).";"Begitu pula firmanAllah, ""Sesungguhnya Kami menurunkan (Al-Our'an) pada Lailatul-Qadar "" (Al-Qadar:1).";;11;102
8;2;008-002-019;19;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Sebagaimana yang sudah diketahui bersama, Lailatul-Qadar adalah pada bulan Ramadhan.;Sebagaimana yang sudah diketahui bersama, Lailatul-Qadar adalah pada bulan Ramadhan.;;10;84
8;2;008-002-020;20;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;"Inilah yang dimaksud firman Allah.""Sesungguhnya Kami menurunkan pada suatu malam yang diberkahi dan sesungguhnya Kami-lah yang memberi peringatan, "" (Ad-Dukhan:3).";"Inilah yang dimaksud firman Allah.""Sesungguhnya Kami menurunkan pada suatu malam yang diberkahi dan sesungguhnya Kami-lah yang memberi peringatan, "" (Ad-Dukhan:3).";;20;163
8;2;008-002-021;21;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Karena saat itu beliau berada di gua Hira', yang berarti Jibril turun di sana, sebagaimana yang sudah diketahui.;Karena saat itu beliau berada di gua Hira', yang berarti Jibril turun di sana, sebagaimana yang sudah diketahui.;;18;112
8;2;008-002-022;22;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Ada pula perbedaan pendapat di antara para pakar tentang penentuan harinya dari bulan Ramadhan Ada yang berpendapat pada hari ketujuh, ada yang berpendapat pada hari ke tujuh belas, ada yang berpendapat pada hari kedelapan belas.;Ada pula perbedaan pendapat di antara para pakar tentang penentuan harinya dari bulan Ramadhan Ada yang berpendapat pada hari ketujuh, ada yang berpendapat pada hari ke tujuh belas, ada yang berpendapat pada hari kedelapan belas.;;35;229
8;2;008-002-023;23;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;Lihat Mukhtashar Siratir Rasul, hal.;Lihat Mukhtashar Siratir Rasul, hal.;;5;36
8;2;008-002-024;24;DI BAWAH LINDUNGAN NUBUWAH DAN RISALAH;Jibril Turun Membawa Wahyu;95|96|97|98|99;"75; dan Rahmah Lil- Alamin, 1/49.";"75; dan Rahmah Lil- Alamin, 1/49.";;6;33
