chunk_id;halaman;entity_text;entity_label;start_char;end_char;confidence
000035-002;100-101;Musa bin Imran;PERSON;902;916;0.99
000035-002;100-101;Musa;PERSON;955;959;0.99
000035-002;100-101;Jabal Nur;LOCATION;1422;1431;0.99
000035-002;100-101;Gua Hira;LOCATION;1432;1440;0.99
000036-003;102-104;Muhammad;PERSON;1038;1046;0.99
000036-004;102-104;Rasulullah;PERSON;960;970;0.99
000037-001;105;Rasulullah;PERSON;30;40;0.99
000037-001;105;Makkah;LOCATION;116;122;0.99
000037-001;105;tahun 2;TIME;153;160;0.99
000037-001;105;Madinah;LOCATION;170;177;0.99
000037-001;105;Makkah;LOCATION;448;454;0.99
000037-001;105;Makkah;LOCATION;634;640;0.99
000037-001;105;tahun 3;TIME;693;700;0.99
000037-001;105;Makkah;LOCATION;725;731;0.99
000037-001;105;Madinah;LOCATION;805;812;0.99
000037-001;105;Madinah;LOCATION;832;839;0.99
000038-001;106;Makkah;LOCATION;33;39;0.99
000038-001;106;Ka'bah;LOCATION;110;116;0.99
000039-001;106-108;Rasulullah;PERSON;19;29;0.99
000039-001;106-108;Ummul Mukminin;PERSON;773;787;0.99
000039-001;106-108;Khadijah binti Khuwailid;PERSON;788;812;0.99
000039-001;106-108;Zaid bin Haritsah bin Syurahbil;PERSON;831;862;0.99
000039-001;106-108;Ali bin Abu Thalib;PERSON;882;900;0.99
000039-001;106-108;Ali;PERSON;916;919;0.99
000039-001;106-108;Khadijah;PERSON;994;1002;0.99
000039-001;106-108;Khadijah;PERSON;1013;1021;0.99
000039-001;106-108;Rasulullah;PERSON;1040;1050;0.99
000039-001;106-108;Rasulullah;PERSON;1172;1182;0.99
000039-001;106-108;Abu Bakar Ash-Shiddiq;PERSON;1262;1283;0.99
000039-001;106-108;Abu Bakar;PERSON;1344;1353;0.99
000039-002;106-108;Abu Bakar;PERSON;59;68;0.99
000039-002;106-108;Abu Bakar;PERSON;251;260;0.99
000039-002;106-108;Utsman bin Affan;PERSON;576;592;0.99
000039-002;106-108;Az-Zubair bin Al-Awwan;PERSON;603;625;0.99
000039-002;106-108;Abdurrahman bin Auf;PERSON;636;655;0.99
000039-002;106-108;Sa'd bin Abi Waqqash;PERSON;657;677;0.99
000039-002;106-108;Thalhah bin Ubaidillah;PERSON;694;716;0.99
000039-002;106-108;Bilal bin Rabbah;PERSON;782;798;0.99
000039-002;106-108;Abu Ubaidah;PERSON;850;861;0.99
000039-002;106-108;Amir bin Al-Jarrah;PERSON;862;880;0.99
000039-002;106-108;Al-Harits bin Fihr;PERSON;891;909;0.99
000039-002;106-108;Abu Salamah bin Abdul Asad;PERSON;911;937;0.99
000039-002;106-108;Al-Arqam bin Abil-Arqam;PERSON;939;962;0.99
000039-002;106-108;Utsman bin Mazh'un;PERSON;976;994;0.99
000039-002;106-108;Ubaidah bin Al-Harits bin Al-Muththalib bin Abdi;PERSON;1039;1087;0.99
000039-002;106-108;Sa'id bin Zaid;PERSON;1095;1109;0.99
000039-002;106-108;Khabbab bin Al-Aratt;PERSON;1147;1167;0.99
000039-002;106-108;Abdullah bin Mas'ud;PERSON;1169;1188;0.99
000039-002;106-108;Ibnu Hisyam;PERSON;1312;1323;0.99
000039-003;106-108;Ibnu Hisyam;PERSON;89;100;0.99
000039-003;106-108;Ibnu Ishaq;PERSON;220;230;0.99
000039-003;106-108;Makkah;LOCATION;352;358;0.99
000039-003;106-108;Rasulullah;PERSON;438;448;0.99
000039-003;106-108;Zaid bin Muhammad;PERSON;1103;1120;0.99
000039-003;106-108;Ibnu Hisyam;PERSON;1201;1212;0.99
000040-001;108;Muqatil bin Sulaiman;PERSON;64;84;0.99
000040-001;108;Ibnu Hajar;PERSON;297;307;0.99
000040-001;108;Al-Harits bin Usamah;PERSON;631;651;0.99
000040-001;108;Ibnu Luhai'ah;PERSON;676;689;0.99
000040-001;108;Zaid bin Haritsah;PERSON;710;727;0.99
000040-001;108;Rasulullah;PERSON;777;787;0.99
000040-001;108;Ibnu Majah;PERSON;899;909;0.99
000040-001;108;Al-Barra' bin Azib;PERSON;985;1003;0.99
000040-001;108;Ibnu Abbas;PERSON;1008;1018;0.99
000040-001;108;Ibnu Abbas;PERSON;1029;1039;0.99
000040-001;108;Ibnu Hasyim;PERSON;1085;1096;0.99
000040-001;108;Abu Thalib;PERSON;1282;1292;0.99
000040-001;108;Ali;PERSON;1333;1336;0.99
000040-001;108;Abu Thalib;PERSON;1343;1353;0.99
000040-001;108;Abu Thalib;PERSON;1426;1436;0.99
000040-001;108;Ali;PERSON;1457;1460;0.99
000041-001;108-109;Ibnu Hisyam;PERSON;290;301;0.99
000041-001;108-109;Muhammad;PERSON;311;319;0.99
000041-001;108-109;Muhammad;PERSON;488;496;0.99
000041-001;108-109;Umayyah bin Ash-Shallat;PERSON;660;683;0.99
000041-001;108-109;Qus bin Sa'idah;PERSON;685;700;0.99
000041-001;108-109;Amr bin Nufail;PERSON;702;716;0.99
000041-001;108-109;Rasulullah;PERSON;1223;1233;0.99
000041-001;108-109;SUDAN;LOCATION;1347;1352;0.99
000041-001;108-109;ERITREA;LOCATION;1353;1360;0.99
000041-001;108-109;Addis Ababa;LOCATION;1394;1405;0.99
000041-001;108-109;ETHIOPIA;LOCATION;1406;1414;0.99
000041-001;108-109;SOMALIA;LOCATION;1415;1422;0.99
000041-001;108-109;Ethopia;LOCATION;1428;1435;0.99
000041-001;108-109;Habasyah;LOCATION;1437;1445;0.99
000042-001;110;Musa;PERSON;221;225;0.99
000042-001;110;Musa;PERSON;445;449;0.99
000042-001;110;Musa;PERSON;531;535;0.99
000042-001;110;Rasulullah;PERSON;563;573;0.99
000042-001;110;Nuh;PERSON;932;935;0.99
000042-001;110;Ibrahim;PERSON;949;956;0.99
000043-001;110-111;Rasulullah;PERSON;31;41;0.99
000043-001;110-111;Al-Muththalib bin Abdi;PERSON;160;182;0.99
000043-001;110-111;Abu Lahab;PERSON;245;254;0.99
000043-001;110-111;Rasulullah;PERSON;887;897;0.99
000043-002;110-111;Abu Thalib;PERSON;394;404;0.99
000043-002;110-111;Abdul Muththalib;PERSON;848;864;0.99
000043-002;110-111;Abu Lahab;PERSON;867;876;0.99
000043-002;110-111;Abu Thalib;PERSON;997;1007;0.99
000044-001;111-113;Abu Thalib;PERSON;41;51;0.99
000044-001;111-113;Ibnu-Atsir;PERSON;86;96;0.99
000044-001;111-113;Shafa;LOCATION;185;190;0.99
000044-001;111-113;Ibnu Abbas;PERSON;450;460;0.99
000044-001;111-113;Shafa;LOCATION;578;583;0.99
000044-001;111-113;Abu Lahab;PERSON;809;818;0.99
000044-001;111-113;Abu Lahab;PERSON;1219;1228;0.99
000044-001;111-113;Abu Lahab;PERSON;1358;1367;0.99
000044-002;111-113;Abu Lahab;PERSON;80;89;0.99
000044-002;111-113;Abu Hurairah;PERSON;146;158;0.99
000044-002;111-113;Ka'b;PERSON;394;398;0.99
000044-002;111-113;Fathimah binti Muhammad;PERSON;449;472;0.99
000044-002;111-113;Rasulullah;PERSON;781;791;0.99
000045-001;113-114;Makkah;LOCATION;40;46;0.99
000045-001;113-114;Rasulullah;PERSON;238;248;0.99
000045-001;113-114;Makkah;LOCATION;653;659;0.99
000046-001;114;Abu Thalib;PERSON;99;109;0.99
000046-001;114;Ibnu Ishaq;PERSON;659;669;0.99
000046-001;114;Abu Thalib;PERSON;722;732;0.99
000046-001;114;Abu Thalib;PERSON;755;765;0.99
000046-001;114;Abu Thalib;PERSON;1144;1154;0.99
000046-001;114;Rasulullah;PERSON;1235;1245;0.99
000047-001;115-117;Jazirah Arab;LOCATION;207;219;0.99
000047-001;115-117;Muhammad;PERSON;371;379;0.99
000047-001;115-117;Al-Walid bin Al-Mughirah;PERSON;481;505;0.99
000047-004;115-117;Muhammad;PERSON;310;318;0.99
000047-004;115-117;Abu Lahab;PERSON;413;422;0.99
000047-004;115-117;Rasulullah;PERSON;466;476;0.99
000047-004;115-117;Abu Lahab;PERSON;608;617;0.99
000047-004;115-117;Rasulullah;PERSON;843;853;0.99
000048-001;117-121;Muhammad;PERSON;39;47;0.99
000048-001;117-121;Abu Lahab;PERSON;1116;1125;0.99
000048-001;117-121;Yazid bin Ruman;PERSON;1160;1175;0.99
000048-001;117-121;Thariq bin Abdullah;PERSON;1186;1205;0.99
000048-001;117-121;Ahmad;PERSON;1242;1247;0.99
000048-002;117-121;Abu Lahab;PERSON;27;36;0.99
000048-002;117-121;Yazid bin Ruman;PERSON;71;86;0.99
000048-002;117-121;Thariq bin Abdullah;PERSON;97;116;0.99
000048-002;117-121;Ahmad;PERSON;153;158;0.99
000048-002;117-121;Muhammad;PERSON;377;385;0.99
000048-002;117-121;Rasulullah;PERSON;455;465;0.99
000048-003;117-121;Muhammad;PERSON;563;571;0.99
000048-003;117-121;Rasulullah;PERSON;731;741;0.99
000048-003;117-121;An-Nadhar bin Al-Harits;PERSON;1081;1104;0.99
000048-004;117-121;Muhammad;PERSON;101;109;0.99
000048-004;117-121;An-Nadhr;PERSON;1238;1246;0.99
000048-005;117-121;Rasulullah;PERSON;85;95;0.99
000048-005;117-121;Muhammad;PERSON;283;291;0.99
000048-005;117-121;Muhammad;PERSON;448;456;0.99
000048-005;117-121;Ibnu Abbas;PERSON;494;504;0.99
000048-006;117-121;Ibnu Jarir;PERSON;142;152;0.99
000048-006;117-121;Ath-Thabarani;PERSON;157;170;0.99
000048-006;117-121;Rasulullah;PERSON;233;243;0.99
000048-006;117-121;Abd bin Humaid;PERSON;380;394;0.99
000048-006;117-121;Ibnu Ishaq;PERSON;499;509;0.99
000048-006;117-121;Rasulullah;PERSON;560;570;0.99
000048-006;117-121;Ibnu Hisyam;PERSON;594;605;0.99
000048-006;117-121;Ka'bah;LOCATION;734;740;0.99
000048-006;117-121;Al-Aswad bin Al-Muththalib bin Asad bin Abdul Uzza;PERSON;767;817;0.99
000048-006;117-121;Al-Walid bin Al-Mughirah bin Khalaf;PERSON;822;857;0.99
000048-006;117-121;Al-Ash bin Wa'il;PERSON;862;878;0.99
000048-006;117-121;Muhammad;PERSON;955;963;0.99
000049-001;121-129;Abu Lahab;PERSON;586;595;0.99
000049-001;121-129;Rasulullah;PERSON;603;613;0.99
000049-001;121-129;Rasulullah;PERSON;710;720;0.99
000049-001;121-129;Rasulullah;PERSON;1082;1092;0.99
000049-001;121-129;Abu Thalib;PERSON;1481;1491;0.99
000049-002;121-129;Abu Thalib;PERSON;42;52;0.99
000049-002;121-129;Abu Thalib;PERSON;64;74;0.99
000049-002;121-129;Abu Lahab;PERSON;514;523;0.99
000049-002;121-129;Abu Lahab;PERSON;531;540;0.99
000049-002;121-129;Shafa;LOCATION;778;783;0.99
000049-002;121-129;Shafa;LOCATION;839;844;0.99
000049-002;121-129;Abu Lahab;PERSON;850;859;0.99
000049-002;121-129;Abu Lahab;PERSON;928;937;0.99
000049-002;121-129;Utbah;PERSON;970;975;0.99
000049-002;121-129;Utaibah;PERSON;980;987;0.99
000049-002;121-129;Ruqayyah;PERSON;1015;1023;0.99
000049-002;121-129;Ummu Kultsum;PERSON;1028;1040;0.99
000049-002;121-129;Abu Lahab;PERSON;1241;1250;0.99
000049-002;121-129;Abdullah;PERSON;1288;1296;0.99
000049-002;121-129;Rasulullah;PERSON;1304;1314;0.99
000049-002;121-129;Abu Lahab;PERSON;1343;1352;0.99
000049-002;121-129;Muhammad;PERSON;1450;1458;0.99
000049-003;121-129;Muhammad;PERSON;75;83;0.99
000049-003;121-129;Abu Lahab;PERSON;170;179;0.99
000049-003;121-129;Rasulullah;PERSON;202;212;0.99
000049-003;121-129;Thariq bin Abdullah;PERSON;255;274;0.99
000049-003;121-129;Abu Lahab;PERSON;350;359;0.99
000049-003;121-129;Abu Lahab;PERSON;459;468;0.99
000049-003;121-129;Ummu Jamil binti Harb bin Umayyah;PERSON;470;503;0.99
000049-003;121-129;Abu Sufy;PERSON;513;521;0.99
000049-003;121-129;Rasulullah;PERSON;1034;1044;0.99
000049-003;121-129;Ka'bah;LOCATION;1100;1106;0.99
000049-003;121-129;Abu Bakar Ash-;PERSON;1115;1129;0.99
000049-003;121-129;Rasulullah;PERSON;1243;1253;0.99
000049-003;121-129;Abu Bakar;PERSON;1291;1300;0.99
000049-003;121-129;Abu Bakar;PERSON;1332;1341;0.99
000049-004;121-129;Abu Lahab;PERSON;290;299;0.99
000049-004;121-129;Abu Bakar;PERSON;336;345;0.99
000049-004;121-129;Rasulullah;PERSON;377;387;0.99
000049-004;121-129;Abu Bakar;PERSON;540;549;0.99
000049-004;121-129;Abu Lahab;PERSON;632;641;0.99
000049-004;121-129;Abu Bakar;PERSON;660;669;0.99
000049-004;121-129;Abu Bakar;PERSON;691;700;0.99
000049-004;121-129;Ka'bah;LOCATION;756;762;0.99
000049-004;121-129;Abu Bakar;PERSON;843;852;0.99
000049-004;121-129;Abu Lahab;PERSON;909;918;0.99
000049-004;121-129;Abu Lahab;PERSON;920;929;0.99
000049-004;121-129;Ibnu Ishaq;PERSON;1182;1192;0.99
000049-004;121-129;Rasulullah;PERSON;1227;1237;0.99
000049-004;121-129;Abu Lahab;PERSON;1267;1276;0.99
000049-004;121-129;Al-Hakam bin Abul Ash bin Umayyah;PERSON;1278;1311;0.99
000049-004;121-129;Uqbah bin Abu Mu'ith;PERSON;1313;1333;0.99
000049-004;121-129;Adi bin Hamra;PERSON;1335;1348;0.99
000049-004;121-129;Ibnul Ashda'Al-Hudzali;PERSON;1363;1385;0.99
000049-005;121-129;Al-Hakam bin Abul Ash;PERSON;98;119;0.99
000049-005;121-129;Ibnu Hisyam;PERSON;397;408;0.99
000049-005;121-129;Uqbah bin Abu Mu'ith;PERSON;761;781;0.99
000049-005;121-129;Abdullah bin Mas-ud;PERSON;812;831;0.99
000049-005;121-129;Ka'bah;LOCATION;872;878;0.99
000049-005;121-129;Abu Jahal;PERSON;889;898;0.99
000049-005;121-129;Muhammad;PERSON;1131;1139;0.99
000049-005;121-129;Uqbah bin Abu Mu'ith;PERSON;1196;1216;0.99
000049-006;121-129;Rasulullah;PERSON;204;214;0.99
000049-006;121-129;Abdullah bin Mas'ud;PERSON;610;629;0.99
000049-006;121-129;Abu Jahal;PERSON;777;786;0.99
000049-006;121-129;Utbah bin Rabi'ah;PERSON;797;814;0.99
000049-006;121-129;Syaibah bin Rabi'ah;PERSON;815;834;0.99
000049-006;121-129;Al-Walid bin Utbah;PERSON;836;854;0.99
000049-006;121-129;Umayyah bin Khalaf;PERSON;856;874;0.99
000049-006;121-129;Uqbah bin Abu Demi;PERSON;876;894;0.99
000049-006;121-129;Rasulullah;PERSON;976;986;0.99
000049-006;121-129;Perang;EVENT;1026;1032;0.99
000049-006;121-129;Umayyah bin Khalaf;PERSON;1045;1063;0.99
000049-006;121-129;Rasulullah;PERSON;1072;1082;0.99
000049-006;121-129;Ibnu Hisyam;PERSON;1172;1183;0.99
000049-006;121-129;Rasulullah Shallallahu Alaihi wa Sallam;PERSON;1242;1281;0.99
000049-006;121-129;Abdullah bin Mas'ud;PERSON;1320;1339;0.99
000049-007;121-129;Umayyah bin Khalaf;PERSON;151;169;0.99
000049-007;121-129;Ubay bin Khalaf;PERSON;171;186;0.99
000049-007;121-129;Uqbah bin Abu Mu'ith;PERSON;212;232;0.99
000049-007;121-129;Ubay bin Khalaf;PERSON;522;537;0.99
000049-007;121-129;Al-Akhnas bin Syariq;PERSON;662;682;0.99
000049-007;121-129;Rasulullah;PERSON;725;735;0.99
000049-007;121-129;Abu Jahal;PERSON;1139;1148;0.99
000049-008;121-129;Abu Jahal;PERSON;638;647;0.99
000049-008;121-129;Rasulullah;PERSON;667;677;0.99
000049-008;121-129;Masjidil Haram;LOCATION;729;743;0.99
000049-008;121-129;Ibrahim;PERSON;797;804;0.99
000049-008;121-129;Muhammad;PERSON;831;839;0.99
000049-008;121-129;Abu Jahal;PERSON;908;917;0.99
000049-008;121-129;Muhammad;PERSON;967;975;0.99
000049-008;121-129;Abu Jahal;PERSON;1239;1248;0.99
000049-008;121-129;Muhammad;PERSON;1415;1423;0.99
000049-009;121-129;Abu Jahal;PERSON;192;201;0.99
000049-009;121-129;Abu Hurairah;PERSON;281;293;0.99
000049-009;121-129;Abu Jahal;PERSON;310;319;0.99
000049-009;121-129;Muhammad;PERSON;337;345;0.99
000049-009;121-129;Abu Jahal;PERSON;532;541;0.99
000049-009;121-129;Rasulullah;PERSON;560;570;0.99
000049-009;121-129;Abul Hakam;PERSON;788;798;0.99
000049-009;121-129;Rasulullah;PERSON;1105;1115;0.99
000049-009;121-129;Abu Thalib;PERSON;1290;1300;0.99
000049-009;121-129;Makkah;LOCATION;1346;1352;0.99
000049-010;121-129;Abu Jahal;PERSON;437;446;0.99
000049-010;121-129;Utsman bin Affan;PERSON;737;753;0.99
000049-010;121-129;Mush'ab bin Umair;PERSON;836;853;0.99
000049-010;121-129;Bilal;PERSON;1024;1029;0.99
000049-010;121-129;Umayyah bin Khalaf;PERSON;1058;1076;0.99
000049-010;121-129;Makkah;LOCATION;1202;1208;0.99
000049-010;121-129;Umayyah;PERSON;1282;1289;0.99
000049-011;121-129;Makkah;LOCATION;236;242;0.99
000049-011;121-129;Bilal;PERSON;312;317;0.99
000049-011;121-129;Muhammad;PERSON;411;419;0.99
000049-011;121-129;Bilal;PERSON;452;457;0.99
000049-011;121-129;Abu Bakar;PERSON;506;515;0.99
000049-011;121-129;Bilal;PERSON;578;583;0.99
000049-011;121-129;Abu Bakar;PERSON;590;599;0.99
000049-011;121-129;Bilal;PERSON;608;613;0.99
000049-011;121-129;Abu Bakar;PERSON;674;683;0.99
000049-011;121-129;Ammar bin Yasir;PERSON;744;759;0.99
000049-011;121-129;Abu Jahal;PERSON;854;863;0.99
000049-011;121-129;Yasir;PERSON;1096;1101;0.99
000049-011;121-129;Sumayyah;PERSON;1155;1163;0.99
000049-011;121-129;Abu Jahal;PERSON;1172;1181;0.99
000049-012;121-129;Muhammad;PERSON;273;281;0.99
000049-012;121-129;Abu Fakihah;PERSON;738;749;0.99
000049-012;121-129;Khabbab bin Al-Aratt;PERSON;862;882;0.99
000049-012;121-129;Ummu Ammar binti Siba;PERSON;896;917;0.99
000049-012;121-129;Ibnu Hisyam;PERSON;1329;1340;0.99
000049-012;121-129;Ummu Ubais;PERSON;1427;1437;0.99
000049-013;121-129;Ummu Ubais;PERSON;74;84;0.99
000049-013;121-129;Umar bin Al-Khaththab;PERSON;347;368;0.99
000049-013;121-129;Umar;PERSON;475;479;0.99
000049-013;121-129;Abu Bakar;PERSON;553;562;0.99
000049-013;121-129;Bilal;PERSON;665;670;0.99
000049-013;121-129;Amir bin Fuhairah;PERSON;675;692;0.99
000050-001;129-130;Rasulullah;PERSON;31;41;0.99
000050-001;129-130;Sa'd bin Abi Waqqash;PERSON;858;878;0.99
000050-001;129-130;Muhammad bin Abdul Wahhab;PERSON;1084;1109;0.99
000050-001;129-130;Ibnu Hisyam;PERSON;1140;1151;0.99
000050-002;129-130;Rasulullah;PERSON;25;35;0.99
000050-002;129-130;Al-Arqam bin Abil-Alqam;PERSON;318;341;0.99
000050-002;129-130;Shafa;LOCATION;380;385;0.99
000051-001;130-133;Makkah;LOCATION;275;281;0.99
000051-001;130-133;Musa;PERSON;1245;1249;0.99
000051-002;130-133;Musa;PERSON;49;53;0.99
000051-002;130-133;Rasulullah;PERSON;1320;1330;0.99
000051-002;130-133;An-Najasyi;PERSON;1357;1367;0.99
000051-002;130-133;Habasyah;LOCATION;1391;1399;0.99
000051-003;130-133;Rasulullah;PERSON;0;10;0.99
000051-003;130-133;Habasyah;LOCATION;71;79;0.99
000051-003;130-133;Habasyah;LOCATION;238;246;0.99
000051-003;130-133;bulan Rajab;TIME;306;317;0.99
000051-003;130-133;Habasyah;LOCATION;392;400;0.99
000051-003;130-133;Utsman bin Affan;PERSON;479;495;0.99
000051-003;130-133;Ruqayyah;PERSON;536;544;0.99
000051-003;130-133;Rasulullah;PERSON;552;562;0.99
000051-003;130-133;Baitul-Haram;LOCATION;630;642;0.99
000051-003;130-133;Ibrahim;PERSON;686;693;0.99
000051-003;130-133;Habasyah;LOCATION;1036;1044;0.99
000051-003;130-133;bulan Ramadhan;TIME;1314;1328;0.99
000051-003;130-133;Masjidil Haram;LOCATION;1366;1380;0.99
000051-004;130-133;bulan Ramadhan;TIME;5;19;0.99
000051-004;130-133;Masjidil Haram;LOCATION;57;71;0.99
000051-005;130-133;Rasulullah;PERSON;506;516;0.99
000051-005;130-133;Habasyah;LOCATION;1101;1109;0.99
000051-005;130-133;Makkah;LOCATION;1266;1272;0.99
000051-005;130-133;bulan Syawwal;TIME;1278;1291;0.99
000051-005;130-133;Makkah;LOCATION;1331;1337;0.99
000051-006;130-133;Makkah;LOCATION;17;23;0.99
000051-006;130-133;Habasyah;LOCATION;141;149;0.99
000051-006;130-133;Makkah;LOCATION;190;196;0.99
000051-006;130-133;Habasyah;LOCATION;554;562;0.99
000051-006;130-133;Habasyah;LOCATION;740;748;0.99
000051-006;130-133;Muhammad;PERSON;916;924;0.99
000052-001;133-137;Amr bin Al-Ash;PERSON;293;307;0.99
000052-001;133-137;Abdullah bin Abu Rabi'ah;PERSON;312;336;0.99
000052-001;133-137;Najasyi;PERSON;469;476;0.99
000052-001;133-137;Najasyi;PERSON;749;756;0.99
000052-001;133-137;Najasyi;PERSON;788;795;0.99
000052-002;133-137;Najasyi;PERSON;629;636;0.99
000052-002;133-137;Najasyi;PERSON;831;838;0.99
000052-002;133-137;Ja'far bin Abu Thalib;PERSON;1012;1033;0.99
000052-004;133-137;Rasulullah;PERSON;642;652;0.99
000052-004;133-137;Najasyi;PERSON;662;669;0.99
000052-004;133-137;Najasyi;PERSON;829;836;0.99
000052-004;133-137;Najasyi;PERSON;1005;1012;0.99
000052-004;133-137;Isa;PERSON;1056;1059;0.99
000052-004;133-137;Najasyi;PERSON;1255;1262;0.99
000052-005;133-137;Najasyi;PERSON;132;139;0.99
000052-005;133-137;Amr bin Al-Ash;PERSON;141;155;0.99
000052-005;133-137;Abdullah bin Rabi'ah;PERSON;171;191;0.99
000052-005;133-137;Amr bin Al-Ash;PERSON;436;450;0.99
000052-005;133-137;Amr bin Al-Ash;PERSON;497;511;0.99
000052-005;133-137;Najasyi;PERSON;532;539;0.99
000052-005;133-137;Isa bin Maryam;PERSON;642;656;0.99
000052-005;133-137;Najasyi;PERSON;664;671;0.99
000052-005;133-137;Isa;PERSON;760;763;0.99
000052-005;133-137;Najasyi;PERSON;925;932;0.99
000052-005;133-137;Najasyi;PERSON;937;944;0.99
000052-005;133-137;Isa;PERSON;1052;1055;0.99
000052-005;133-137;Najasyi;PERSON;1163;1170;0.99
000052-005;133-137;Isa bin Maryam;PERSON;1238;1252;0.99
000052-005;133-137;Najasyi;PERSON;1359;1366;0.99
000052-005;133-137;Najasyi;PERSON;1383;1390;0.99
000052-006;133-137;Isa;PERSON;67;70;0.99
000052-006;133-137;Najasyi;PERSON;178;185;0.99
000052-006;133-137;Isa bin Maryam;PERSON;253;267;0.99
000052-006;133-137;Najasyi;PERSON;374;381;0.99
000052-006;133-137;Najasyi;PERSON;398;405;0.99
000052-006;133-137;Najasyi;PERSON;471;478;0.99
000052-006;133-137;Najasyi;PERSON;710;717;0.99
000052-006;133-137;Ummu Salamah;PERSON;1104;1116;0.99
000052-006;133-137;Najasyi;PERSON;1196;1203;0.99
000052-006;133-137;Ibnu Ishaq;PERSON;1388;1398;0.99
000052-006;133-137;Amr bin Al-Ash;PERSON;1428;1442;0.99
000052-006;133-137;Najasyi;PERSON;1457;1464;0.99
000052-006;133-137;Perang Badr;EVENT;1473;1484;0.99
000052-007;133-137;Amr bin Al-Ash;PERSON;28;42;0.99
000052-007;133-137;Najasyi;PERSON;57;64;0.99
000052-007;133-137;Perang Badr;EVENT;73;84;0.99
000052-007;133-137;Najasyi;PERSON;188;195;0.99
000052-007;133-137;Ja'far;PERSON;200;206;0.99
000052-007;133-137;Ibnu Ishaq;PERSON;278;288;0.99
000052-007;133-137;Ibnu;PERSON;407;411;0.99
000052-007;133-137;Rasulullah;PERSON;620;630;0.99
000052-007;133-137;Abu Thalib;PERSON;726;736;0.99
000052-007;133-137;Abu Thalib;PERSON;814;824;0.99
000053-001;137;Abu Thalib;PERSON;33;43;0.99
000053-001;137;Abu Thalib;PERSON;81;91;0.99
000053-001;137;Abu Thalib;PERSON;595;605;0.99
000053-001;137;Rasulullah;PERSON;646;656;0.99
000053-001;137;Rasulullah;PERSON;905;915;0.99
000053-001;137;Abu Thalib;PERSON;1274;1284;0.99
000053-001;137;Abu Thalib;PERSON;1351;1361;0.99
000053-002;137;Abu Thalib;PERSON;21;31;0.99
000053-002;137;Abu Thalib;PERSON;98;108;0.99
000054-001;138;Rasulullah;PERSON;24;34;0.99
000054-001;138;Abu Thalib;PERSON;88;98;0.99
000054-001;138;Abu Thalib;PERSON;256;266;0.99
000054-001;138;Ammarah bin Al-Walid bin Al-Mughirah;PERSON;295;331;0.99
000054-001;138;Abu Thalib;PERSON;340;350;0.99
000054-001;138;Abu Thalib;PERSON;1072;1082;0.99
000055-001;138-141;Abu Thalib;PERSON;100;110;0.99
000055-001;138-141;Makkah;LOCATION;436;442;0.99
000055-001;138-141;Hamzah bin Abdul Muththalib;PERSON;449;476;0.99
000055-001;138-141;Umar bin Al-Khaththab;PERSON;481;502;0.99
000055-001;138-141;Uthbah bin Abu Lahab;PERSON;547;567;0.99
000055-001;138-141;Rasulullah;PERSON;576;586;0.99
000055-001;138-141;Ibnu terbenam;PERSON;672;685;0.99
000055-001;138-141;Jibril;PERSON;734;740;0.99
000055-001;138-141;Utbah;PERSON;1007;1012;0.99
000055-001;138-141;Syam;LOCATION;1022;1026;0.99
000055-001;138-141;Syam;LOCATION;1115;1119;0.99
000055-001;138-141;Utbah;PERSON;1209;1214;0.99
000055-001;138-141;Muhammad;PERSON;1314;1322;0.99
000055-002;138-141;Muhammad;PERSON;63;71;0.99
000055-002;138-141;Muhammad;PERSON;118;126;0.99
000055-002;138-141;Makkah;LOCATION;134;140;0.99
000055-002;138-141;Syam;LOCATION;152;156;0.99
000055-002;138-141;Utbah;PERSON;215;220;0.99
000055-002;138-141;Ibnu Ishaq;PERSON;328;338;0.99
000055-002;138-141;Abu Jahal;PERSON;390;399;0.99
000055-002;138-141;Muhammad;PERSON;450;458;0.99
000055-002;138-141;Abu Jahal;PERSON;940;949;0.99
000055-002;138-141;Rasulullah;PERSON;1015;1025;0.99
000055-002;138-141;Abu Jahal;PERSON;1074;1083;0.99
000055-002;138-141;Abu Jahal;PERSON;1114;1123;0.99
000055-002;138-141;Abu Jahal;PERSON;1372;1381;0.99
000055-002;138-141;Abul Hakam;PERSON;1420;1430;0.99
000055-003;138-141;Abu Jahal;PERSON;30;39;0.99
000055-003;138-141;Abul Hakam;PERSON;78;88;0.99
000055-003;138-141;Ibnu Ishaq;PERSON;524;534;0.99
000055-003;138-141;Rasulullah;PERSON;547;557;0.99
000055-003;138-141;Jibril;PERSON;575;581;0.99
000055-003;138-141;Jibril;PERSON;620;626;0.99
000055-003;138-141;Abu Jahal;PERSON;677;686;0.99
000055-003;138-141;Rasulullah;PERSON;696;706;0.99
000055-003;138-141;Hamzah;PERSON;729;735;0.99
000055-003;138-141;Rasulullah;PERSON;849;859;0.99
000055-003;138-141;Ibnu Ishaq;PERSON;911;921;0.99
000055-003;138-141;Abdullah bin Amru bin Al-Ash;PERSON;940;968;0.99
000055-003;138-141;Hijir;LOCATION;1031;1036;0.99
000055-003;138-141;Rasulullah;PERSON;1058;1068;0.99
000055-003;138-141;Ka'bah;LOCATION;1438;1444;0.99
000055-004;138-141;Ka'bah;LOCATION;66;72;0.99
000055-004;138-141;Abu Al-Qasim;PERSON;888;900;0.99
