text_id,id,token,predicted_label,halaman
000094-001,000094-001.038,menyadari,O,221
000094-001,000094-001.039,sepenuhnya,O,221
000094-001,000094-001.040,bahwa,O,221
000094-001,000094-001.041,tentunya,O,221
000094-001,000094-001.042,orang-orang,O,221
000094-001,000094-001.043,Quraisy,O,221
000094-001,000094-001.044,akan,O,221
000094-001,000094-001.045,mencarinya,O,221
000094-001,000094-001.046,"mati-matian,",O,221
000094-001,000094-001.047,dan,O,221
000094-001,000094-001.048,jalur,O,221
000094-001,000094-001.049,satu-satunya,O,221
000094-001,000094-001.050,yang,O,221
000094-001,000094-001.051,mereka,O,221
000094-001,000094-001.052,perkirakan,O,221
000094-001,000094-001.053,adalah,O,221
000094-001,000094-001.054,jalur,O,221
000094-001,000094-001.055,utama,O,221
000094-001,000094-001.056,ke,O,221
000094-001,000094-001.057,Madinah,B_LOCATION,221
000094-001,000094-001.058,yang,O,221
000094-001,000094-001.059,mengarah,O,221
000094-001,000094-001.060,ke,O,221
000094-001,000094-001.061,utara.,O,221
000094-001,000094-001.062,Untuk,O,221
000094-001,000094-001.063,itu,O,221
000094-001,000094-001.064,beliau,O,221
000094-001,000094-001.065,justru,O,221
000094-001,000094-001.066,mengambil,O,221
000094-001,000094-001.067,jalur,O,221
000094-001,000094-001.068,yang,O,221
000094-001,000094-001.069,"berbeda,",O,221
000094-001,000094-001.070,yaitu,O,221
000094-001,000094-001.071,jalur,O,221
000094-001,000094-001.072,yang,O,221
000094-001,000094-001.073,mengarah,O,221
000094-001,000094-001.074,ke,O,221
000094-001,000094-001.075,Yaman,B_LOCATION,221
000094-001,000094-001.076,dari,O,221
000094-001,000094-001.077,Makkah,B_LOCATION,221
000094-001,000094-001.078,ke,O,221
000094-001,000094-001.079,arah,O,221
000094-001,000094-001.080,selatan.,O,221
000094-001,000094-001.081,Beliau,O,221
000094-001,000094-001.082,menempuh,O,221
000094-001,000094-001.083,jalan,O,221
000094-001,000094-001.084,ini,O,221
000094-001,000094-001.085,sekitar,O,221
000094-001,000094-001.086,5,O,221
000094-001,000094-001.087,mil,O,221
000094-001,000094-001.088,hingga,O,221
000094-001,000094-001.089,tiba,O,221
000094-001,000094-001.090,di,O,221
000094-001,000094-001.091,sebuah,O,221
000094-001,000094-001.092,gunung,O,221
000094-001,000094-001.093,yang,O,221
000094-001,000094-001.094,disebut,O,221
000094-001,000094-001.095,Gunung,O,221
000094-001,000094-001.096,Tsaur.,O,221
000094-001,000094-001.097,Ini,O,221
000094-001,000094-001.098,termasuk,O,221
000094-001,000094-001.099,jalan,O,221
000094-001,000094-001.100,yang,O,221
000094-001,000094-001.101,"menanjak,",O,221
000094-001,000094-001.102,sulit,O,221
000094-001,000094-001.103,dan,O,221
000094-001,000094-001.104,"berat,",O,221
000094-001,000094-001.105,banyak,O,221
000094-001,000094-001.106,bebatuan,O,221
000094-001,000094-001.107,besar,O,221
000094-001,000094-001.108,yang,O,221
000094-001,000094-001.109,harus,O,221
000094-001,000094-001.110,dilewati.,O,221
000094-001,000094-001.111,Beliau,O,221
000094-001,000094-001.112,tidak,O,221
000094-001,000094-001.113,mengenakan,O,221
000094-001,000094-001.114,alas,O,221
000094-001,000094-001.115,"kaki,",O,221
000094-001,000094-001.116,bahkan,O,221
000094-001,000094-001.117,ada,O,221
000094-001,000094-001.118,yang,O,221
000094-001,000094-001.119,menuturkan,O,221
000094-001,000094-001.120,bahwa,O,221
000094-001,000094-001.121,beliau,O,221
000094-001,000094-001.122,berjalan,O,221
000094-001,000094-001.123,dengan,O,221
000094-001,000094-001.124,cara,O,221
000094-001,000094-001.125,"berjinjit,",O,221
000094-001,000094-001.126,agar,O,221
000094-001,000094-001.127,tidak,O,221
000094-001,000094-001.128,meninggalkan,O,221
000094-001,000094-001.129,bekas,O,221
000094-001,000094-001.130,telapak,O,221
000094-001,000094-001.131,di,O,221
000094-001,000094-001.132,tanah,O,221
000094-001,000094-001.133,Bagaimana,O,221
000094-001,000094-001.134,pun,O,221
000094-001,000094-001.135,"keadaannya,",O,221
000094-001,000094-001.136,yang,O,221
000094-001,000094-001.137,pasti,O,221
000094-001,000094-001.138,Abu,B_PERSON,221
000094-001,000094-001.139,Bakar,I_PERSON,221
000094-001,000094-001.140,sempat,O,221
000094-001,000094-001.141,memapah,O,221
000094-001,000094-001.142,beliau,O,221
000094-001,000094-001.143,saat,O,221
000094-001,000094-001.144,sudah,O,221
000094-001,000094-001.145,tiba,O,221
000094-001,000094-001.146,di,O,221
000094-001,000094-001.147,gunung,O,221
000094-001,000094-001.148,dan,O,221
000094-001,000094-001.149,mengikat,O,221
000094-001,000094-001.150,badan,O,221
000094-001,000094-001.151,beliau,O,221
000094-001,000094-001.152,dengan,O,221
000094-001,000094-001.153,badannya,O,221
000094-001,000094-001.154,hingga,O,221
000094-001,000094-001.155,tiba,O,221
000094-001,000094-001.156,di,O,221
000094-001,000094-001.157,gua,O,221
000094-001,000094-001.158,di,O,221
000094-001,000094-001.159,puncak,O,221
000094-001,000094-001.160,gunung.,O,221
000094-001,000094-001.161,Gua,O,221
000094-001,000094-001.162,itu,O,221
000094-001,000094-001.163,dikenal,O,221
000094-001,000094-001.164,dengan,O,221
000094-001,000094-001.165,nama,O,221
000094-001,000094-001.166,Gua,O,221
000094-001,000094-001.167,Tsaur.,O,221
000094-001,000094-001.168,130,O,221
000095-001,000095-001.001,Sesampai,O,221-223
000095-001,000095-001.002,di,O,221-223
000095-001,000095-001.003,mulut,O,221-223
000095-001,000095-001.004,"gua,",O,221-223
000095-001,000095-001.005,Abu,B_PERSON,221-223
000095-001,000095-001.006,Bakar,I_PERSON,221-223
000095-001,000095-001.007,"berkata,",O,221-223
000095-001,000095-001.008,"""Demi",O,221-223
000095-001,000095-001.009,"Allah,",O,221-223
000095-001,000095-001.010,janganlah,O,221-223
000095-001,000095-001.011,engkau,O,221-223
000095-001,000095-001.012,masuk,O,221-223
000095-001,000095-001.013,ke,O,221-223
000095-001,000095-001.014,dalamnya,O,221-223
000095-001,000095-001.015,sebelum,O,221-223
000095-001,000095-001.016,aku,O,221-223
000095-001,000095-001.017,masuk,O,221-223
000095-001,000095-001.018,terlebih,O,221-223
000095-001,000095-001.019,dahulu.,O,221-223
000095-001,000095-001.020,Jika,O,221-223
000095-001,000095-001.021,di,O,221-223
000095-001,000095-001.022,dalam,O,221-223
000095-001,000095-001.023,ada,O,221-223
000095-001,000095-001.024,sesuatu,O,221-223
000095-001,000095-001.025,yang,O,221-223
000095-001,000095-001.026,tidak,O,221-223
000095-001,000095-001.027,"beres,",O,221-223
000095-001,000095-001.028,biarlah,O,221-223
000095-001,000095-001.029,aku,O,221-223
000095-001,000095-001.030,yang,O,221-223
000095-001,000095-001.031,"terkena,",O,221-223
000095-001,000095-001.032,asal,O,221-223
000095-001,000095-001.033,tidak,O,221-223
000095-001,000095-001.034,mengenai,O,221-223
000095-001,000095-001.035,"engkau.""",O,221-223
000095-001,000095-001.036,Lalu,O,221-223
000095-001,000095-001.037,Abu,B_PERSON,221-223
000095-001,000095-001.038,Bakar,I_PERSON,221-223
000095-001,000095-001.039,memasuki,O,221-223
000095-001,000095-001.040,gua,O,221-223
000095-001,000095-001.041,dengan,O,221-223
000095-001,000095-001.042,menyisihkan,O,221-223
000095-001,000095-001.043,kotoran,O,221-223
000095-001,000095-001.044,yang,O,221-223
000095-001,000095-001.045,menghalangi.,O,221-223
000095-001,000095-001.046,Di,O,221-223
000095-001,000095-001.047,sebelahnya,O,221-223
000095-001,000095-001.048,dia,O,221-223
000095-001,000095-001.049,mendapatkan,O,221-223
000095-001,000095-001.050,lubang.,O,221-223
000095-001,000095-001.051,Dia,O,221-223
000095-001,000095-001.052,merobek,O,221-223
000095-001,000095-001.053,mantelnya,O,221-223
000095-001,000095-001.054,menjadi,O,221-223
000095-001,000095-001.055,dua,O,221-223
000095-001,000095-001.056,bagian,O,221-223
000095-001,000095-001.057,dan,O,221-223
000095-001,000095-001.058,mengikatnya,O,221-223
000095-001,000095-001.059,ke,O,221-223
000095-001,000095-001.060,lubang,O,221-223
000095-001,000095-001.061,itu.,O,221-223
000095-001,000095-001.062,Robekan,O,221-223
000095-001,000095-001.063,satunya,O,221-223
000095-001,000095-001.064,lagi,O,221-223
000095-001,000095-001.065,dia,O,221-223
000095-001,000095-001.066,130,O,221-223
000095-001,000095-001.067,Ketetapan,O,221-223
000095-001,000095-001.068,tentang,O,221-223
000095-001,000095-001.069,bulan,B_TIME,221-223
000095-001,000095-001.070,Shafar,I_TIME,221-223
000095-001,000095-001.071,tahun,O,221-223
000095-001,000095-001.072,dari,O,221-223
000095-001,000095-001.073,nubuwah,O,221-223
000095-001,000095-001.074,ini,O,221-223
000095-001,000095-001.075,dibuat,O,221-223
000095-001,000095-001.076,jika,O,221-223
000095-001,000095-001.077,hitungan,O,221-223
000095-001,000095-001.078,bulan,O,221-223
000095-001,000095-001.079,pertama,O,221-223
000095-001,000095-001.080,jatuh,O,221-223
000095-001,000095-001.081,pada,O,221-223
000095-001,000095-001.082,bulan,B_TIME,221-223
000095-001,000095-001.083,Muharram.,I_TIME,221-223
000095-001,000095-001.084,Namun,O,221-223
000095-001,000095-001.085,jika,O,221-223
000095-001,000095-001.086,dihitung,O,221-223
000095-001,000095-001.087,dari,O,221-223
000095-001,000095-001.088,bulan,O,221-223
000095-001,000095-001.089,pertama,O,221-223
000095-001,000095-001.090,kali,O,221-223
000095-001,000095-001.091,beliau,O,221-223
000095-001,000095-001.092,mendapatkan,O,221-223
000095-001,000095-001.093,"nubuwah,",O,221-223
000095-001,000095-001.094,maka,O,221-223
000095-001,000095-001.095,bulan,B_TIME,221-223
000095-001,000095-001.096,Shafar,I_TIME,221-223
000095-001,000095-001.097,ini,O,221-223
000095-001,000095-001.098,jatuh,O,221-223
000095-001,000095-001.099,pada,O,221-223
000095-001,000095-001.100,tahun,O,221-223
000095-001,000095-001.101,dari,O,221-223
000095-001,000095-001.102,nubuwah.,O,221-223
000095-001,000095-001.103,Boleh,O,221-223
000095-001,000095-001.104,jadi,O,221-223
000095-001,000095-001.105,mayoritas,O,221-223
000095-001,000095-001.106,penulis,O,221-223
000095-001,000095-001.107,sirah,O,221-223
000095-001,000095-001.108,memilih,O,221-223
000095-001,000095-001.109,yang,O,221-223
000095-001,000095-001.110,terakhir,O,221-223
000095-001,000095-001.111,"ini,",O,221-223
000095-001,000095-001.112,karena,O,221-223
000095-001,000095-001.113,mereka,O,221-223
000095-001,000095-001.114,lebih,O,221-223
000095-001,000095-001.115,suka,O,221-223
000095-001,000095-001.116,meruntut,O,221-223
000095-001,000095-001.117,peristiwa,O,221-223
000095-001,000095-001.118,demi,O,221-223
000095-001,000095-001.119,"peristiwa,",O,221-223
000095-001,000095-001.120,yang,O,221-223
000095-001,000095-001.121,justru,O,221-223
000095-001,000095-001.122,bisa,O,221-223
000095-001,000095-001.123,menimbulkan,O,221-223
000095-001,000095-001.124,kekeliruan.,O,221-223
000095-001,000095-001.125,Untuk,O,221-223
000095-001,000095-001.126,itu,O,221-223
000095-001,000095-001.127,kami,O,221-223
000095-001,000095-001.128,lebih,O,221-223
000095-001,000095-001.129,suka,O,221-223
000095-001,000095-001.130,menetapkan,O,221-223
000095-001,000095-001.131,permulaan,O,221-223
000095-001,000095-001.132,tahun,O,221-223
000095-001,000095-001.133,jatuh,O,221-223
000095-001,000095-001.134,pada,O,221-223
000095-001,000095-001.135,bulan,B_TIME,221-223
000095-001,000095-001.136,Muharram.,I_TIME,221-223
000095-001,000095-001.137,balutkan,O,221-223
000095-001,000095-001.138,ke,O,221-223
000095-001,000095-001.139,kakinya.,O,221-223
000095-001,000095-001.140,Setelah,O,221-223
000095-001,000095-001.141,itu,O,221-223
000095-001,000095-001.142,Abu,B_PERSON,221-223
000095-001,000095-001.143,Bakar,I_PERSON,221-223
000095-001,000095-001.144,berkata,O,221-223
000095-001,000095-001.145,kepada,O,221-223
000095-001,000095-001.146,"beliau,",O,221-223
000095-001,000095-001.147,"""Masuklah!""",O,221-223
000095-001,000095-001.148,Maka,O,221-223
000095-001,000095-001.149,beliau,O,221-223
000095-001,000095-001.150,pun,O,221-223
000095-001,000095-001.151,masuk,O,221-223
000095-001,000095-001.152,ke,O,221-223
000095-001,000095-001.153,dalam,O,221-223
000095-001,000095-001.154,gua.,O,221-223
000095-001,000095-001.155,Setelah,O,221-223
000095-001,000095-001.156,mengambil,O,221-223
000095-001,000095-001.157,tempat,O,221-223
000095-001,000095-001.158,di,O,221-223
000095-001,000095-001.159,dalam,O,221-223
000095-001,000095-001.160,"gua,",O,221-223
000095-001,000095-001.161,beliau,O,221-223
000095-001,000095-001.162,merebahkan,O,221-223
000095-001,000095-001.163,kepala,O,221-223
000095-001,000095-001.164,di,O,221-223
000095-001,000095-001.165,atas,O,221-223
000095-001,000095-001.166,pangkuan,O,221-223
000095-001,000095-001.167,Abu,B_PERSON,221-223
000095-001,000095-001.168,Bakar,I_PERSON,221-223
000095-001,000095-001.169,dan,O,221-223
000095-001,000095-001.170,tertidur.,O,221-223
000095-001,000095-001.171,Tiba-tiba,O,221-223
000095-001,000095-001.172,Abu,B_PERSON,221-223
000095-001,000095-001.173,Bakar,I_PERSON,221-223
000095-001,000095-001.174,disengat,O,221-223
000095-001,000095-001.175,hewan,O,221-223
000095-001,000095-001.176,dari,O,221-223
000095-001,000095-001.177,lubangnya.,O,221-223
000095-001,000095-001.178,Namun,O,221-223
000095-001,000095-001.179,dia,O,221-223
000095-001,000095-001.180,tidak,O,221-223
000095-001,000095-001.181,berani,O,221-223
000095-001,000095-001.182,bergerak.,O,221-223
000095-001,000095-001.183,karena,O,221-223
000095-001,000095-001.184,takut,O,221-223
000095-001,000095-001.185,akan,O,221-223
000095-001,000095-001.186,menganggu,O,221-223
000095-001,000095-001.187,tidur,O,221-223
000095-001,000095-001.188,Rasulullah,B_PERSON,221-223
000095-001,000095-001.189,.,O,221-223
000095-001,000095-001.190,Dengan,O,221-223
000095-001,000095-001.191,menahan,O,221-223
000095-001,000095-001.192,rasa,O,221-223
000095-001,000095-001.193,sakit,O,221-223
000095-001,000095-001.194,air,O,221-223
000095-001,000095-001.195,matanya,O,221-223
000095-001,000095-001.196,menetes,O,221-223
000095-001,000095-001.197,ke,O,221-223
000095-001,000095-001.198,wajah,O,221-223
000095-001,000095-001.199,beliau.,O,221-223
000095-001,000095-001.200,"""Apa",O,221-223
000095-001,000095-001.201,yang,O,221-223
000095-001,000095-001.202,terjadi,O,221-223
000095-001,000095-001.203,wahai,O,221-223
000095-001,000095-001.204,Abu,B_PERSON,221-223
000095-001,000095-001.205,"Bakar?""",I_PERSON,221-223
000095-001,000095-001.206,tanya,O,221-223
000095-001,000095-001.207,beliau.,O,221-223
000095-002,000095-002.001,"""Apa",O,221-223
000095-002,000095-002.002,yang,O,221-223
000095-002,000095-002.003,terjadi,O,221-223
000095-002,000095-002.004,wahai,O,221-223
000095-002,000095-002.005,Abu,B_PERSON,221-223
000095-002,000095-002.006,"Bakar?""",I_PERSON,221-223
000095-002,000095-002.007,tanya,O,221-223
000095-002,000095-002.008,beliau.,O,221-223
000095-002,000095-002.009,Abu,B_PERSON,221-223
000095-002,000095-002.010,Bakar,I_PERSON,221-223
000095-002,000095-002.011,"menjawab,",O,221-223
000095-002,000095-002.012,"""Demi",O,221-223
000095-002,000095-002.013,ayah,O,221-223
000095-002,000095-002.014,dan,O,221-223
000095-002,000095-002.015,ibuku,O,221-223
000095-002,000095-002.016,menjadi,O,221-223
000095-002,000095-002.017,"jaminamu,",O,221-223
000095-002,000095-002.018,aku,O,221-223
000095-002,000095-002.019,digigit,O,221-223
000095-002,000095-002.020,"binatang.""",O,221-223
000095-002,000095-002.021,Rasulullah,B_PERSON,221-223
000095-002,000095-002.022,meludahi,O,221-223
000095-002,000095-002.023,bagian,O,221-223
000095-002,000095-002.024,yang,O,221-223
000095-002,000095-002.025,digigit,O,221-223
000095-002,000095-002.026,sehingga,O,221-223
000095-002,000095-002.027,hilang,O,221-223
000095-002,000095-002.028,rasa,O,221-223
000095-002,000095-002.029,sakitnya.,O,221-223
000095-002,000095-002.030,Mereka,O,221-223
000095-002,000095-002.031,berdua,O,221-223
000095-002,000095-002.032,bersembunyi,O,221-223
000095-002,000095-002.033,di,O,221-223
000095-002,000095-002.034,dalam,O,221-223
000095-002,000095-002.035,gua,O,221-223
000095-002,000095-002.036,selama,O,221-223
000095-002,000095-002.037,tiga,O,221-223
000095-002,000095-002.038,"malam,",O,221-223
000095-002,000095-002.039,yaitu,O,221-223
000095-002,000095-002.040,malam,O,221-223
000095-002,000095-002.041,"Jum'at,",O,221-223
000095-002,000095-002.042,malam,O,221-223
000095-002,000095-002.043,"Sabtu,",O,221-223
000095-002,000095-002.044,dan,O,221-223
000095-002,000095-002.045,malam,O,221-223
000095-002,000095-002.046,Ahad.,O,221-223
000095-002,000095-002.047,Jika,O,221-223
000095-002,000095-002.048,malam,O,221-223
000095-002,000095-002.049,hari,O,221-223
000095-002,000095-002.050,Abdullah,B_PERSON,221-223
000095-002,000095-002.051,bin,I_PERSON,221-223
000095-002,000095-002.052,Abu,I_PERSON,221-223
000095-002,000095-002.053,Bakar,I_PERSON,221-223
000095-002,000095-002.054,selalu,O,221-223
000095-002,000095-002.055,berada,O,221-223
000095-002,000095-002.056,bersama,O,221-223
000095-002,000095-002.057,keduanya.,O,221-223
000095-002,000095-002.058,Aisyah,B_PERSON,221-223
000095-002,000095-002.059,"berkata,",O,221-223
000095-002,000095-002.060,"""Dia",O,221-223
000095-002,000095-002.061,adalah,O,221-223
000095-002,000095-002.062,seorang,O,221-223
000095-002,000095-002.063,pemuda,O,221-223
000095-002,000095-002.064,yang,O,221-223
000095-002,000095-002.065,cerdas,O,221-223
000095-002,000095-002.066,dan,O,221-223
000095-002,000095-002.067,pandai.,O,221-223
000095-002,000095-002.068,Dia,O,221-223
000095-002,000095-002.069,meninggalkan,O,221-223
000095-002,000095-002.070,keduanya,O,221-223
000095-002,000095-002.071,pada,O,221-223
000095-002,000095-002.072,akhir,O,221-223
000095-002,000095-002.073,malam,O,221-223
000095-002,000095-002.074,dan,O,221-223
000095-002,000095-002.075,pagi,O,221-223
000095-002,000095-002.076,harinya,O,221-223
000095-002,000095-002.077,menyusup,O,221-223
000095-002,000095-002.078,ke,O,221-223
000095-002,000095-002.079,tengah,O,221-223
000095-002,000095-002.080,orang-orang,O,221-223
000095-002,000095-002.081,Quraisy,O,221-223
000095-002,000095-002.082,di,O,221-223
000095-002,000095-002.083,Makkah,B_LOCATION,221-223
000095-002,000095-002.084,seperti,O,221-223
000095-002,000095-002.085,orang,O,221-223
000095-002,000095-002.086,yang,O,221-223
000095-002,000095-002.087,tidak,O,221-223
000095-002,000095-002.088,pernah,O,221-223
000095-002,000095-002.089,ke,O,221-223
000095-002,000095-002.090,mana-mana.,O,221-223
000095-002,000095-002.091,Setiap,O,221-223
000095-002,000095-002.092,masalah,O,221-223
000095-002,000095-002.093,yang,O,221-223
000095-002,000095-002.094,hendak,O,221-223
000095-002,000095-002.095,diketahui,O,221-223
000095-002,000095-002.096,Rasulullah,B_PERSON,221-223
000095-002,000095-002.097,dan,O,221-223
000095-002,000095-002.098,Abu,B_PERSON,221-223
000095-002,000095-002.099,"Bakar,",I_PERSON,221-223
000095-002,000095-002.100,maka,O,221-223
000095-002,000095-002.101,dia,O,221-223
000095-002,000095-002.102,senantiasa,O,221-223
000095-002,000095-002.103,"mengupingnya,",O,221-223
000095-002,000095-002.104,lalu,O,221-223
000095-002,000095-002.105,pada,O,221-223
000095-002,000095-002.106,malam,O,221-223
000095-002,000095-002.107,harinya,O,221-223
000095-002,000095-002.108,dia,O,221-223
000095-002,000095-002.109,mendatangi,O,221-223
000095-002,000095-002.110,mereka,O,221-223
000095-002,000095-002.111,berdua,O,221-223
000095-002,000095-002.112,secara,O,221-223
000095-002,000095-002.113,sembunyi-sembunyi,O,221-223
000095-002,000095-002.114,dan,O,221-223
000095-002,000095-002.115,menyampaikan,O,221-223
000095-002,000095-002.116,kabar,O,221-223
000095-002,000095-002.117,tersebut.,O,221-223
000095-002,000095-002.118,Abu,B_PERSON,221-223
000095-002,000095-002.119,Bakar,I_PERSON,221-223
000095-002,000095-002.120,juga,O,221-223
000095-002,000095-002.121,mempunyai,O,221-223
000095-002,000095-002.122,"pembantu,",O,221-223
000095-002,000095-002.123,Amir,B_PERSON,221-223
000095-002,000095-002.124,bin,I_PERSON,221-223
000095-002,000095-002.125,Fuhairah,I_PERSON,221-223
000095-002,000095-002.126,yang,O,221-223
000095-002,000095-002.127,bertugas,O,221-223
000095-002,000095-002.128,menggembala,O,221-223
000095-002,000095-002.129,domba-dombanya.,O,221-223
000095-002,000095-002.130,Pada,O,221-223
000095-002,000095-002.131,petang,O,221-223
000095-002,000095-002.132,hari,O,221-223
000095-002,000095-002.133,dia,O,221-223
000095-002,000095-002.134,menggembala,O,221-223
000095-002,000095-002.135,di,O,221-223
000095-002,000095-002.136,dekat,O,221-223
000095-002,000095-002.137,"gua,",O,221-223
000095-002,000095-002.138,sehingga,O,221-223
000095-002,000095-002.139,mereka,O,221-223
000095-002,000095-002.140,berdua,O,221-223
000095-002,000095-002.141,bisa,O,221-223
000095-002,000095-002.142,mengambil,O,221-223
000095-002,000095-002.143,air,O,221-223
000095-002,000095-002.144,susunya.,O,221-223
000095-002,000095-002.145,Amir,O,221-223
000095-002,000095-002.146,menunggu,O,221-223
000095-002,000095-002.147,domba-domba,O,221-223
000095-002,000095-002.148,itu,O,221-223
000095-002,000095-002.149,hingga,O,221-223
000095-002,000095-002.150,akhir,O,221-223
000095-002,000095-002.151,malam.,O,221-223
000095-002,000095-002.152,Begitulah,O,221-223
000095-002,000095-002.153,yang,O,221-223
000095-002,000095-002.154,dilakukan,O,221-223
000095-002,000095-002.155,selama,O,221-223
000095-002,000095-002.156,tiga,O,221-223
000095-002,000095-002.157,malam,O,221-223
000095-002,000095-002.158,itu.,O,221-223
000095-002,000095-002.159,Kemudian,O,221-223
000095-002,000095-002.160,Amir,O,221-223
000095-002,000095-002.161,menggiring,O,221-223
000095-002,000095-002.162,dombanya,O,221-223
000095-002,000095-002.163,mengikuti,O,221-223
000095-002,000095-002.164,langkah,O,221-223
000095-002,000095-002.165,kaki,O,221-223
000095-002,000095-002.166,Abdullah,B_PERSON,221-223
000095-002,000095-002.167,bin,I_PERSON,221-223
000095-002,000095-002.168,Abu,I_PERSON,221-223
000095-002,000095-002.169,Bakar,I_PERSON,221-223
000095-002,000095-002.170,setelah,O,221-223
000095-002,000095-002.171,meninggalkan,O,221-223
000095-002,000095-002.172,gua,O,221-223
000095-002,000095-002.173,menuju,O,221-223
000095-002,000095-002.174,"Makkah,",B_LOCATION,221-223
000095-002,000095-002.175,untuk,O,221-223
000095-002,000095-002.176,menghilangkan,O,221-223
000095-002,000095-002.177,jejak,O,221-223
000095-002,000095-002.178,kakinya.,O,221-223
000095-002,000095-002.179,"""",O,221-223
000095-002,000095-002.180,Sementara,O,221-223
000095-002,000095-002.181,orang-orang,O,221-223
000095-002,000095-002.182,Quraisy,O,221-223
000095-002,000095-002.183,seperti,O,221-223
000095-002,000095-002.184,hilang,O,221-223
000095-002,000095-002.185,akalnya,O,221-223
000095-002,000095-002.186,dan,O,221-223
000095-002,000095-002.187,tidak,O,221-223
000095-002,000095-002.188,waras,O,221-223
000095-002,000095-002.189,setelah,O,221-223
000095-002,000095-002.190,pagi,O,221-223
000095-002,000095-002.191,harinya,O,221-223
000095-002,000095-002.192,kehilangan,O,221-223
000095-002,000095-002.193,jejak,O,221-223
000095-002,000095-002.194,Rasulullah,B_PERSON,221-223
000095-002,000095-002.195,.,O,221-223
000095-003,000095-003.001,"""",O,221-223
000095-003,000095-003.002,Sementara,O,221-223
000095-003,000095-003.003,orang-orang,O,221-223
000095-003,000095-003.004,Quraisy,O,221-223
000095-003,000095-003.005,seperti,O,221-223
000095-003,000095-003.006,hilang,O,221-223
000095-003,000095-003.007,akalnya,O,221-223
000095-003,000095-003.008,dan,O,221-223
000095-003,000095-003.009,tidak,O,221-223
000095-003,000095-003.010,waras,O,221-223
000095-003,000095-003.011,setelah,O,221-223
000095-003,000095-003.012,pagi,O,221-223
000095-003,000095-003.013,harinya,O,221-223
000095-003,000095-003.014,kehilangan,O,221-223
000095-003,000095-003.015,jejak,O,221-223
000095-003,000095-003.016,Rasulullah,B_PERSON,221-223
000095-003,000095-003.017,.,O,221-223
000095-003,000095-003.018,Pertama,O,221-223
000095-003,000095-003.019,kali,O,221-223
000095-003,000095-003.020,yang,O,221-223
000095-003,000095-003.021,mereka,O,221-223
000095-003,000095-003.022,lakukan,O,221-223
000095-003,000095-003.023,ialah,O,221-223
000095-003,000095-003.024,memukuli,O,221-223
000095-003,000095-003.025,Ali,B_PERSON,221-223
000095-003,000095-003.026,dan,O,221-223
000095-003,000095-003.027,menyeretnya,O,221-223
000095-003,000095-003.028,ke,O,221-223
000095-003,000095-003.029,dekat,O,221-223
000095-003,000095-003.030,Ka'bah,B_LOCATION,221-223
000095-003,000095-003.031,serta,O,221-223
000095-003,000095-003.032,"menahannya,",O,221-223
000095-003,000095-003.033,dengan,O,221-223
000095-003,000095-003.034,harapan,O,221-223
000095-003,000095-003.035,mereka,O,221-223
000095-003,000095-003.036,bisa,O,221-223
000095-003,000095-003.037,mengorek,O,221-223
000095-003,000095-003.038,keterangan,O,221-223
000095-003,000095-003.039,tentang,O,221-223
000095-003,000095-003.040,diri,O,221-223
000095-003,000095-003.041,beliau.,O,221-223
000095-003,000095-003.042,Tatkala,O,221-223
000095-003,000095-003.043,tidak,O,221-223
000095-003,000095-003.044,mampu,O,221-223
000095-003,000095-003.045,mengorek,O,221-223
000095-003,000095-003.046,keterangan,O,221-223
000095-003,000095-003.047,sedikit,O,221-223
000095-003,000095-003.048,pun,O,221-223
000095-003,000095-003.049,dari,O,221-223
000095-003,000095-003.050,"Ali,",B_PERSON,221-223
000095-003,000095-003.051,mereka,O,221-223
000095-003,000095-003.052,segera,O,221-223
000095-003,000095-003.053,ke,O,221-223
000095-003,000095-003.054,rumah,O,221-223
000095-003,000095-003.055,Abu,B_PERSON,221-223
000095-003,000095-003.056,Bakar.,I_PERSON,221-223
000095-003,000095-003.057,Mereka,O,221-223
000095-003,000095-003.058,menggedor,O,221-223
000095-003,000095-003.059,pintu,O,221-223
000095-003,000095-003.060,rumahnya.,O,221-223
000095-003,000095-003.061,Asma',B_PERSON,221-223
000095-003,000095-003.062,binti,I_PERSON,221-223
000095-003,000095-003.063,Abu,I_PERSON,221-223
000095-003,000095-003.064,Bakar,I_PERSON,221-223
000095-003,000095-003.065,menemui,O,221-223
000095-003,000095-003.066,mereka,O,221-223
000095-003,000095-003.067,di,O,221-223
000095-003,000095-003.068,ambang,O,221-223
000095-003,000095-003.069,pintu.,O,221-223
000095-003,000095-003.070,"""Mana",O,221-223
000095-003,000095-003.071,"ayahmu?""",O,221-223
000095-003,000095-003.072,tanya,O,221-223
000095-003,000095-003.073,mereka.,O,221-223
000095-003,000095-003.074,"""Demi",O,221-223
000095-003,000095-003.075,"Allah,",O,221-223
000095-003,000095-003.076,aku,O,221-223
000095-003,000095-003.077,tidak,O,221-223
000095-003,000095-003.078,tahu,O,221-223
000095-003,000095-003.079,di,O,221-223
000095-003,000095-003.080,mana,O,221-223
000095-003,000095-003.081,ayahku,O,221-223
000095-003,000095-003.082,"berada,""",O,221-223
000095-003,000095-003.083,jawabnya,O,221-223
000095-003,000095-003.084,Abu,B_PERSON,221-223
000095-003,000095-003.085,Jahal,I_PERSON,221-223
000095-003,000095-003.086,langsung,O,221-223
000095-003,000095-003.087,mengangkat,O,221-223
000095-003,000095-003.088,tangannya,O,221-223
