chunk_id;halaman;entity_text;entity_label;start_char;end_char;confidence;source
000083-001;199-202;As'ad bin Zurarah;PERSON;36.0;53.0;1.0;gold
000083-001;199-202;Yastrib;LOCATION;113.0;120.0;1.0;gold
000083-001;199-202;Mush'ab;PERSON;172.0;179.0;1.0;gold
000083-001;199-202;As'ad bin Zurarah;PERSON;310.0;327.0;1.0;gold
000083-001;199-202;Mush'ab;PERSON;342.0;349.0;1.0;gold
000083-001;199-202;Sa'd bin Mu'adz;PERSON;617.0;632.0;1.0;gold
000083-001;199-202;Usaid bin Hudhair;PERSON;637.0;654.0;1.0;gold
000083-001;199-202;As'ad bin Zurarah;PERSON;756.0;773.0;1.0;gold
000083-001;199-202;Mush'ab;PERSON;778.0;785.0;1.0;gold
000083-001;199-202;Usaid;PERSON;807.0;812.0;1.0;gold
000083-001;199-202;As'ad bin Zurarah;PERSON;1003.0;1020.0;1.0;gold
000083-001;199-202;Usaid;PERSON;1145.0;1150.0;1.0;gold
000083-001;199-202;As'ad;PERSON;1215.0;1220.0;1.0;gold
000083-001;199-202;Usaid;PERSON;1242.0;1247.0;1.0;gold
000083-001;199-202;Mush'ab;PERSON;1265.0;1272.0;1.0;gold
000083-002;199-202;Usaid;PERSON;95.0;100.0;1.0;gold
000083-002;199-202;As'ad;PERSON;165.0;170.0;1.0;gold
000083-002;199-202;Usaid;PERSON;192.0;197.0;1.0;gold
000083-002;199-202;Mush'ab;PERSON;215.0;222.0;1.0;gold
000083-002;199-202;Mush'ab;PERSON;325.0;332.0;1.0;gold
000083-002;199-202;Usaid;PERSON;462.0;467.0;1.0;gold
000083-002;199-202;Mush'ab;PERSON;658.0;665.0;1.0;gold
000083-002;199-202;Usaid;PERSON;939.0;944.0;1.0;gold
000083-002;199-202;Mush'ab;PERSON;996.0;1003.0;1.0;gold
000083-002;199-202;Mush'ab;PERSON;1068.0;1075.0;1.0;gold
000083-002;199-202;Usaid;PERSON;1294.0;1299.0;1.0;gold
000083-003;199-202;Usaid;PERSON;121.0;126.0;1.0;gold
000083-003;199-202;Usaid;PERSON;345.0;350.0;1.0;gold
000083-003;199-202;Sa'd bin Mu'adz;PERSON;682.0;697.0;1.0;gold
000083-003;199-202;Usaid;PERSON;699.0;704.0;1.0;gold
000083-003;199-202;Usaid;PERSON;835.0;840.0;1.0;gold
000083-003;199-202;Usaid;PERSON;971.0;976.0;1.0;gold
000083-003;199-202;Usaid;PERSON;1058.0;1063.0;1.0;gold
000083-003;199-202;As'ad bin Zurarah;PERSON;1362.0;1379.0;1.0;gold
000083-004;199-202;As'ad bin Zurarah;PERSON;186.0;203.0;1.0;gold
000083-004;199-202;As'ad bin Zurarah;PERSON;449.0;466.0;1.0;gold
000083-004;199-202;Mush'ab;PERSON;471.0;478.0;1.0;gold
000083-004;199-202;Usaid;PERSON;576.0;581.0;1.0;gold
000083-004;199-202;Abu Umamah;PERSON;788.0;798.0;1.0;gold
000083-004;199-202;As'ad;PERSON;1003.0;1008.0;1.0;gold
000083-004;199-202;Mush'ab;PERSON;1027.0;1034.0;1.0;gold
000083-004;199-202;Mush'ab;PERSON;1212.0;1219.0;1.0;gold
000083-004;199-202;Sa'd bin Mu'ad;PERSON;1235.0;1249.0;1.0;gold
000083-005;199-202;Mush'ab;PERSON;94.0;101.0;1.0;gold
000083-005;199-202;Sa'd bin Mu'ad;PERSON;117.0;131.0;1.0;gold
000083-005;199-202;Sa'd bin Mu'adz;PERSON;410.0;425.0;1.0;gold
000083-005;199-202;Mush'ab;PERSON;474.0;481.0;1.0;gold
000083-006;199-202;Perang Uhud;EVENT;737.0;748.0;1.0;gold
000083-006;199-202;Perang Uhud;EVENT;760.0;771.0;1.0;gold
000083-006;199-202;Mush'ab;PERSON;995.0;1002.0;1.0;gold
000083-006;199-202;As'ad bin Zurarah;PERSON;1025.0;1042.0;1.0;gold
000083-006;199-202;Umayyah bin Zaid;PERSON;1255.0;1271.0;1.0;gold
000083-006;199-202;Qais bin Al-Aslat;PERSON;1315.0;1332.0;1.0;gold
000083-007;199-202;Qais bin Al-Aslat;PERSON;21.0;38.0;1.0;gold
000083-007;199-202;Perang Khandaq;EVENT;149.0;163.0;1.0;gold
000083-007;199-202;Mush'ab bin Umair;PERSON;257.0;274.0;1.0;gold
000083-007;199-202;Makkah;LOCATION;286.0;292.0;1.0;gold
000083-007;199-202;Yastrib;LOCATION;356.0;363.0;1.0;gold
000084-001;203-204;Yastrib;LOCATION;100.0;107.0;1.0;gold
000084-001;203-204;Makkah;LOCATION;118.0;124.0;1.0;gold
000084-001;203-204;Rasulullah;PERSON;370.0;380.0;1.0;gold
000084-001;203-204;Makkah;LOCATION;440.0;446.0;1.0;gold
000084-001;203-204;Makkah;LOCATION;461.0;467.0;1.0;gold
000084-001;203-204;Rasulullah;PERSON;526.0;536.0;1.0;gold
000084-001;203-204;Aqabah;LOCATION;638.0;644.0;1.0;gold
000084-001;203-204;hari Tasyriq;TIME;662.0;674.0;1.0;gold
000084-001;203-204;Mina;LOCATION;725.0;729.0;1.0;gold
000084-001;203-204;Ka'b bin Malik;PERSON;1017.0;1031.0;1.0;gold
000084-001;203-204;Rasulullah;PERSON;1123.0;1133.0;1.0;gold
000084-001;203-204;Aqabah;LOCATION;1151.0;1157.0;1.0;gold
000084-001;203-204;pertengahan hari-hari Tasyriq;TIME;1163.0;1192.0;1.0;gold
000084-001;203-204;Abdullah bin Amr bin Haram;PERSON;1246.0;1272.0;1.0;gold
000084-002;203-204;Abdullah bin Amr bin Haram;PERSON;0.0;26.0;1.0;gold
000084-002;203-204;Abu Jabir;PERSON;244.0;253.0;1.0;gold
000084-002;203-204;Rasulullah;PERSON;502.0;512.0;1.0;gold
000084-002;203-204;Aqabah;LOCATION;516.0;522.0;1.0;gold
000084-002;203-204;Aqabah;LOCATION;602.0;608.0;1.0;gold
000084-002;203-204;Rasulullah;PERSON;811.0;821.0;1.0;gold
000084-002;203-204;Aqabah;LOCATION;947.0;953.0;1.0;gold
000084-002;203-204;Nasibah binti Ka'b;PERSON;1027.0;1045.0;1.0;gold
000084-002;203-204;Ummu Ammarah;PERSON;1050.0;1062.0;1.0;gold
000084-002;203-204;Mazin bin An-Najj;PERSON;1073.0;1090.0;1.0;gold
000084-002;203-204;Asma binti Amr;PERSON;1099.0;1113.0;1.0;gold
000084-002;203-204;Ummu Mani';PERSON;1119.0;1129.0;1.0;gold
000084-002;203-204;Rasulullah;PERSON;1190.0;1200.0;1.0;gold
000084-002;203-204;Al-Abbas bin Abdul Muththalib;PERSON;1240.0;1269.0;1.0;gold
000085-001;204;Al-Abbas bin Abdul Muththalib;PERSON;146.0;175.0;1.0;gold
000085-001;204;Muhammad;PERSON;419.0;427.0;1.0;gold
000085-001;204;Ka'b;PERSON;958.0;962.0;1.0;gold
000085-001;204;Rasulullah;PERSON;1078.0;1088.0;1.0;gold
000085-001;204;Rasulullah;PERSON;1347.0;1357.0;1.0;gold
000086-001;204-205;Jabir;PERSON;57.0;62.0;1.0;gold
000086-001;204-205;Rasulullah;PERSON;99.0;109.0;1.0;gold
000086-001;204-205;Rasulullah;PERSON;193.0;203.0;1.0;gold
000086-001;204-205;Ka'b;PERSON;641.0;645.0;1.0;gold
000086-001;204-205;Ibnu Ishaq;PERSON;676.0;686.0;1.0;gold
000086-001;204-205;Ka'b;PERSON;747.0;751.0;1.0;gold
000086-001;204-205;Rasulullah;PERSON;767.0;777.0;1.0;gold
000086-001;204-205;Al-Barra' bin Ma'rur;PERSON;1009.0;1029.0;1.0;gold
000086-001;204-205;Rasulullah;PERSON;1225.0;1235.0;1.0;gold
000086-002;204-205;Abul Haitsam bin At-Taihan;PERSON;114.0;140.0;1.0;gold
000086-002;204-205;Al-Barra';PERSON;159.0;168.0;1.0;gold
000086-002;204-205;Rasulullah;PERSON;197.0;207.0;1.0;gold
000086-002;204-205;Rasulullah;PERSON;233.0;243.0;1.0;gold
000086-002;204-205;Ibnu Hibban;PERSON;775.0;786.0;1.0;gold
000086-002;204-205;Ibnu Ishaq;PERSON;847.0;857.0;1.0;gold
000086-002;204-205;Ubadah bin Ash-Shamit;PERSON;899.0;920.0;1.0;gold
000087-001;206;Jabir;PERSON;122.0;127.0;1.0;gold
000087-001;206;As'ad bin Zurarah;PERSON;176.0;193.0;1.0;gold
000087-001;206;As'ad;PERSON;220.0;225.0;1.0;gold
000087-001;206;As'ad;PERSON;359.0;364.0;1.0;gold
000087-001;206;As'ad;PERSON;501.0;506.0;1.0;gold
000087-001;206;Mush'ab bin Umair;PERSON;539.0;556.0;1.0;gold
000087-001;206;Ibnu Ishaq;PERSON;724.0;734.0;1.0;gold
000087-001;206;Abu Umamah;PERSON;762.0;772.0;1.0;gold
000087-001;206;As'ad bin Zurarah;PERSON;773.0;790.0;1.0;gold
000087-001;206;Jabir;PERSON;899.0;904.0;1.0;gold
000087-001;206;Rasulullah;PERSON;1168.0;1178.0;1.0;gold
000088-001;206-209;Rasulullah;PERSON;27.0;37.0;1.0;gold
000088-001;206-209;As'ad bin Zurarah bin Ads;PERSON;489.0;514.0;1.0;gold
000088-001;206-209;Sa'd bin Ar-Rabi' bin Amr;PERSON;518.0;543.0;1.0;gold
000088-001;206-209;Ibnu Ishaq;PERSON;579.0;589.0;1.0;gold
000088-001;206-209;Abul Haitsam;PERSON;661.0;673.0;1.0;gold
000088-001;206-209;Ka'b bin Malik;PERSON;702.0;716.0;1.0;gold
000088-001;206-209;Al-Barra' bin Ma'rur;PERSON;756.0;776.0;1.0;gold
000088-001;206-209;Rasulullah;PERSON;846.0;856.0;1.0;gold
000088-001;206-209;As'ad bin Zararah;PERSON;929.0;946.0;1.0;gold
000088-001;206-209;Abdullah bin Rawahah bin Tsa'labah;PERSON;1006.0;1040.0;1.0;gold
000088-001;206-209;Raff' bin Malik bin Al-Ajlan;PERSON;1044.0;1072.0;1.0;gold
000088-001;206-209;Al-Barra' bin Ma'rur bin Shahr;PERSON;1076.0;1106.0;1.0;gold
000088-001;206-209;Abdullah bin Amr bin Haram;PERSON;1110.0;1136.0;1.0;gold
000088-001;206-209;Ubadah bin Ash-Shamit bin Qais;PERSON;1140.0;1170.0;1.0;gold
000088-001;206-209;Sa'd bin Ubadah bin Dulaim;PERSON;1171.0;1197.0;1.0;gold
000088-001;206-209;Al-Mundzir bin Amr bin Khunais;PERSON;1198.0;1228.0;1.0;gold
000088-001;206-209;Usaid bin Hudhair bin Sammak;PERSON;1233.0;1261.0;1.0;gold
000088-001;206-209;Sa'd bin Khaitsamah bin Al-Harits;PERSON;1266.0;1299.0;1.0;gold
000088-001;206-209;Rifa'ah bin Abdul Mundzir bin Subair;PERSON;1304.0;1340.0;1.0;gold
000088-002;206-209;Rifa'ah bin Abdul Mundzir bin Subair;PERSON;0.0;36.0;1.0;gold
000088-002;206-209;Rasulullah;PERSON;105.0;115.0;1.0;gold
000088-002;206-209;Isa bin Maryam;PERSON;388.0;402.0;1.0;gold
000088-002;206-209;Muhammad;PERSON;1025.0;1033.0;1.0;gold
000088-002;206-209;Rasulullah;PERSON;1154.0;1164.0;1.0;gold
000088-002;206-209;Aqabah;LOCATION;1194.0;1200.0;1.0;gold
000088-003;206-209;Al-Abbas bin Ubadah bin Nadhlah;PERSON;205.0;236.0;1.0;gold
000088-003;206-209;Mina;LOCATION;345.0;349.0;1.0;gold
000088-003;206-209;Makkah;LOCATION;822.0;828.0;1.0;gold
000088-003;206-209;Yastrib;LOCATION;861.0;868.0;1.0;gold
000088-004;206-209;Abdullah bin Ubay bin Salul;PERSON;484.0;511.0;1.0;gold
000088-004;206-209;Abdullah bin Ubay;PERSON;533.0;550.0;1.0;gold
000088-004;206-209;Yastrib;LOCATION;705.0;712.0;1.0;gold
000088-004;206-209;Yastrib;LOCATION;1003.0;1010.0;1.0;gold
000088-005;206-209;Yastrib;LOCATION;175.0;182.0;1.0;gold
000088-005;206-209;Sa'd bin Ubadah;PERSON;304.0;319.0;1.0;gold
000088-005;206-209;Ibnu Hisyam;PERSON;363.0;374.0;1.0;gold
000088-005;206-209;Makkah;LOCATION;665.0;671.0;1.0;gold
000088-005;206-209;Al-Muth'im bin Adi;PERSON;691.0;709.0;1.0;gold
000088-005;206-209;Al-Harits bin Harb bin Umayyah;PERSON;714.0;744.0;1.0;gold
000088-005;206-209;Madinah;LOCATION;900.0;907.0;1.0;gold
000088-005;206-209;Madinah;LOCATION;1107.0;1114.0;1.0;gold
000088-005;206-209;Aqabah;LOCATION;1157.0;1163.0;1.0;gold
000088-005;206-209;Baiat Aqabah Kubra;EVENT;1203.0;1221.0;1.0;gold
000088-006;206-209;Yastrib;LOCATION;183.0;190.0;1.0;gold
000088-006;206-209;Makkah;LOCATION;278.0;284.0;1.0;gold
000088-006;206-209;Aqabah;LOCATION;733.0;739.0;1.0;gold
000088-006;206-209;Ibnu Hisyam;PERSON;1032.0;1043.0;1.0;gold
000089-001;210-213;Baiat Aqabah;EVENT;29.0;41.0;1.0;gold
000089-001;210-213;Rasulullah;PERSON;250.0;260.0;1.0;gold
000089-001;210-213;Hijrah;EVENT;331.0;337.0;1.0;gold
000089-001;210-213;Hijrah;EVENT;574.0;580.0;1.0;gold
000089-001;210-213;Makkah;LOCATION;921.0;927.0;1.0;gold
000089-001;210-213;Abu Salamah;PERSON;1089.0;1100.0;1.0;gold
000089-001;210-213;Baiat Aqabah Kubra;EVENT;1124.0;1142.0;1.0;gold
000089-001;210-213;Ibnu Ishaq;PERSON;1167.0;1177.0;1.0;gold
000089-001;210-213;Madinah;LOCATION;1277.0;1284.0;1.0;gold
000089-002;210-213;Abu Salamah;PERSON;183.0;194.0;1.0;gold
000089-002;210-213;Abu Salamah;PERSON;429.0;440.0;1.0;gold
000089-002;210-213;Abu Salamah;PERSON;481.0;492.0;1.0;gold
000089-002;210-213;Madinah;LOCATION;513.0;520.0;1.0;gold
000089-002;210-213;Ummu Salamah;PERSON;532.0;544.0;1.0;gold
000089-002;210-213;Ummu Salamah;PERSON;1014.0;1026.0;1.0;gold
000089-002;210-213;Madinah;LOCATION;1123.0;1130.0;1.0;gold
000089-002;210-213;Utsman bin Thalhah bin Abu Thalhah;PERSON;1259.0;1293.0;1.0;gold
000089-002;210-213;Utsman;PERSON;1326.0;1332.0;1.0;gold
000089-002;210-213;Ummu Salamah;PERSON;1343.0;1355.0;1.0;gold
000089-002;210-213;Madinah;LOCATION;1359.0;1366.0;1.0;gold
000089-002;210-213;Utsman;PERSON;1404.0;1410.0;1.0;gold
000089-003;210-213;Utsman;PERSON;36.0;42.0;1.0;gold
000089-003;210-213;Utsman;PERSON;142.0;148.0;1.0;gold
000089-003;210-213;Makkah;LOCATION;165.0;171.0;1.0;gold
000089-003;210-213;Madinah;LOCATION;208.0;215.0;1.0;gold
000089-003;210-213;Rasulullah;PERSON;677.0;687.0;1.0;gold
000089-003;210-213;Umar bin Al-Khaththab;PERSON;764.0;785.0;1.0;gold
000089-003;210-213;Iyash bin Abi Rabi'ah;PERSON;787.0;808.0;1.0;gold
000089-003;210-213;Hisyam bin Al-Ashy;PERSON;813.0;831.0;1.0;gold
000089-003;210-213;Umar;PERSON;943.0;947.0;1.0;gold
000089-003;210-213;Umar;PERSON;1037.0;1041.0;1.0;gold
000089-003;210-213;Madinah;LOCATION;1077.0;1084.0;1.0;gold
000089-004;210-213;Umar;PERSON;0.0;4.0;1.0;gold
000089-004;210-213;Umar;PERSON;94.0;98.0;1.0;gold
000089-004;210-213;Madinah;LOCATION;134.0;141.0;1.0;gold
000089-004;210-213;Abu Jahal;PERSON;164.0;173.0;1.0;gold
000089-004;210-213;Umar;PERSON;428.0;432.0;1.0;gold
000089-004;210-213;Makkah;LOCATION;704.0;710.0;1.0;gold
000089-004;210-213;Makkah;LOCATION;778.0;784.0;1.0;gold
000089-004;210-213;Abu Jahal;PERSON;793.0;802.0;1.0;gold
000089-004;210-213;Umar;PERSON;859.0;863.0;1.0;gold
000089-004;210-213;Makkah;LOCATION;1163.0;1169.0;1.0;gold
000089-004;210-213;Abu Jahal;PERSON;1215.0;1224.0;1.0;gold
000089-004;210-213;Abu Jahal;PERSON;1417.0;1426.0;1.0;gold
000089-005;210-213;Abu Jahal;PERSON;30.0;39.0;1.0;gold
000089-005;210-213;Abu Jahal;PERSON;117.0;126.0;1.0;gold
000089-005;210-213;Makkah;LOCATION;170.0;176.0;1.0;gold
000089-005;210-213;Abu Jahal;PERSON;199.0;208.0;1.0;gold
000089-005;210-213;Makkah;LOCATION;248.0;254.0;1.0;gold
000089-005;210-213;Baiat Aqabah Kubra;EVENT;573.0;591.0;1.0;gold
000089-005;210-213;Makkah;LOCATION;649.0;655.0;1.0;gold
000089-005;210-213;Rasulullah;PERSON;664.0;674.0;1.0;gold
000089-005;210-213;Abu Bakar;PERSON;677.0;686.0;1.0;gold
000089-005;210-213;Ali;PERSON;691.0;694.0;1.0;gold
000089-005;210-213;Makkah;LOCATION;742.0;748.0;1.0;gold
000089-005;210-213;Makkah;LOCATION;830.0;836.0;1.0;gold
000089-005;210-213;Rasulullah;PERSON;981.0;991.0;1.0;gold
000089-005;210-213;Walid bin Al-Walid;PERSON;1090.0;1108.0;1.0;gold
000089-005;210-213;Rasulullah;PERSON;1126.0;1136.0;1.0;gold
000089-005;210-213;Makkah;LOCATION;1214.0;1220.0;1.0;gold
000089-006;210-213;Madinah;LOCATION;374.0;381.0;1.0;gold
000089-006;210-213;Ibnu Hisyam;PERSON;409.0;420.0;1.0;gold
000089-006;210-213;Umar;PERSON;443.0;447.0;1.0;gold
000089-006;210-213;Makkah;LOCATION;572.0;578.0;1.0;gold
000089-006;210-213;Abu Bakar;PERSON;580.0;589.0;1.0;gold
000089-006;210-213;Aisyah;PERSON;652.0;658.0;1.0;gold
000089-006;210-213;Rasulullah;PERSON;674.0;684.0;1.0;gold
000089-006;210-213;Madinah;LOCATION;889.0;896.0;1.0;gold
000089-006;210-213;Habasyah;LOCATION;936.0;944.0;1.0;gold
000089-006;210-213;Madinah;LOCATION;972.0;979.0;1.0;gold
000089-006;210-213;Abu Bakar;PERSON;989.0;998.0;1.0;gold
000089-006;210-213;Rasulullah;PERSON;1043.0;1053.0;1.0;gold
000089-006;210-213;Madinah;LOCATION;1084.0;1091.0;1.0;gold
000089-006;210-213;Makkah;LOCATION;1100.0;1106.0;1.0;gold
000089-006;210-213;Madinah;LOCATION;1110.0;1117.0;1.0;gold
000089-006;210-213;Abu Bakar;PERSON;1314.0;1323.0;1.0;gold
000089-006;210-213;Abu Bakar;PERSON;1353.0;1362.0;1.0;gold
000089-006;210-213;Rasulullah;PERSON;1400.0;1410.0;1.0;gold
000090-001;214-217;Rasulullah;PERSON;52.0;62.0;1.0;gold
000090-001;214-217;Makkah;LOCATION;82.0;88.0;1.0;gold
000090-001;214-217;Madinah;LOCATION;191.0;198.0;1.0;gold
000090-001;214-217;Muhammad;PERSON;489.0;497.0;1.0;gold
000090-001;214-217;Madinah;LOCATION;1057.0;1064.0;1.0;gold
000090-001;214-217;Laut Merah;LOCATION;1164.0;1174.0;1.0;gold
000090-001;214-217;Syam;LOCATION;1185.0;1189.0;1.0;gold
000090-001;214-217;Makkah;LOCATION;1218.0;1224.0;1.0;gold
000090-001;214-217;Syam;LOCATION;1228.0;1232.0;1.0;gold
000090-001;214-217;Tha'if;LOCATION;1310.0;1316.0;1.0;gold
000090-002;214-217;Yastrib;LOCATION;191.0;198.0;1.0;gold
000090-002;214-217;Muhammad;PERSON;492.0;500.0;1.0;gold
000090-002;214-217;hari Kamis tanggal 26 Shafar tahun 14 dari nubuwah;TIME;507.0;557.0;1.0;gold
000090-002;214-217;tanggal 12 September tahun 622 M;TIME;577.0;609.0;1.0;gold
000090-002;214-217;Baiat Aqabah Kubra;EVENT;660.0;678.0;1.0;gold
000090-002;214-217;Makkah;LOCATION;721.0;727.0;1.0;gold
000090-002;214-217;Abu Jahal bin Hisyam;PERSON;1154.0;1174.0;1.0;gold
000090-002;214-217;Jubair bin Muth'im;PERSON;1204.0;1222.0;1.0;gold
000090-002;214-217;Thu'aimah bin Adi;PERSON;1227.0;1244.0;1.0;gold
000090-002;214-217;Al-Harits bin Amir;PERSON;1251.0;1269.0;1.0;gold
000090-002;214-217;Naufal bin Abdi;PERSON;1280.0;1295.0;1.0;gold
000090-002;214-217;Utbah;PERSON;1318.0;1323.0;1.0;gold
000090-002;214-217;Abu Sufyan bin Harb;PERSON;1344.0;1363.0;1.0;gold
000090-002;214-217;Syams bin Abdi;PERSON;1379.0;1393.0;1.0;gold
000090-002;214-217;An-Nadhr bin Al-Harits;PERSON;1400.0;1422.0;1.0;gold
000090-003;214-217;Utbah;PERSON;12.0;17.0;1.0;gold
000090-003;214-217;Abu Sufyan bin Harb;PERSON;38.0;57.0;1.0;gold
000090-003;214-217;Syams bin Abdi;PERSON;73.0;87.0;1.0;gold
000090-003;214-217;An-Nadhr bin Al-Harits;PERSON;94.0;116.0;1.0;gold
000090-003;214-217;Abul Bakhtari bin Hisyam;PERSON;227.0;251.0;1.0;gold
000090-003;214-217;Zam'ah bin Al-Aswad;PERSON;253.0;272.0;1.0;gold
000090-003;214-217;Hakim bin Hizam;PERSON;277.0;292.0;1.0;gold
000090-003;214-217;Asad bin Abdul Uzza;PERSON;303.0;322.0;1.0;gold
000090-003;214-217;Umayyah bin Khalaf;PERSON;379.0;397.0;1.0;gold
000090-003;214-217;Najd;LOCATION;672.0;676.0;1.0;gold
000090-003;214-217;Muhammad;PERSON;736.0;744.0;1.0;gold
000090-003;214-217;Abul Aswad;PERSON;1100.0;1110.0;1.0;gold
000090-003;214-217;Ibnu Ishaq;PERSON;1247.0;1257.0;1.0;gold
000090-003;214-217;Jibril;PERSON;1265.0;1271.0;1.0;gold
000090-004;214-217;Ibnu Ishaq;PERSON;81.0;91.0;1.0;gold
000090-004;214-217;Jibril;PERSON;99.0;105.0;1.0;gold
000090-004;214-217;Aisyah;PERSON;260.0;266.0;1.0;gold
000090-004;214-217;Abu Bakar;PERSON;287.0;296.0;1.0;gold
000090-004;214-217;Najd;LOCATION;534.0;538.0;1.0;gold
000090-004;214-217;Abul Bakhtari;PERSON;1059.0;1072.0;1.0;gold
000090-004;214-217;Najd;LOCATION;1297.0;1301.0;1.0;gold
000090-005;214-217;Abul Bakhtari;PERSON;50.0;63.0;1.0;gold
000090-005;214-217;Najd;LOCATION;288.0;292.0;1.0;gold
000090-005;214-217;Makkah;LOCATION;859.0;865.0;1.0;gold
000090-005;214-217;Abu Jahal bin Hisyam;PERSON;885.0;905.0;1.0;gold
000090-005;214-217;Abul Hakam;PERSON;1027.0;1037.0;1.0;gold
000090-005;214-217;Muhammad;PERSON;1280.0;1288.0;1.0;gold
000090-006;214-217;Najd;LOCATION;301.0;305.0;1.0;gold
000090-006;214-217;Makkah;LOCATION;407.0;413.0;1.0;gold
000090-006;214-217;Gua Tsur;LOCATION;590.0;598.0;1.0;gold
000090-006;214-217;Madinah;LOCATION;644.0;651.0;1.0;gold
000091-001;218;Jibril;PERSON;57.0;63.0;1.0;gold
000091-001;218;Abu Bakar;PERSON;352.0;361.0;1.0;gold
000091-001;218;Aisyah;PERSON;394.0;400.0;1.0;gold
000091-001;218;Abu Bakar;PERSON;483.0;492.0;1.0;gold
000091-001;218;Abu Bakar;PERSON;553.0;562.0;1.0;gold
000091-001;218;Rasulullah;PERSON;576.0;586.0;1.0;gold
000091-001;218;Abu Bakar;PERSON;688.0;697.0;1.0;gold
000091-001;218;Abu Bakar;PERSON;879.0;888.0;1.0;gold
000091-001;218;Abu Bakar;PERSON;936.0;945.0;1.0;gold
000091-001;218;Rasulullah;PERSON;962.0;972.0;1.0;gold
000091-001;218;Abu Bakar;PERSON;989.0;998.0;1.0;gold
000091-001;218;Rasulullah;PERSON;1127.0;1137.0;1.0;gold
000091-001;218;Abu Bakar;PERSON;1145.0;1154.0;1.0;gold
000091-001;218;Rasulullah;PERSON;1240.0;1250.0;1.0;gold
000091-001;218;Abu Bakar;PERSON;1294.0;1303.0;1.0;gold
000091-001;218;Rasulullah;PERSON;1317.0;1327.0;1.0;gold
000092-001;218-220;Makkah;LOCATION;106.0;112.0;1.0;gold
000092-001;218-220;Abu Jahal bin Hisyam;PERSON;240.0;260.0;1.0;gold
000092-001;218-220;Al-Hakam bin Abul Ash;PERSON;264.0;285.0;1.0;gold
000092-001;218-220;Uqbah bin Abu Mu'aith;PERSON;289.0;310.0;1.0;gold
000092-001;218-220;An-Nadhar bin Al-Harits;PERSON;314.0;337.0;1.0;gold
000092-001;218-220;Umayyah bin Khalaf;PERSON;341.0;359.0;1.0;gold
000092-001;218-220;Zam'ah bin Al-Aswad;PERSON;363.0;382.0;1.0;gold
000092-001;218-220;Thu'aimah bin Adi;PERSON;386.0;403.0;1.0;gold
000092-001;218-220;Abu Lahab;PERSON;407.0;416.0;1.0;gold
000092-001;218-220;Ubay bin Khalaf;PERSON;417.0;432.0;1.0;gold
000092-001;218-220;Nubih bin Al-Hajjaj;PERSON;437.0;456.0;1.0;gold
000092-001;218-220;Ibnu Ishaq;PERSON;481.0;491.0;1.0;gold
000092-001;218-220;Abu Jahal;PERSON;700.0;709.0;1.0;gold
000092-001;218-220;Muhammad;PERSON;836.0;844.0;1.0;gold
000092-002;218-220;Rasulullah;PERSON;210.0;220.0;1.0;gold
000093-001;220-221;Rasulullah;PERSON;161.0;171.0;1.0;gold
000093-001;220-221;Ali bin Abu Thalib;PERSON;187.0;205.0;1.0;gold
000093-001;220-221;Rasulullah;PERSON;480.0;490.0;1.0;gold
000093-001;220-221;Rasulullah;PERSON;507.0;517.0;1.0;gold
000093-001;220-221;Abu Bakar;PERSON;950.0;959.0;1.0;gold
000093-001;220-221;Abu Bakar;PERSON;993.0;1002.0;1.0;gold
000093-001;220-221;Muhammad;PERSON;1330.0;1338.0;1.0;gold
000093-002;220-221;Ali;PERSON;329.0;332.0;1.0;gold
000093-002;220-221;Muhammad;PERSON;367.0;375.0;1.0;gold
000093-002;220-221;Ali;PERSON;468.0;471.0;1.0;gold
000093-002;220-221;Muhammad;PERSON;548.0;556.0;1.0;gold
000093-002;220-221;Ali;PERSON;557.0;560.0;1.0;gold
000094-001;221;Rasulullah;PERSON;0.0;10.0;1.0;gold
000094-001;221;malam hari tanggal 27 Shafai tahun 14 nubuwah;TIME;35.0;80.0;1.0;gold
000094-001;221;Abu Bakar;PERSON;111.0;120.0;1.0;gold
000094-001;221;Makkah;LOCATION;199.0;205.0;1.0;gold
000094-001;221;Rasulullah;PERSON;252.0;262.0;1.0;gold
000094-001;221;Madinah;LOCATION;416.0;423.0;1.0;gold
000094-001;221;Yaman;LOCATION;531.0;536.0;1.0;gold
000094-001;221;Makkah;LOCATION;542.0;548.0;1.0;gold
000094-001;221;Abu Bakar;PERSON;947.0;956.0;1.0;gold
000095-002;221-223;Abu Bakar;PERSON;24.0;33.0;1.0;gold
000095-002;221-223;Abu Bakar;PERSON;50.0;59.0;1.0;gold
000095-002;221-223;Rasulullah;PERSON;132.0;142.0;1.0;gold
000095-002;221-223;Abdullah bin Abu Bakar;PERSON;326.0;348.0;1.0;gold
000095-002;221-223;Aisyah;PERSON;381.0;387.0;1.0;gold
000095-002;221-223;Makkah;LOCATION;550.0;556.0;1.0;gold
000095-002;221-223;Rasulullah;PERSON;640.0;650.0;1.0;gold
000095-002;221-223;Abu Bakar;PERSON;655.0;664.0;1.0;gold
000095-002;221-223;Abu Bakar;PERSON;811.0;820.0;1.0;gold
000095-002;221-223;Amir bin Fuhairah;PERSON;846.0;863.0;1.0;gold
000095-002;221-223;Abdullah bin Abu Bakar;PERSON;1159.0;1181.0;1.0;gold
000095-002;221-223;Makkah;LOCATION;1214.0;1220.0;1.0;gold
