chunk_id;doc_id;chunk_index;judul_bab;judul_sub_bab;halaman;teks_chunk;entity_text;label;notes;start_char;end_char
000102-001;102;1;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Kedua;236-237;Mereka adalah orang-orang musyrik yang menetap di beberapa kabilah di Madinah. Mereka tidak mampu berkuasa atas orang-orang Muslim. Di antara mereka ada pula y ang dirasuki keragu-raguan untuk meninggalkan agama nenek moyangnya. Namun mereka tidak pernah berpikir untuk memusuhi Islam dan orang-orang Muslim. Tak seberapa lama kemudian mereka pun masuk Islam dan melepaskan agamanya yang lampau. Sebenarnya di antara mereka ada yang menyimpan dendam kesumat terhadap Rasulullah dan orang-orang Muslim, tetapi mereka tidak berani menyatakannya. Bahkan mereka terpaksa menampakkan kecintaan dan kesukaan, karena beberapa pertimbangan. Tokoh kelompok ini adalah Abdullah bin Ubay. Sebelum itu, tepatnya seusai Perang Bu'ats, sebenarnya Aus dan Khazraj sudah sepakat untuk mengangkat dirinya sebagai pemimpin. Padahal sebelumnya, mereka tidak pernah berpikir untuk mengangkat seseorang sebagai pemimpin. Bahkan untuk maksud ini mereka sudah merancang mahkota untuk disematkan di kepalanya, sebagai wujud pengangkatan dirinya sebagai raja dan pemimpin bagi Aus dan Khazraj. Tetapi sebelum dia sempat menjadi raja bagi seluruh penduduk Madinah, terbetik kabar tentang kedatangan Rasulullah dan banyak kaumnya sendiri yang berpaling darinya. Oleh karena itu dia melihat Rasulullah sebagai orang yang telah merampas kerajaan yang sudah tampak di depan mata. Maka tidak heran jika kemudian dia menyimpan kebencian terhadap beliau.;;;;;
000103-009;103;9;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Ketiga;237-242;Sementara pada saat yang sama jumlah orang-orang yang datang ke sana semakin bertambah Suasana perang sudah membayang di depan mata dan hampir bisa dipastikan akan meletus antara para penduduk Makkah yang sewenang-wenang dan orang- orang Muslim di negerinya yang baru. Sungguh amat riskan jika orang-orang Muslim harus dibebani tanggung jawab seperti ini. Sudah selayaknya orang-orang Muslim mengambil kembali harta orang- orang musyrik yang sewenang-wenang itu, karena dahulu mereka telah merampas harta orang-orang Muslim. Sudah sepantasnya orang-orang Muslim menguasai orang-orang musyrik itu, karena dahulu mereka telah menguasai orang-orang Muslim. Seharusnya orang-orang musyrik yang sewenang-wenang itu menyerahkan satu takaran, sebagai ganti dari satu takaran yang pernah mereka ambil. Dengan cara ini mereka tidak lagi mempunyai kesempatan untuk menindas orang-orang Muslim. Inilah beberapa masalah dan problem yang dihadapi Rasulullah tatkala tiba di Madinah, dengan kapasitas beliau sebagai rasul, pengajar, pembimbing dan komandan pasukan. Rasulullah telah melaksanakan tugas risalah dan kepemimpinan di Madinah, berbuat lemah lembut dan penuh kasih sayang atau pun tegas dan keras terhadap masing-masing pihak yang memang harus mendapat perlakuan seperti ini. Namun tidak dapat diragukan, kelemahlembutan sikap beliau jauh lebih dominan daripada kekerasan, sehingga hanya dalam jangka waktu beberapa tahun saja, begitu banyak orang yang masuk Islam.;;;;;
000103-005;103;5;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Ketiga;237-242;"Ibnu Ishaq menuturkan, ""Aku meriwayatkan dari Shafiyyah binti Huyai bin Akhthab, dia berkata, ""Aku adalah anak yang paling disayangi ayahku dan juga pamanku, Abu Yasir. Setiap kali aku bertemu. tentu mereka berdua akan meggendongku dan melepaskan anak lain yang sedang digendongnya. Tatkala Rasulullah tiba di Madinah, singgah di Quba' di Bani Amr bin Auf. maka ayahku, Huyai bin Akhthab dan pamanku, Abu Yasir bin Akhthab pergi ke sana pada malam hari. Keduanya tidak kembali kecuali setelah matahari terbenam pada keesokan harinya. Mereka berdua terlihat malas, loyo, tanpa semangat dan jalannya pelan-pelan. Aku segera menghampiri mereka berdua seperti biasanya, namun demi Allah, tak seorang pun di antara mereka berdua yang mau menoleh ke arahku. Mereka terlihat murung. Kudengar pamanku bertanya kepada ayahku, ""Diakah orangnya?"" ""Demi Allah, memang dia,"" jawab ayahku. ""Apakah engkau yakin?"" .Ya,"" jawab ayahku. ""Apa yang kau pikirkan tentang dirinya?' ""Demi Allah, aku akan memusuhinya selagi aku masih hidup,"" jawab ayahku. 140 Hal ini juga diriwayatkan Al-Bukhari tentang keislaman Abdullah bin Salam , yang sebelumnya itu dia adalah ulama Yahudi tersohor. Tatkala mendengar kedatangan Rasulullah di Madinah, dia cepat-cepat menemui beliau dan mengajukan beberapa pertanyaan yang tidak bisa dipahami kecuali seorang nabi. Maka tatkala mendengar jawaban-jawaban yang disampaikan beliau, seketika itu pula dia masuk Islam.";;;;;
000103-008;103;8;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Ketiga;237-242;intimidasi, pemboikotan, kesewenang-wenangan dan penindasan sudah pernah mereka lakukan terhadap orang-orang Muslim. Kemudian tatkala orang-orang Muslim hijrah ke Madinah, mereka merampas tanah, rumah dan harta benda orang-orang Muslim, memisahkan seseorang dengan istri dan keluarganya Bahkan tidak jarang keluarganya disiksa. Tidak berhenti sampai di sini saja. Mereka juga bersengkokol untuk membunuh dan menghabisi Rasulullah serta dakwah beliau. Namun usaha mereka untuk melaksanakan persengkokolan itu gagal total Kemudian tatkala orang-orang Muslim benar-benar sudah bisa menye- lamatkan diri dan pindah ke daerah yang jauhnya lima ratus kilometer, orang- orang Quraisy masih menggunakan sarana politik, mengingat kedudukan mereka yang cukup mapan di seluruh masyarakat Arab, karena mereka cukup terpandang dalam urusan keduniaan dan kepemimpinan, karena mereka menetap di tanah suci dan berdampingan dengan Baitullah dan sekaligus sebagai pengelolanya. Mereka membujuk orang-orang musyrik di seluruh Jazirah Arab agar mau memusuhi penduduk Madinah, sehingga Madinah merupakan wilayah yang terkucil dan tidak mendapatkan masukan dari luar. Sementara pada saat yang sama jumlah orang-orang yang datang ke sana semakin bertambah Suasana perang sudah membayang di depan mata dan hampir bisa dipastikan akan meletus antara para penduduk Makkah yang sewenang-wenang dan orang- orang Muslim di negerinya yang baru.;;;;;
000103-002;103;2;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Ketiga;237-242;Oleh karena itu mereka membual sebagai orang-orang yang memiliki ilmu, keutamaan, kelebihan dan kepeloporan dalam kehidupan spritual. Mereka pintar mencari berbagi sumber penghidupan dan mata pencaharian Perputaran bisnis biji-bijian, korma, khamr, dan kain ada di tangan mereka Mereka mengimpor kain, biji-bijian, dan khamar, serta mengekspor korma Selain itu pun masih banyak pekerjaan yang mereka tekuni. Mereka mengambil keuntungan sekian kali lipat dari orang-orang Arab secara keseluruhan dan juga menerapkan riba. Mereka biasa memberi pinjaman uang kepada para pemimpin dan pemuka Arab, agar para pemimpin itu memberikan pujian kepada mereka lewat syair-syair, hingga mereka menjadi tersohor di masyarakat karena mengucurkan dana sekian banyak. Setelah itu mereka mengambil tanah dan kebun para pemimpin itu sebagai jaminan, dan beberapa tahun kemudian tanah-tanah itu menjadi milik mereka jika hutang tidak terlunasi. Mereka juga dikenal sebagai orang-orang yang suka menyebarluaskan isu dan kerusakan, angkuh, bersekongkol, memicu peperangan dan permusuhan di antara berbagai kabilah yang berdekatan dengan mereka, mengadu domba di antara mereka dengan cara-cara yang licik dan terselubung, tanpa disadari sedikit pun oleh kabilah-kabilah itu, sehingga kabilah yang satu dengan yang lain terus-menerus dilanda peperangan. Jika bara peperangan itu mulai padam, maka mereka meniup-niupnya lagi, lalu menonton peperangan yang berkecamuk di antara sesama bangsa Arab sambil duduk dengan tenang.;;;;;
000103-007;103;7;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Ketiga;237-242;"Dalam lafazh lain disebutkan, dia adalah pemimpin kami dan anak pemimpin kami."" Dalam lafazh lainnya disebutkan, ""Dia adalah orang yang paling baik di antara kami dan anak dari orang yang paling baik di antara kami, orang yang paling mulia di antara kami dan anak dari orang yang paling mulia di antara kami.' Rasulullah bertanya kepada mereka, ""Apa pendapat kalian jika dia masuk Islam?"" ""Itu tidak mungkin terjadi,"" jawab mereka dua atau tiga kali Lalu Abdullah bin Salam menampakkan diri sembari berkata, Aku bersaksi bahwa tiada Ilah selain Allah dan sesungguhnya Muhammad adalah Rasul Allah. Sesungguhnya dia datang dengan kebenaran."" ""Engkau dusta,"" kata 140 Sirah An-Nabawiyah, Ibnu Hisyam, 1/518-519 141 Shahihul-Bukhari, 1/459,556,561. Ini merupakan pelajaran dan pengalaman pertama yang diterima Rasulullah dalam menghadapi orang-orang Yahudi pada hari pertama beliau memasuki Madinah. Semua ini merupakan gambaran kondisi di dalam. Sedangkan dari luar, maka kekuatan terbesar yang memusuhi Islam adalah dari pihak Quraisy. Mereka sudah memiliki pengalaman selama sepuluh tahun, tatkala orang-orang Muslim berada di bawah kekuasaan mereka. Segala bentuk tekanan, penyiksaan. intimidasi, pemboikotan, kesewenang-wenangan dan penindasan sudah pernah mereka lakukan terhadap orang-orang Muslim.";;;;;
000101-002;101;2;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Pertama;234-236;"Maka sudah saatnya bagi mereka untuk menghadapi berbagai masalah peradaban dan kemajuan, penghidupan dan ekonomi, politik dan pemerintahan, perdamaian dan perang, pemilahan antara yang halal dan haram, ibadah dan akhlak serta berbagai masalah kehidupan yang lain. Sudah tiba saatnya bagi mereka untuk membentuk masyarakat Islam yang baru, masyarakat Islami, yang berbeda dengan masyarakat Jahiliyah di sepanjang periode sejarah, yang berbeda dengan masyarakat mana pun di dunia ini dan menjadi teladan bagi dakwah Islam dengan berbagai bentuk rintangan. siksaan dan tantangan yang dihadapi orang-orang Muslim selama sepuluh tahun. Tidak dapat diragukan, pembentukan suatu masyarakat yang ideal seperti ini tidak mungkin dilakukan hanya dalam jangka waktu satu hari, satu bulan atau satu tahun saja, tetapi membutuhkan waktu yang relatif lama, agar ketetapan-ketetapan syariat, hukum, pengetahuan, pendidikan dan pelaksanaan bisa menjadi sempurna dengan melalui beberapa tahapan secara berjenjang Allah sudah cukup dengan ketetapan syariat-Nya. Sedangkan Rasulullah siap melaksanakan, memberi petunjuk dan mengajari orang-orang Muslim, firman Allah. ""Dialah yang mengutus kepada kaum yang buta huruf seorang Rasul di antara mereka, yang membacakan ayat-ayat-Nya kepada mereka, mensucikan mereka dan mengajarkan mereka kitab dan hikmah. "" (Al-Jumu'ah: 2) Para sahabat menerima beliau dengan sepenuh hati dan melaksanakan hukum-hukumnya dengan senang hati.";;;;;
000103-003;103;3;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Ketiga;237-242;Jika bara peperangan itu mulai padam, maka mereka meniup-niupnya lagi, lalu menonton peperangan yang berkecamuk di antara sesama bangsa Arab sambil duduk dengan tenang. Karena orang-orang Yahudi itu menerapkan bunga yang tinggi atas pinjaman yang diberikan, maka orang-orang Arab tidak sanggup lagi melanjutkan peperangan karena kesulitan dana. Dengan cara ini orang-orang Yahudi bisa meraup dua keuntungan sekaligus, dapat menjaga eksistensi mereka, menerapkan pasar riba untuk mengambil keuntungan sekian lipat, dengan begitu mereka bisa menumpuk kekayaan yang melimpah. Di Madinah mereka mempunyai tiga kabilah yang terkenal, yaitu: Bani Qainuqa' . Dulunya mereka adalah sekutu Khazraj dan perkampungan mereka berada di dalam Madinah 2. Bani Nadhir. 3. Bani Quraizhah. Dulunya mereka merupakan sekutu Aus bersama dengan Bani Nadhir, yang menetap di pinggir Madinah. Tiga kabilah inilah yang membangkitkan peperangan antara Aus dan Khazraj sejak jauh-jauh waktu. Mereka juga mempunyai andil dalam Perang Bu ats, karena masing-masing berkomplot dengan sekutunya. Tentu saja tidak ada yang bisa diharapkan Rasulullah dari orang-orang Yahudi ini. Karena mereka memandang Islam dengan mata kebencian dan kedengkian. Rasul pun tidak berasal dari ras mereka, sehingga gejolak fanatisme rasial yang telah menguasai pikiran hati mereka menjadi terang.;;;;;
000103-010;103;10;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Ketiga;237-242;Namun tidak dapat diragukan, kelemahlembutan sikap beliau jauh lebih dominan daripada kekerasan, sehingga hanya dalam jangka waktu beberapa tahun saja, begitu banyak orang yang masuk Islam. Pembaca akan mendapatkan penjelasan mengenai masalah ini dalam uraian berikut. Madinah tempo dulu;;;;;
000101-004;101;4;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Pertama;234-236;Bahkan hari demi hari jumlah mereka semakin bertambah, karena siapa pun yang beriman kepada Allah dan Rasul-Nya diizinkan (diwajibkan) hijrah. Sebagaimana yang diketahui, Madinah bukan termasuk daerah yang memiliki kekayaan y ang melimpah. Maka tidak jarang jika kondisi ekonominya amat labil. Sementara pada saat itu seluruh kekuatan yang memusuhi Islam memboikot hubungan ekonomi, sehingga pemasukan dari luar semakin menipis;;;;;
000103-001;103;1;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Ketiga;237-242;"Mereka adalah orang-orang Yahudi. Dahulu semasa mendapat tekanan dari bangsa Asyur dan Romawi, mereka berpihak kepada orang-orang Hijaz walaupun sebenarnya mereka adalah orang-orang Ibrani. Namun setelah bergabung dengan orang-orang Hijaz, mereka hidup dengan ala Arab, berbahasa Arab dan mengenakan pakaian Arab pada umumnya, sehingga nama kabilah dan nama-nama mereka juga menggunakan nama Arab, serta mereka pun kawin dengan orang-orang Arab. Sekalipun begitu mereka tetap menjaga fanatisme jenis mereka sebagai orang-orang Yahudi dan tidak menyatu dengan bangsa Arab secara total. Bahkan mereka masih membanggakan diri sebagai bangsa Israel (Yahudi) dan masih sempat melecehkan bangsa Arab, dengan menyebut bangsa Arab sebagai orang-orang Ummiyyin, alias orang-orang jalang dan buas buta huruf, hina, dan terbelakang. Dalam pandangan mereka, harta bangsa Arab boleh mereka ambil semaunya, sebagaimana firman Allah, ""Mereka berkata, Tidak ada dosa bagi kami terhadap orang-orang yang ummi. "" (Ali-Imran: 75) Mereka tidak terlalu berhasrat untuk menyebarluaskan agamanya, karena materi agama mereka tak lebih dari ramalan nasib, sihir, mantera-mantera, hembusan pada buhul dan yang serupa dengan ini. Oleh karena itu mereka membual sebagai orang-orang yang memiliki ilmu, keutamaan, kelebihan dan kepeloporan dalam kehidupan spritual.";;;;;
000103-004;103;4;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Ketiga;237-242;"Rasul pun tidak berasal dari ras mereka, sehingga gejolak fanatisme rasial yang telah menguasai pikiran hati mereka menjadi terang. Sementara itu dakwah Islam senantiasa mampu menyatukan hati manusia, memadamkan api kebencian dan permusuhan, mengajak kepada penepatan janji dan memegang amanat dalam keadaaan bagaimana pun, membatasi pada makan yang halal dan pencarian harta yang baik. Dengan kata lain, berarti semua kabilah Arab di Yastrib tentu akan bersatu. Jika begitu keadaannya, cakar Yahudi tentu akan tumpul dan aktivitas bisnis mereka siap mengalami kegagalan. Mereka tidak bisa lagi mengeruk pemasukan dari pasar riba yang selama itu menjadi sumber kekayaan mereka. Bahkan boleh jadi kabilah-kabilah Arab itu akan bangkit. lalu memperhitungkan harta riba yang pernah diambil orang-orang Yahudi. lalu mereka menuntut kembali tanah yang pernah lepas ke tangan orang-orang Yahudi. Orang-orang Yahudi sudah menghitung-hitung semua itu semenjak melihat dakwah Islam hendak memusatkan kegiatannya di Yatsrib. Oleh karena itu mereka memendam permusuhan yang menggelegak terhadap Islam dan Rasulullah , semenjak beliau masuk Yatsrib, sekalipun mereka tidak berani menampakkannya kecuali setelah sekian lama. Hal ini bisa diketahui jelas seperti yang diriwayatkan Ibnu Ishaq dari Ummul Mukminin Shafiyyah . Ibnu Ishaq menuturkan, ""Aku meriwayatkan dari Shafiyyah binti Huyai bin Akhthab, dia berkata, ""Aku adalah anak yang paling disayangi ayahku dan juga pamanku, Abu Yasir.";;;;;
000103-006;103;6;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Ketiga;237-242;"Maka tatkala mendengar jawaban-jawaban yang disampaikan beliau, seketika itu pula dia masuk Islam. Kemudian dia berkata, Sesungguhnya orang-orang Yahudi adalah orang- orang yang suka mendustakan. Jika mereka tahu aku sudah masuk Islam sebelum engkau bertanya kepada mereka, tentu jawaban mereka akan menjadi lain selag mereka masih berada di hadapan engkau."" Maka Rasulullah mengirim utusan, hingga ada beberapa orang Yahudi datang kepada beliau. Sementara Abdullah bin Salam bersembunyi di dalam rumah. Beliau bertanya, Bagaimana kedudukan Abdullah bin Salam di tengah kalian?"" Mereka menjawab, ""Dia adalah orang yang paling banyak ilmunya di antara kami dan anak dari orang yang paling banyak ilmunya di antara kami. Dia adalah orang yang paling baik di antara kami dan anak dari orang yang paling baik di antara kami. Dalam lafazh lain disebutkan, dia adalah pemimpin kami dan anak pemimpin kami."" Dalam lafazh lainnya disebutkan, ""Dia adalah orang yang paling baik di antara kami dan anak dari orang yang paling baik di antara kami, orang yang paling mulia di antara kami dan anak dari orang yang paling mulia di antara kami.' Rasulullah bertanya kepada mereka, ""Apa pendapat kalian jika dia masuk Islam?"" ""Itu tidak mungkin terjadi,"" jawab mereka dua atau tiga kali Lalu Abdullah bin Salam menampakkan diri sembari berkata, Aku bersaksi bahwa tiada Ilah selain Allah dan sesungguhnya Muhammad adalah Rasul Allah.";;;;;
000101-003;101;3;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Pertama;234-236;""" (Al-Jumu'ah: 2) Para sahabat menerima beliau dengan sepenuh hati dan melaksanakan hukum-hukumnya dengan senang hati. ""Dan, apabila dibacakan ayat-ayat-Nya, maka bergetarlah hati mereka. "" (Al-Anfal: 2) Rincian tentang masalah tersebut kurang tepat jika kami panjang lebarkan dalam buku ini. Kami batasi sekadar menurut kebutuhan. Inilah masalah paling besar yang harus dihadapi Rasulullah dalam kaitannya dengan orang-orang Muslim. Dalam lingkup yang lebih luas. inilah yang dimaksudkan dari dakwah Islam dan risalah Muhammad. Tetap permasalahannya tidak terbatas sampai disitu saja. Di sana masih banyak masalah lain yang perlu dituntaskan dengan cepat. Orang-orang Muslim meliputi dua kelompok: Satu kelompok hidup di tempat tinggalnya, di rumah dan dengan harta bendanya. Tidak banyak yang mereka butuhkan selain itu, kecuali jaminan keamanan. Mereka adalah orang-orang Anshar. Sebenarnya di antara mereka ada permusuhan sejak dahulu, tepatnya antara Aus dan Khazraj. Di samping mereka ada kelompok lain, yaitu orang-orang Muhajirin yang keadaannya berbeda dengan Anshar Mereka mencarai selamat dengan pergi ke Madinah, tanpa ada tempat untuk berteduh, tidak ada lapangan kerja untuk penghidupannya, tidak memiliki harta untuk mempertahankan hidupnya, sementara jumlah mereka juga tidak sedikit. Bahkan hari demi hari jumlah mereka semakin bertambah, karena siapa pun yang beriman kepada Allah dan Rasul-Nya diizinkan (diwajibkan) hijrah.";;;;;
000102-002;102;2;KONDISI YANG MASIH LABIL DI MADINAH TATKALA HIJRAH;Kelompok Kedua;236-237;Maka tidak heran jika kemudian dia menyimpan kebencian terhadap beliau. Karena dia melihat beberapa pertimbangan yang tidak mendukungnya untuk bergabung dengan beliau, apalagi beliau tidak memberi kesempatan kepada seseorang untuk mengeruk kepentingan duniawi, maka dia hanya bisa menyimpan kekufuran di dalam batinnya. Sehingga setiap ada kesempatan untuk melancarkan tipu daya terhadap Rasulullah dan orang orang Muslim, maka kesempatan itu pasti tidak disia-siakan. Sementara rekan rekannya yang dulu mengharapkan kedudukan tertentu dalam kerajaannya, juga ikut mendukung rencana-rencananya. Maka orang-orang Muslim yang lemah pikirannya dia pergunakan sebagai alat untuk memuluskan segala rencananya;;;;;
000157-002;157;2;KONSPIRASI UNTUK MEMBUNUH NABI;Satuan Perang Zaid bin Haritsah;321-323;"Kehidupan kita di Makkah ini bergantung kepada perniagaan ke Syam pada musim panas dan ke Habasyah pada musim dingin."" Teriadi perdebatan yang hangat tentang masalah ini. Al-Aswad bin Abdul Muththalib berkata kepada Shafwan, ""Tinggalkan jalur pantai dan ambil jalur Irak."" Padahal ini merupakan jalur yang sangat panjang dan jarang dilewati untuk menuju ke Syam, dengan melewati bagian timur Madinah. Orang-orang Quraisy sendiri tidak tahu-menahu jalur ini. Maka Al-Aswad mengisyaratkan kepada Shafwan untuk mengangkat Furat bin Hayyan dari Bani Bakr bin Wa'il sebagai penunjuk jalan bagi kafilah. Maka dengan mengambil jalur inilah kafilah dagang Quraisy berangkat menuju Syam. Ternyata kabar tentang keberangkatan kafilah Quraisy ini juga terdengar sampai ke Madinah. Ceritanya bermula dari Sulaith bin An- Nu'man yang telah masuk Islam dan masih berada di Makkah. Dia ikut-ikutan minum khamr bersama Nu'aim bin Ma'ud Al-Asy'ay. Saat itu khamr belum diharamkan. Karena pengaruh khamr yang diminumnya, Nua'im mengoceh secara rinci tentang kafilah dagang Quraisy yang mengambil jalur baru. Sulaith yang mendengarnya segera pergi menemui Nabi dan menceritakannya Seketika itu pula beliau mempersiapkan pasukan yang terdiri dari seratus prajurit berkendara, yang dipimpin Zaid bin Haritsah. Zaid mempercepat perjalanan agar dapat memapasi kafilah secara tiba-tiba. Zaid bersama satuan pasukannya menetap di Qardah dan dapat menguasaai kafilah dagang Quraisy.";;;;;
000154-001;154;1;KONSPIRASI UNTUK MEMBUNUH NABI;Perang Dzi Amar (Sumber Air);316;"Ini merupakan pasukan paling besar yang dipimpin Rasulullah sebelum Perang Uhud. Kejadiannya pada bulan Muharram 3 H. Adapun sebabnya, karena mata-mata Madinah menyampaikan kabar kepada beliau bahwa sebagian besar Bani Tsa'labah dan Muharib berhimpun untuk menyerbu daerah-daerah di sekitar Madinah. Maka beliau segera mempersiapkan orang-orang Muslim dan pergi bersama empat ratus lima puluh prajurit. Sebagian ada yang berjalan kaki dan sebagian lain ada yang naik hewan. Sementara Madinah diserahkan kepada Utsman bin Affan. Di tengah perjalanan, orang-orang Muslim memegang seseorang yang bernama Jabbar dan berasal dari Bani Tsa'labah. Dia dibawa ke hadapan beliau diseru agar masuk Islam. Dia pun berkenan masuk Islam dan disuruh mendampingi Bilal, sebagai penunjuk jalan bagi pasukan Muslimin menuju daerah musuh. Saat mendengar kedatangan pasukan Muslimin, musuh berpencar ke puncak gunung. Nabi sendiri beserta pasukannya tiba di tempat berkumpulnya musuh, yaitu di sebuah mata air yang disebut Dzi Amar. Beliau menetap di sana sebulan penuh pada bulan Shafar 3 H. Tujuannya untuk menunjukkan kekuatan pasukan Muslimin dan menimbulkan keengganan kepada bangsa Arab. Setelah itu beliau kembali ke Madinah. 168 167 Sirah An-Nabawiyah, Ibnu Hisyam, 2/44-45. 168 Sirah An-Nabawiyah, Ibnu Hisyam, 2/46; Zadul-Ma'ad, 2/91. Ada yang menyebutkan bahwa usaha Du'tsur atau pun Ghaurats Al-Maharibi yang hendak membunuh Nabi dilakukan dalam";;;;;
000152-001;152;1;KONSPIRASI UNTUK MEMBUNUH NABI;Pengepungan lalu Menyerah;314-315;"Pada saat itu kesabaran Rasulullah sudah habis. Setelah mengangkat Abu Lubabah bin Abdul Mundzir sebagai wakil beliau di Madinah dan bendera diserahkan kepada Hamzah bin Abdul Muththalib, beliau mengerahkan tentara Allah menuju Bani Qainuqa'. Karena orang-orang Yahudi Bani Qainuqa bertahan di benteng mereka, maka beliau mengepung mereka secara ketat. Saat itu hari Sabtu pada pertengahan Syawwal 2 H. Pengepungan berjalan selama 15 hari hingga muncul hilal bulan Dzul-Qa'dah. Allah menyusupkan rasa takut ke dalam hati orang-orang Yahudi itu, dan memang begitulah jika Allah hendak menghinakan suatu kaum, yang diawali dengan menyusupkan perasaan takut ke dalam hati mereka. Akhirnya mereka menyerah kepada keputusan Rasulullah untuk berbuat apa pun terhadap diri mereka, harta, para wanita dan keluarga mereka. Beliau memerintahkan untuk menghabisi mereka, dan pasukan Muslimin siap melaksanakannya. Tiba-tiba Abdullah bin Ubay bin Salul bangkit memerankan sifat kemu- nafikannya. Dia mendesak agar beliau memaafkan orang-orang Yahudi itu. seraya berkata, ""Hai Muhammad, berbuat baiklah kepada teman-temanku."" Karena memang dulu Bani Qainuqa' merupakan sekutu Khazraj Karena beliau diam saja, Abdullah bin Ubay mendesak lagi. Lalu dia me masukkan tangannya ke saku besi beliau. ""Lepaskan!"" sabda beliau dengan muka merah padam karena marah. Beliau bersabda lagi, ""celaka kau, lepaskan!"" Tetapi tokoh munafik ini tetap mendesak beliau sambil berkata, ""Tidak demi Allah.";;;;;
000155-006;155;6;KONSPIRASI UNTUK MEMBUNUH NABI;Terbunuhnya Ka’b bin Al-Asyraf;317-321;"menyebarkan aroma yang harum dan rambutnya disisir rapi Sementara Abu Na'ilah berkata kepada rekan-rekannya, ""Apabila dia sudah tiba, maka aku akan memeluk kepalanya dan menciumnya. Jika kalian melihatku sudah bisa memegang kepalanya, maka tikamlah dia dari belakang."" Setelah Ka'b bin Al-Asyraf tiba, mereka mengobrol barang sejenak. Lalu Abu Na'ilah berkata, ""Wahai Ibnul Asyraf, maukah engkau jalan-jalan bersama kami ke celah bukit, lalu kita mengobrol di sana menghabiskan sisa malam ini?'"" ""Kalau memang itu yang kalian kehendaki,"" jawab Ka'b bin Al-Asyraf tanpa curiga. Mereka pun pergi berjalan-jalan. ""Aku tidak pernah merasakan yang lebih bagus dan harum daripada malam ini,"" kata Abu Na'ilah sambil jalan-jalan. Ka'b terpedaya dengan apa yang didengarnya. Dia berkata, ""Aku pun mempunyai seorang wanita Arab yang paling harum baunya."" ""Kalau begitu bolehkah aku mencium aroma rambutmu?"" tanya Abu Na'ilah. ""Boleh saja,"" jawab Ka'b. Abu Na'ilah mencium rambut Ka'b, lalu memberi isyarat kepada rekan- rekannya. Setelah mereka berjalan beberapa saat, Abu Na'ilah bertanya lagi,"" Bolehkah aku mencium rambutmu lagi?"" ""Boleh,"" jawab Ka'b. Karena suasana yang akrab ini Ka'b merasa tenang hatinya. Setelah berjalan beberapa saat, Abu Na'ilah meminta izin untuk mencium rambutnya lagi. Maka untuk ketiga kalinya dia menyusupkan tangannya ke rambut Ka'b. Saat pegangan sudah kuat, dia pun berteriak ""Diamlah wahai musuh Allah!"" Pedang rekan-rekan Abu Na'ilah berseliweran ke arah tubuh Ka'b.";;;;;
