source_name;source_label;relation_type;relation_subtype;target_name;target_label;chunk_id;evidence;halaman;frequency;weight;periode_bab
Ummu Aiman;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000196-002;"...Sulaith memberikan geriba kepada kami pada waktu Perang Uhud."" Di antara para wanita itu ada juga Ummu Aiman. Saat dia melihat orang- orang Muslim lari kocar-...";357-358;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_ON;;Hari Sabtu;TIME;000199-003;"...hudi dari Bani Tsa'labah. Namanya Mukhairiq. Saat Perang Uhud itu dia berkata kepada kaumnya, ""Wahai semua orang Yahudi, demi Allah, kalian sudah tahu bahwa membantu Muhammad saat ini merupakan kewajiban bagi kalian."" Mereka berkata, ""Hari ini adalah hari Sabtu."" Hari Sabtu adalah hari besar dan suci bagi oran...";360-362;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Mush'ab bin Umair;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000202-001;"...Muththalib. Ketika dikabarkan kematian suaminya, Mush'ab bin Umair, maka dia menjerit dengan suara keras Saat itu beliau bersabda, ""Sesungguhnya suami wanita itu mempunyai tempat tersendiri di hatinya."" Di tengah perjalanan beliau juga berpapasan dengan seorang wanita dari Bani Dinar, yang suami, saudaranya dan ayahnya terbunuh dalam Perang Uhud. Saat orang-orang memberitahukan kematian mereka,...";365-367;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Ummu Fulan;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000202-001;"...yang suami, saudaranya dan ayahnya terbunuh dalam Perang Uhud. Saat orang-orang memberitahukan kematian mereka, wanita ini justru bertanya, "" Lalu apa yang terjadi pada diri Rasulullah ?"" ""Beliau baik-baik saja wahai Ummu Fulan. Beliau membawa puji bagi Allah seperti yang engk...";365-367;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
Ummu Sa'd;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000202-002;"...z, anaknya yang lain berusaha menghiburnya. Namun Ummu Sa'd berkata kepada Rasulullah. ""Selagi kulihat engkau selamat, maka musibah yang menimpa kuanggap ringan."" Kemudian beliau berdoa untuk keluarga para korban Perang Uhud Lalu beliau bersabda, ""Wahai Ummu Sa'd, bergembir...";365-367;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_ON;;Malam Ahad;TIME;000205-001;Orang-orang Muslim berada di Madinah pada malam Ahad, sepulang dari Perang Uhud. Suasana duka menyelimuti diri mereka, ditambah l...;367-368;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_ON;;Hari Ahad Tanggal 8 Syawwal 3 H;TIME;000206-001;"...jar musuh. Ini terjadi pada keesokan hari setelah Perang Uhud, tepatnya hari Ahad tanggal 8 Syawwal 3 H. Beliau bersabda, ""Yang boleh bergabung bersama k...";368-373;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Abdullah bin Ubay bin Salul;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-001;"...alah orang- orang yang sebelumnya bergabung dalam Perang Uhud."" ""Bagaimana jika aku ikut bersamamu?"" tanya Abdullah bin Ubay pimpinan orang-orang munafik. ""Tidak,"" jawab beli...";368-373;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Jabir bin Abdullah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-001;"...da beliau karena orang-orang yang bergabung dalam Perang Uhud banyak yang terluka, dan beliau mengizinkan mereka. Jabir bin Abdullah juga meminta izin seraya berkata, ""Wahai Rasulull...";368-373;1;0.3;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Azzah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-005;"...bantu seorang pun untuk memerangi beliau. Rupanya Abu Azzah ingkar janji, karena dia membangkitkan semangat orang-orang Quraisy dengan syair-syairnya untuk memerangi beliau dan orang- orang Muslim, dan bahkan ikut bergabung bersama pasukan Quraisy dalam Perang Uhud. Setelah tertangkap, dia berkata, ""Wahai Muhammad...";368-373;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Mu'awiyah bin Al-Mughirah bin Abul Ash;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-006;...ma kepada salah seorang mata- mata Quraisy, yaitu Mu'awiyah bin Al-Mughirah bin Abul Ash, kakek Abdul Malik bin Marwan dari garis ibunya. Hal ini bermula dari inisiatif Mu awiyah untuk menemui keponakannya, Utsman bin Affan $% setelah orang-orang Quraisy kembali dari Perang Uhud. Lalu Utsman meminta perlindungan keamanan baginy...;368-373;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
Abdul Malik bin Marwan;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-006;...itu Mu'awiyah bin Al-Mughirah bin Abul Ash, kakek Abdul Malik bin Marwan dari garis ibunya. Hal ini bermula dari inisiatif Mu awiyah untuk menemui keponakannya, Utsman bin Affan $% setelah orang-orang Quraisy kembali dari Perang Uhud. Lalu Utsman meminta perlindungan keamanan baginy...;368-373;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
Utsman bin Affan;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-006;...i inisiatif Mu awiyah untuk menemui keponakannya, Utsman bin Affan $% setelah orang-orang Quraisy kembali dari Perang Uhud. Lalu Utsman meminta perlindungan keamanan baginy...;368-373;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Sufyan bin Harb;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-008 | 000215-002 | 000216-001 | 000385-003;...kin kuat setelah kita tahu keputusan yang diambil Abu Sufyan, karena dia mengetahui Rasulullah dan pasukan Muslimin menyusulnya hingga tiba di Hamra'ul Asad. Jadi Perang Uhud ini merupakan peperangan yang tidak tuntas, masin...;368-373 | 385-386 | 387 | 613-618;4;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
As'ad bin Zurarah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000209-001;...abut eksistensinya. Belum genap dua bulan setelah Perang Uhud, Bani As'ad sudah menggelar persiapan untuk menyerang Madinah...;376-377;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_ON;;Bulan Rabi'ul Awwal 4 H;TIME;000209-001;...senantiasa memperlihatkan permusuhan, hingga pada bulan Rabi'ul Awwal 4 H mereka melakukan konspirasi untuk membunuh Muhammad Bani Ghathan juga ikut-ikut latah untuk menyerang Madinah pada bulan Jumadil Ula Angin yang berhembus dari arah orang-orang mukmin seusai Perang Uhud menyebabkan mereka dikepung dari segala penjuru....;376-377;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_ON;;Bulan Jumadil Ula;TIME;000209-001;...juga ikut-ikut latah untuk menyerang Madinah pada bulan Jumadil Ula Angin yang berhembus dari arah orang-orang mukmin seusai Perang Uhud menyebabkan mereka dikepung dari segala penjuru....;376-377;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
As'ad bin Khuzaimah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000210-001;...wanan terhadap orang-orang Muslim setelah tragedi Uhud adalah Bani As'ad bin Khuzaimah. Mata-mata Madinah mencium bahwa Thalhah dan Sala...;377;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_AT;;Madinah;LOCATION;000210-001;...wanan terhadap orang-orang Muslim setelah tragedi Uhud adalah Bani As'ad bin Khuzaimah. Mata-mata Madinah mencium bahwa Thalhah dan Salamah, anak Khuailid,...;377;1;0.4;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Salamah bin Abdul Asad;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000210-001;...infeksi pada luka yang didapatakannya pada waktu Perang Uhud, tak lama kemudian Abu Salamah meninggal dunia;377;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_ON;;Bulan Muharram 4 H;TIME;000210-001;...rang. Peristiwa ini terjadi tepat munculnya hilal bulan Muharram 4 H. Karena ada infeksi pada luka yang didapatakannya pada waktu Perang Uhud, tak lama kemudian Abu Salamah meninggal dunia;377;1;0.3;Perang Uhud & Satuan Pasukan Pasca Uhud
Zaid bin Haritsah;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000212-002 | 000212-004;...nolak, akhirnya orang itu dibunuh. Mereka membawa Zaid dan Khubaib ke Makkah dan menjualnya disana Padahal pada waktu Perang Badr, keduanya telah menghabisi sekian banyak para ban...;377-379;2;0.5;Perang Badr & Dampaknya
Hujair bin Abu Ihab;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000212-002;...e Makkah dan menjualnya disana Padahal pada waktu Perang Badr, keduanya telah menghabisi sekian banyak para bangsawan Quraisy. Khubaib ditahan di Makkah dan dimasukan ke dalam penjara setelah dibeli Hujair bin Abu Ihab At-Tamimi, namun kemudian mereka sepakat untuk me...;377-379;1;0.2;Perang Badr & Dampaknya
Amr bin Umayyah;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000212-003;...apa orang untuk menjaga jasadnya. Kemudian muncul Amr bin Umayyah Adh-Dhamiri dan pada malam harinya dia dapat mengakali para penjaga, lalu membawa jasadnya untuk dikuburkan. Yang menangani eksekusi terhadap Khubaib adalah Uqbah bin Al-Harits, yang pada waktu Perang Badr, Khubaib telah membunuh ayahnya Uqbah. Di dalam A...;377-379;1;0.2;Perang Badr & Dampaknya
Uqbah bin Al-Harits;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000212-003;.... Yang menangani eksekusi terhadap Khubaib adalah Uqbah bin Al-Harits, yang pada waktu Perang Badr, Khubaib telah membunuh ayahnya Uqbah. Di dalam A...;377-379;1;0.5;Perang Badr & Dampaknya
Zaid bin Ad-Dastinah;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000212-004;...Makkah saat itu tidak ada buah anggur. Sedangkan Zaid bin Ad-Datsinah dibeli Shafwan bin Umayyah, lalu dibunuhnya karena Zaid telah membunuh ayahnya Orang-orang Quraisy mengirim utusan untuk mendatangi jasad Ashim dan memotong sebagian tubuhnya, agar mereka dapat benar-benar meyakini kematiannya, karena Ashim telah membunuh sekian banyak pemuka dan bangsawan Quraisy pada waktu Perang Badr. Namun Allah mengutus sekumpulan lebah yang melin...;377-379;1;0.5;Perang Badr & Dampaknya
Ka'b bin Zaid bin An-Najjar;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000213-002;...mbunuh tanpa ada seorang pun yang tersisa, selain Ka'b bin Zaid bin An-Najjar. Dia pura-pura mati terkena tombak di tengah-tengah rekannya yang sudah mati, hingga dia bisa selamat dan tetap hidup sampai meletus Perang Khandaq.;380-382;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Amr bin Umayyah;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000213-003;...a dia bisa selamat dan tetap hidup sampai meletus Perang Khandaq. Sementara itu Amr bin Umayyah Adh-Dhamiri dan Al-Mundzir bin Uqbah bin Amir yan...;380-382;1;0.4;Perang Khandaq hingga Bani Mushthaliq
Al-Mundzir bin Uqbah bin Amir;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000213-003;...a dia bisa selamat dan tetap hidup sampai meletus Perang Khandaq. Sementara itu Amr bin Umayyah Adh-Dhamiri dan Al-Mundzir bin Uqbah bin Amir yang sedang menggembalakan ternak orang-orang Mus...;380-382;1;0.4;Perang Khandaq hingga Bani Mushthaliq
Amr bin Umayyah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000213-003;...n budak wanita yang mengaku dulunya milik ibunya. Amr bin Umayyah pergi ke Madinah hendak menemui Rasulullah membawa kabar yang menimpa tujuh puluh orang Muslim, dengan korban yang sama dengan Perang Uhud. Hanya saja dalam Perang Uhud mereka jelas pergi...;380-382;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Ka'b bin Al-Asyraf;PERSON;INVOLVED_IN;;Perang Bani Qainuqa';EVENT;000214-001;...ntara mereka dan kaum muslimin, sekalipun setelah Perang Bani Qainuqa' dan terbunuhnya Ka'b bin Al-Asyraf mereka selalu dicekam ketakutan dan lebih memilih...;382-385;1;0.5;Perang Badr & Dampaknya
Ka'b bin Al-Asyraf;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000214-001;...ipun setelah Perang Bani Qainuqa' dan terbunuhnya Ka'b bin Al-Asyraf mereka selalu dicekam ketakutan dan lebih memilih diam Tetapi setelah Perang Uhud mereka menjadi lancang, berani menampakkan permus...;382-385;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Bani Nadhir;EVENT;OCCURRED_ON;;Bulan Rabi'ul Awwal 4 H;TIME;000214-007;...at perang sebagai persediaan perang.f sabilillah. Perang Bani Nadhir ini terjadi pada bulan Rabi'ul Awwal 4 H, bertepatan dengan bulan Agustus 625 M. Allah men...;382-385;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Bani Nadhir;EVENT;OCCURRED_AT;;Madinah;LOCATION;000215-001;...emenangan yang diperoleh orang-orang Muslim dalam Perang Bani Nadhir tanpa pengorbanan apa pun, pengaruh kekuasaan mereka di Madinah semakin kokoh. Saat ini orang-orang munafik juga...;385-386;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Hurairah;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000215-002;...ilangkan terlebih sebelum kaum Muslimin terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam pepe...;385-386;1;0.2;Perang Badr & Dampaknya
Abu Musa;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000215-002;...ilangkan terlebih sebelum kaum Muslimin terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam peperangan itu. P...;385-386;1;0.2;Perang Badr & Dampaknya
Perang Badr;EVENT;OCCURRED_ON;;Bulan Rabi'ul Awwal Atau Jumadil Ula;TIME;000215-002;...ilangkan terlebih sebelum kaum Muslimin terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari i...;385-386;1;0.3;Perang Badr & Dampaknya
Muhammad;PERSON;INVOLVED_IN;;Perang Dzatur Riqa';EVENT;000215-002 | 000284-001;...n terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula...;385-386 | 493-497;2;0.5;Hudaibiyah & Babak Baru Diplomasi
Abu Hurairah;PERSON;INVOLVED_IN;;Perang Dzatur Riqa';EVENT;000215-002 | 000284-001;...n terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam pepe...;385-386 | 493-497;2;0.3;Hudaibiyah & Babak Baru Diplomasi
Abu Musa;PERSON;INVOLVED_IN;;Perang Dzatur Riqa';EVENT;000215-002 | 000284-001;...n terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam peperangan itu. P...;385-386 | 493-497;2;0.3;Hudaibiyah & Babak Baru Diplomasi
Perang Dzatur Riqa';EVENT;OCCURRED_ON;;Bulan Rabi'ul Awwal Atau Jumadil Ula;TIME;000215-002;...n terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari i...;385-386;1;0.5;Hudaibiyah & Babak Baru Diplomasi
Muhammad;PERSON;INVOLVED_IN;;Perang Khaibar;EVENT;000215-002 | 000255-001 | 000263-001 | 000282-001 | 000284-001;...Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam peperangan itu. Padahal Abu Hurairal masuk Islam beberapa hari sebelum Perang Khaibar, dan Abu Musa Al-Asy ari bergabung dengan Nabi di...;385-386 | 470-472 | 476-477 | 492 | 493-497;5;1.0;Hudaibiyah & Babak Baru Diplomasi
Abu Hurairah;PERSON;INVOLVED_IN;;Perang Khaibar;EVENT;000215-002 | 000284-001;...a bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam peperangan itu. Padahal Abu Hurairal masuk Islam beberapa hari sebelum Perang Khaibar, dan Abu Musa Al-Asy ari bergabung dengan Nabi di...;385-386 | 493-497;2;0.5;Hudaibiyah & Babak Baru Diplomasi
Abu Musa;PERSON;INVOLVED_IN;;Perang Khaibar;EVENT;000215-002 | 000284-001;...wwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam peperangan itu. Padahal Abu Hurairal masuk Islam beberapa hari sebelum Perang Khaibar, dan Abu Musa Al-Asy ari bergabung dengan Nabi di...;385-386 | 493-497;2;0.5;Hudaibiyah & Babak Baru Diplomasi
Perang Khaibar;EVENT;OCCURRED_AT;;Khaibar;LOCATION;000215-002 | 000255-004 | 000278-001;...al Abu Hurairal masuk Islam beberapa hari sebelum Perang Khaibar, dan Abu Musa Al-Asy ari bergabung dengan Nabi di Khaibar. Jadi Perang Dzatur Riqa' terjadi setelah Perang...;385-386 | 470-472 | 489-490;3;0.5;Hudaibiyah & Babak Baru Diplomasi
Perang Khaibar;EVENT;OCCURRED_ON;;Bulan Rabi'ul Awwal Atau Jumadil Ula;TIME;000215-002;...ur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam peperangan itu. Padahal Abu Hurairal masuk Islam beberapa hari sebelum Perang Khaibar, dan Abu Musa Al-Asy ari bergabung dengan Nabi di...;385-386;1;0.2;Hudaibiyah & Babak Baru Diplomasi
Perang Dzatur Riqa';EVENT;OCCURRED_AT;;Khaibar;LOCATION;000215-002;...dan Abu Musa Al-Asy ari bergabung dengan Nabi di Khaibar. Jadi Perang Dzatur Riqa' terjadi setelah Perang Khaibar. Bukti lain yang m...;385-386;1;0.4;Hudaibiyah & Babak Baru Diplomasi
Perang Asafan;EVENT;OCCURRED_ON;;Tahun 4 H;TIME;000215-002;...yang menguatkan bahwa perang ini terjadi setelah tahun 4 H, karena pada saat peperangan itu Nabi mendirikan shalat khauf. Padahal pensyariatan shalat khauf yang pertama kali terjadi pada saat Perang Asafan.;385-386;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
Muhammad;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000218-011 | 000218-025 | 000218-026 | 000219-006 | 000220-004 | 000225-004;...ya ada beberapa shalat yang tak sempat dikerjakan Rasulullah dan orang-orang Muslim. Di dalam Ashahihain disebutan dari Jabir bahwa Umar bin Al-Khaththab muncul pada waktu Perang Khandaq, lalu dia terus-menerus mengolok-olok orang-orang...;390-404 | 405-411 | 412-414 | 420-424;6;0.5;Perang Khandaq hingga Bani Mushthaliq
Jabir bin Abdullah;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000218-011;...-orang Muslim. Di dalam Ashahihain disebutan dari Jabir bahwa Umar bin Al-Khaththab muncul pada waktu Perang Khandaq, lalu dia terus-menerus mengolok-olok orang-orang...;390-404;1;0.5;Perang Khandaq hingga Bani Mushthaliq
Umar bin Al-Khaththab;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000218-011;...m. Di dalam Ashahihain disebutan dari Jabir bahwa Umar bin Al-Khaththab muncul pada waktu Perang Khandaq, lalu dia terus-menerus mengolok-olok orang-orang...;390-404;1;0.5;Perang Khandaq hingga Bani Mushthaliq
Ali bin Abu Thalib;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000218-011;...t dilaksanakan. Di dalam riwayat Al-Bukhari, dari Ali, dari Nabi , beliau bersabda pada waktu Perang Khandaq. .Allah memenuhi rumah dan kuburan mereka dengan...;390-404;1;0.5;Perang Khandaq hingga Bani Mushthaliq
Perang Khandaq;EVENT;OCCURRED_AT;;Khandaq;LOCATION;000218-026;...enurut riwayat Ibnu Sa'd, Rasulullah kembali dari Khandaq pada hari Rabu, seminggu sebelum habisnya bulan Dzul Qa'dah. Pasukan Muslim berhadapan dengan Perang Khandaq atau Ahzab bukan merupakan pasukan Quraisy pada p...;390-404;1;0.3;Perang Khandaq hingga Bani Mushthaliq
Perang Khandaq;EVENT;OCCURRED_ON;;Bulan Syawwal;TIME;000218-026;...ambil kesimpulan bahwa permulaan pengepungan pada bulan Syawwal dan berakhir pada bulan Dzul Qa'dah Menurut riwayat Ibnu Sa'd, Rasulullah kembali dari Khandaq pada hari Rabu, seminggu sebelum habisnya bulan Dzul Qa'dah. Pasukan Muslim berhadapan dengan Perang Khandaq atau Ahzab bukan merupakan pasukan Quraisy pada p...;390-404;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Perang Khandaq;EVENT;OCCURRED_ON;;Bulan Dzul Qa'dah;TIME;000218-026;...Khandaq pada hari Rabu, seminggu sebelum habisnya bulan Dzul Qa'dah. Pasukan Muslim berhadapan dengan Perang Khandaq atau Ahzab bukan merupakan pasukan Quraisy pada p...;390-404;1;0.4;Perang Khandaq hingga Bani Mushthaliq
Perang Khandaq;EVENT;OCCURRED_AT;;Madinah;LOCATION;000218-026 | 000219-006;"...umatkan kekuatan lebih kecil yang sedang mekar di Madinah. Sebab bangsa Arab tidak sanggup menghimpun kekuatan yang lebih besar daripada pasukan Ahzab ini Oleh karena itu Rasulullah bersabda, tatkala Allah sudah mengalahkan pasukan musuh Lokasi Perang Ahzab ""Sekarang kitalah yang ganti menyerang mereka dan...";390-404 | 405-411;2;0.5;Perang Khandaq hingga Bani Mushthaliq
Ali bin Abu Thalib;PERSON;INVOLVED_IN;;Perang Bani Quraizhah;EVENT;000219-005;"...dari Quraisy dan Ghathafan. Tetapi perlu diingat, Perang Bani Quraizhah adalah peperangan urat syaraf. Allah menyusupkan ketakutan ke dalam hati orang-orang Yahudi. Mental mereka langsung merosot. Keadaan ini mencapai puncaknya hingga muncul Ali bin Abu Thalib dan Az-Zubair bin Al-Awwam. Ali Berteriak, ""Wahai...";405-411;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Az-Zubair bin Al-Awwam;PERSON;INVOLVED_IN;;Perang Bani Quraizhah;EVENT;000219-005;"...dari Quraisy dan Ghathafan. Tetapi perlu diingat, Perang Bani Quraizhah adalah peperangan urat syaraf. Allah menyusupkan ketakutan ke dalam hati orang-orang Yahudi. Mental mereka langsung merosot. Keadaan ini mencapai puncaknya hingga muncul Ali bin Abu Thalib dan Az-Zubair bin Al-Awwam. Ali Berteriak, ""Wahai pasukan iman, demi Allah,...";405-411;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Sa'd bin Mu'adz;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000219-006 | 000219-011;"..."" jawab mereka. Beliau bersabda, ""Serahkan kepada Sa'd bin Mu'adz."" ""Kami ridha,"" kata mereka Saat itu Sa'd bin Mu'adz berada di Madinah dan tidak ikut pergi ke Bani Qainuqa' karena mendapat luka di lengannya sewaktu Perang Ahzab, maka dia dipanggil untuk datang dengan naik seek...";405-411;2;0.5;Perang Khandaq hingga Bani Mushthaliq
Huyai bin Akhthab;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000219-008;...h bersama mereka Salah seorang di antara penjahat Perang Ahzab adalah Huyai bin Akhthab, ayah Shafiyah Ummul Mukminin . Dia bergabung di...;405-411;1;0.5;Perang Khandaq hingga Bani Mushthaliq
Ka'b bin Asad;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000219-008;...h bersama mereka Salah seorang di antara penjahat Perang Ahzab adalah Huyai bin Akhthab, ayah Shafiyah Ummul Mukminin . Dia bergabung di benteng Bani Quraizhah saat Quraisy dan Ghathafan pulang, karena harus memenuhi janjinya kepada Ka'b bin Asad, yang sebelum itu dia terus-menerus membujuk dan...;405-411;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Tsabit bin Qais bin Syammas;PERSON;INVOLVED_IN;;Perang Bu'ats;EVENT;000219-009;..., lalu masuk Islam dan menjadi sahabat yang baik. Tsabit bin Qaiz $ meminta kepada Rasulullah agar Az-Zabir bin Batha beserta keluarga dan harta bendanya diserahkan kepadanya. Sewaktu Perang Bu'ats, Az-Zabir berjasa telah menyelamatkan Tsabit bin...;405-411;1;0.5;Dakwah di Luar Makkah & Isra Mi'raj
Az-Zabir bin Batha;PERSON;INVOLVED_IN;;Perang Bu'ats;EVENT;000219-009;...Tsabit bin Qaiz $ meminta kepada Rasulullah agar Az-Zabir bin Batha beserta keluarga dan harta bendanya diserahkan kepadanya. Sewaktu Perang Bu'ats, Az-Zabir berjasa telah menyelamatkan Tsabit bin...;405-411;1;0.3;Dakwah di Luar Makkah & Isra Mi'raj
Perang Khandaq;EVENT;OCCURRED_ON;;Bulan Dzul Qa'dah 5 H;TIME;000219-013;...au melepaskan talinya Peperangan ini terjadi pada bulan Dzul Qa'dah 5 H. Adapun pengepungan berjalan selama dua puluh lima Allah menurunkan beberapa ayat tentang Perang Ahzab dan Bani Quraizhah dalam surat Al-Ahzab. Di dalam...;405-411;1;0.3;Perang Khandaq hingga Bani Mushthaliq
Abdullah bin Atik;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000220-004;...mati. Kemudian para sahabat pulang dan menggotong Abdullah bin Atik hingga bertemu Rasulullah . Peristiwa ini terjadi pada bulan Dzul Qa'dah atau Dzul Hijjah 5 H. Seusai Perang Ahzab dan Bani Quraizhah, serta membungkam para penjaha...;412-414;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Perang Khandaq;EVENT;OCCURRED_ON;;Bulan Dzul Qa'dah Atau Dzul Hijjah 5 H;TIME;000220-004;...a bertemu Rasulullah . Peristiwa ini terjadi pada bulan Dzul Qa'dah atau Dzul Hijjah 5 H. Seusai Perang Ahzab dan Bani Quraizhah, serta membungkam para penjaha...;412-414;1;0.4;Perang Khandaq hingga Bani Mushthaliq
Abul Ash;PERSON;INVOLVED_IN;;Fathul Makkah;EVENT;000223-003;...g pada hadits dha'if ini, mereka menyatakan bahwa Abul Ash masuk Islam pada akhir tahun kedelapan sebelum Fathu Makkah. Lalu mereka membuat kontradiksi sendiri, bahwa Z...;416-418;1;0.5;Perang Mu'tah & Penaklukan Makkah
