no;chunk_id;halaman;entity_text;label_sekarang;usulan_heuristik;keputusan;catatan;kalimat_konteks;konteks_kiri;konteks_kanan
71;000257-001;473-474;Khaibar;LOCATION;LOCATION?;;;Sekalipun memang demikian keadaan Khaibar, kita tidak boleh lupa bahwa penduduk Khaibar adalah orang-orang yang menghimpun pasukan untuk memerangi kaum Muslimin dan mendorong Bani Quraizhah untuk melanggar perjanjian dan berkhianat, menjalin kontak dengan orang-orang munafik yang merupakan duri dalam masyarakat Islam, berhubungan dengan penduduk Ghathafan dan orang-orang Arab Badui, yang merupakan sayap ketiga dari pasukan musuh.;g Muslim. Sekalipun memang demikian keadaan Khaibar, kita tidak boleh lupa bahwa penduduk;adalah orang-orang yang menghimpun pasukan untuk memerangi kaum Muslimin dan mendorong Ba
72;000259-001;474;Khaibar;LOCATION;LOCATION?;;;"Menurut para mufasir, Khaibar merupakan janji yang pernah disampaikan Allah dalam firman-Nya, %L xI ""Allah menjanjikan kepada kamu harta rampasan yang banyak yang dapat kamu ambil, maka disegerakan-Nya harta rampasan ini untukmu.";Menurut para mufasir,;"merupakan janji yang pernah disampaikan Allah dalam firman-Nya, %L xI ""Allah menjanjikan"
73;000259-001;474;Khaibar;LOCATION;?;;;Adapun harta rampasan itu adalah Khaibar.;Fath: 20) Maksud janji ini adalah Perjanjian Hudaibiyah. Adapun harta rampasan itu adalah;.
74;000260-001;474-475;Khaibar;LOCATION;LOCATION?;;;(Al-Fath: 15) Ketika Rasulullah hendak keluar ke Khaibar, beliau mengumumkan bahwa yang boleh bergabung hanya orang-orang yang suka berjihad.;tidak mengerti melainkan sedikit sekali. (Al-Fath: 15) Ketika Rasulullah hendak keluar ke;, beliau mengumumkan bahwa yang boleh bergabung hanya orang-orang yang suka berjihad. Sehi
75;000261-001;475;Khaibar;LOCATION;LOCATION?;;;"Pemimpin munafikin, Abdullah bin Ubay, mengirim utusan kepada Yahudi Khaibar untuk menyampaikan pesan, ""Muhammad hendak mendatangi kalian, maka bersiapsiagalah dan kalian tidak perlu takut terhadapnya, karena jumlah dan kekuatan kalian lebih banyak.";orang-orang Yahudi. Pemimpin munafikin, Abdullah bin Ubay, mengirim utusan kepada Yahudi;"untuk menyampaikan pesan, ""Muhammad hendak mendatangi kalian, maka bersiapsiagalah dan ka"
76;000261-001;475;Khaibar;LOCATION;LOCATION?;;;""" Ketika penduduk Khaibar mengetahui kabar ini, mereka mengutus Kinanah bin Abul Huqaiq dan Haudzah bin Qais ke Ghathafan untuk meminta bantuan kepada mereka, sebab Ghathafan merupakan sekutu Yahudi dan sepakat untuk memusuhi orang-orang Muslim.";". Kaum Muhammad hanya sedikit dan hanya membawa persenjataan yang minim."" Ketika penduduk";mengetahui kabar ini, mereka mengutus Kinanah bin Abul Huqaiq dan Haudzah bin Qais ke Gha
77;000261-001;475;Khaibar;LOCATION;?;;;Jika dapat mengalahkan orang-orang Muslim, Ghathafan meminta syarat untuk diberi separoh hasil korma Khaibar;mengalahkan orang-orang Muslim, Ghathafan meminta syarat untuk diberi separoh hasil korma;
78;000263-001;476-477;Khaibar;LOCATION;LOCATION?;;;"Dari Salamah bin Al-Akwa', dia menuturkan, ""Kami keluar bersama Nabi ke Khaibar.";"Dari Salamah bin Al-Akwa', dia menuturkan, ""Kami keluar bersama Nabi ke";. Kami mengadakan perjalanan pada malam hari. Ada seseorang berkata kepada Amir, Wahai Ami
79;000263-001;476-477;Khaibar;LOCATION;LOCATION?;;;Di Ash-Shahba' yang jaraknya tidak seberapa jauh dengan Khaibar.;"ng Maha Mendengar lagi dekat."" 3. Di Ash-Shahba' yang jaraknya tidak seberapa jauh dengan";.
80;000264-001;478-479;Khaibar;LOCATION;EVENT?;;;Pada malam hari sebelum esok hari terjadinya peperangan, orang-orang Muslim berada di suatu tempat tak jauh dari Khaibar.;esok hari terjadinya peperangan, orang-orang Muslim berada di suatu tempat tak jauh dari;. Orang-orang Yahudi belum menyadari kedatangan mereka. Seperti biasanya, jika Rasulullah
81;000264-001;478-479;Khaibar;LOCATION;LOCATION?;;;Penduduk Khaibar keluar dari rumah mereka sambil membawa sekop dan keranjang seperti biasanya, menuju kebun.;h pagi harinya. Setelah waktu subuh tiba, beliau segera mendirikan shalat subuh. Penduduk;keluar dari rumah mereka sambil membawa sekop dan keranjang seperti biasanya, menuju kebu
82;000264-001;478-479;Khaibar;LOCATION;LOCATION?;;;"Nabi berseru, ""Allah Akbar, runtuhlah Khaibar! Allahhu Akbar, runtuhlah Khaibar! Jika kita tiba di pelataran suatu kaum, maka amat buruklah bagi orang-orang yang mendapatkan peringatan.";"ereka kembali lagi ke kota mereka dengan berlarian. Nabi berseru, ""Allah Akbar, runtuhlah";! Allahhu Akbar, runtuhlah Khaibar! Jika kita tiba di pelataran suatu kaum, maka amat buru
83;000264-001;478-479;Khaibar;LOCATION;LOCATION?;;;"Nabi berseru, ""Allah Akbar, runtuhlah Khaibar! Allahhu Akbar, runtuhlah Khaibar! Jika kita tiba di pelataran suatu kaum, maka amat buruklah bagi orang-orang yang mendapatkan peringatan.";"dengan berlarian. Nabi berseru, ""Allah Akbar, runtuhlah Khaibar! Allahhu Akbar, runtuhlah";! Jika kita tiba di pelataran suatu kaum, maka amat buruklah bagi orang-orang yang mendapa
84;000264-001;478-479;Khaibar;LOCATION;LOCATION?;;;"""Wahai Rasulullah, tempat ini terlalu dekat dengan benteng Nathat dan para prajurit Khaibar yang dipusatkan di benteng itu, dengan begitu mereka bisa mengetahui keadaan kita, sementara kita tidak bisa mengetahui keadaan mereka.";"liau. ""Wahai Rasulullah, tempat ini terlalu dekat dengan benteng Nathat dan para prajurit";yang dipusatkan di benteng itu, dengan begitu mereka bisa mengetahui keadaan kita, sement
85;000264-002;478-479;Khaibar;LOCATION;LOCATION?;;;"Setelah tiba di suatu tempat yang tak jauh dari Khaibar, beliau berseru, ""Berhenti!"" Setelah pasukan berhenti beliau berdoa.";merintahkan untuk pindah ke tempat lain. Setelah tiba di suatu tempat yang tak jauh dari;", beliau berseru, ""Berhenti!"" Setelah pasukan berhenti beliau berdoa. ""Ya Allah, Rabb lang"
86;000265-001;479-480;Khaibar;LOCATION;LOCATION?;;;Khaibar bisa dibagi menjadi dua paroh.;pendapat yang lebih kuat menurut beberapa peneliti adalah seperti yang kami sebutkan ini.;bisa dibagi menjadi dua paroh. Satu paroh memiliki lima benteng, yaitu: 1. Benteng Na'im
87;000266-001;480-482;Khaibar;LOCATION;LOCATION?;;;"Salamah bin Al-Akwa berkata, ""Setelah kami tiba di Khaibar, raja mereka, Marhab, keluar dengar menghunus pedangnya sambil melantunkan syair, ""Khaibar sudah mengenal, akulah Marhab memanggul senjata tajam pahlawan berpengalaman.";"n, Marhab menantang untuk adu tanding. Salamah bin Al-Akwa berkata, ""Setelah kami tiba di";", raja mereka, Marhab, keluar dengar menghunus pedangnya sambil melantunkan syair, ""Khaiba"
88;000266-001;480-482;Khaibar;LOCATION;LOCATION?;;;"Salamah bin Al-Akwa berkata, ""Setelah kami tiba di Khaibar, raja mereka, Marhab, keluar dengar menghunus pedangnya sambil melantunkan syair, ""Khaibar sudah mengenal, akulah Marhab memanggul senjata tajam pahlawan berpengalaman.";"haibar, raja mereka, Marhab, keluar dengar menghunus pedangnya sambil melantunkan syair, """;"sudah mengenal, akulah Marhab memanggul senjata tajam pahlawan berpengalaman."" Pamanku, A"
89;000266-001;480-482;Khaibar;LOCATION;LOCATION?;;;""" Pamanku, Amir maju ke hadapan Marhab sambil membalas syairnya, Khaibar sudah mengenal, akulah Amir memanggul senjata tajam pahlawan berpetualang.";"m pahlawan berpengalaman."" Pamanku, Amir maju ke hadapan Marhab sambil membalas syairnya,";"sudah mengenal, akulah Amir memanggul senjata tajam pahlawan berpetualang. "" Keduanya ter"
90;000272-001;485;Khaibar;LOCATION;LOCATION?;;;""" Maka Ibnu Abil Huqaiq turun dari benteng dan menawarkan suatu perundingan, agar orang-orang Yahudi yang ada di dalam benteng tidak dibunuh, anak-anak tidak ditawan, mereka siap meninggalkan Khaibar dengan segenap keluarga, menyerahkan semua harta kekayaan Khaibar, tanah, emas, perak kuda, dan himar, baju perang, kecuali pakaian-pakaian yang dikenakan Rasulullah bersabda, ""Aku juga membebaskan kalian dari perlindungan Allah dan Rasul-Nya apabila kalian menyembunyikan sesuatu pun dariku.";ang ada di dalam benteng tidak dibunuh, anak-anak tidak ditawan, mereka siap meninggalkan;dengan segenap keluarga, menyerahkan semua harta kekayaan Khaibar, tanah, emas, perak kud
91;000272-001;485;Khaibar;LOCATION;LOCATION?;;;""" Maka Ibnu Abil Huqaiq turun dari benteng dan menawarkan suatu perundingan, agar orang-orang Yahudi yang ada di dalam benteng tidak dibunuh, anak-anak tidak ditawan, mereka siap meninggalkan Khaibar dengan segenap keluarga, menyerahkan semua harta kekayaan Khaibar, tanah, emas, perak kuda, dan himar, baju perang, kecuali pakaian-pakaian yang dikenakan Rasulullah bersabda, ""Aku juga membebaskan kalian dari perlindungan Allah dan Rasul-Nya apabila kalian menyembunyikan sesuatu pun dariku.";ereka siap meninggalkan Khaibar dengan segenap keluarga, menyerahkan semua harta kekayaan;, tanah, emas, perak kuda, dan himar, baju perang, kecuali pakaian-pakaian yang dikenakan
92;000272-001;485;Khaibar;LOCATION;LOCATION?;;;Dengan begitu selesailah sudah penyerahan semua benteng kepada orang-orang Muslim sehingga selesai pula penaklukkan Khaibar.;udah penyerahan semua benteng kepada orang-orang Muslim sehingga selesai pula penaklukkan;.
93;000273-001;485-486;Khaibar;LOCATION;LOCATION?;;;Dia menyembunyikan tempat-tempat minyak wangi yang berisi berbagai macam perhiasan milik Huyai bin Akhthab, yang dulu dibawanya ke Khaibar ketika An-Nadhir ditumpas.;angi yang berisi berbagai macam perhiasan milik Huyai bin Akhthab, yang dulu dibawanya ke;"ketika An-Nadhir ditumpas. Ibnu Ishaq menuturkan, ""Rasulullah menemui Kinanah bin Ar-Rabi"
94;000274-002;486-487;Khaibar;LOCATION;LOCATION?;;;Banyaknya harta rampasan dari Khaibar ini telah diriway atkan Al-Bukhari.;t tiga bagian, sedangkan pejalan kaki mendapat satu bagian. Banyaknya harta rampasan dari;ini telah diriway atkan Al-Bukhari. dari Umar, dia berkata, Sebelumnya kami tidak pernah
95;000274-002;486-487;Khaibar;LOCATION;?;;;dari Umar, dia berkata, Sebelumnya kami tidak pernah merasa kenyang hingga kami bisa menaklukkan Khaibar.;ar, dia berkata, Sebelumnya kami tidak pernah merasa kenyang hingga kami bisa menaklukkan;"."" Begitu pula yang diriwayatkan Aisyah, dia berkata, ""Saat Khaibar ditaklukkan, kami berk"
96;000274-002;486-487;Khaibar;LOCATION;?;;;""" Begitu pula yang diriwayatkan Aisyah, dia berkata, ""Saat Khaibar ditaklukkan, kami berkata, Sekarang kami bisa keny ang karena makan korma.";"kami bisa menaklukkan Khaibar."" Begitu pula yang diriwayatkan Aisyah, dia berkata, ""Saat";"ditaklukkan, kami berkata, Sekarang kami bisa keny ang karena makan korma. "" Setelah Rasu"
97;000275-001;487-488;Khaibar;LOCATION;EVENT?;;;Pada saat-saat peperangan Khaibar ini, anak paman beliau, Ja'far bin Abu Thalib, tiba bersama orang-orang Asy' ariyin yaitu Abu Musa dan rekan- rekannya.;Pada saat-saat peperangan;ini, anak paman beliau, Ja'far bin Abu Thalib, tiba bersama orang-orang Asy' ariyin yaitu
98;000275-001;487-488;Khaibar;LOCATION;LOCATION?;;;"Abu Musa menuturkan, ""Kami mendengar keberangkatan Rasulullah (ke Khaibar) saat kami masih berada di Yaman.";"sa dan rekan- rekannya. Abu Musa menuturkan, ""Kami mendengar keberangkatan Rasulullah (ke";) saat kami masih berada di Yaman. Lalu kami pergi untuk berhijrah dengan naik perahu, yan
99;000275-001;487-488;Khaibar;LOCATION;LOCATION?;;;""" Maka kami menetap di sana, lalu meninggalkan Habasyah hingga akhirnya kami tiba pada saat penaklukkan Khaibar.";netap di sana, lalu meninggalkan Habasyah hingga akhirnya kami tiba pada saat penaklukkan;. Beliau memberikan bagian dari harta rampasan kepada kami, padahal beliau tidak memberika
100;000275-001;487-488;Khaibar;LOCATION;?;;;"Beliau bersabda, ""Demi Allah, aku tidak tahu karena apa aku gembira, entah karena penaklukkan Khaibar entah karena kedatangan Ja'far.";"au bersabda, ""Demi Allah, aku tidak tahu karena apa aku gembira, entah karena penaklukkan";"entah karena kedatangan Ja'far."""
101;000278-001;489-490;Khaibar;LOCATION;LOCATION?;;;satu orang dari Aslam, satu orang dari penduduk Khaibar, dan sisanya dari Anshar.;dari keturunan Quraisy, satu orang Asyja. satu orang dari Aslam, satu orang dari penduduk;", dan sisanya dari Anshar. 232 Sirah An-Nabawiyah, Ibnu Hisyam, 2/336; Zadul Ma'ad, 2/137."
102;000279-001;490;Khaibar;LOCATION;LOCATION?;;;Setelah tiba di Khaibar, Rasulullah langsung mengutus Muhayyishah bin Mas'ud untuk menemui orang-orang Yahudi Fadak, dan menyeru mereka agar masuk Islam.;Setelah tiba di;, Rasulullah langsung mengutus Muhayyishah bin Mas'ud untuk menemui orang-orang Yahudi Fad
103;000279-001;490;Khaibar;LOCATION;LOCATION?;;;Setelah Khaibar dapat ditaklukkan, Allah menyusupkan ketakutan ke dalam hati penduduk Fadak Lalu mereka mengirim utusan kepada beliau untuk mengadakan perjanjian, intinya mereka sanggup menyerahkan separoh hasil fadak, seperti kesediaan penduduk Khaibar.;Yahudi Fadak, dan menyeru mereka agar masuk Islam. Namun mereka menunda jawaban. Setelah;dapat ditaklukkan, Allah menyusupkan ketakutan ke dalam hati penduduk Fadak Lalu mereka m
104;000279-001;490;Khaibar;LOCATION;LOCATION?;;;Setelah Khaibar dapat ditaklukkan, Allah menyusupkan ketakutan ke dalam hati penduduk Fadak Lalu mereka mengirim utusan kepada beliau untuk mengadakan perjanjian, intinya mereka sanggup menyerahkan separoh hasil fadak, seperti kesediaan penduduk Khaibar.;njian, intinya mereka sanggup menyerahkan separoh hasil fadak, seperti kesediaan penduduk;. Beliau menerima tawaran mereka ini. Hasil pembagian dari Fadak ini murni bagi Rasulullah
105;000283-001;492;Khaibar;LOCATION;EVENT?;;;Selagi beliau masih ada di Khaibar, Aban sudah menemui beliau di sana dan sudah melaksanakan tugas yang dibebankan kepadanya Menurut pendapat yang lebih kuat, pengiriman pasukan ini terjadi pada bulan Shafar 7 H.;rang Arab Badui. Satuan pasukan ini dikomandoi Aban bin Sa'id. Selagi beliau masih ada di;, Aban sudah menemui beliau di sana dan sudah melaksanakan tugas yang dibebankan kepadanya
106;000284-001;493-497;Khaibar;LOCATION;LOCATION?;;;Dalam hal ini mereka lebih sulit dihadapi daripada penduduk Makkah ataupun Khaibar.;secara tuntas. Dalam hal ini mereka lebih sulit dihadapi daripada penduduk Makkah ataupun;. Oleh karena itu tidak banyak yang harus dilakukan untuk menghadapi mereka kecuali member
107;000284-007;493-497;Khaibar;LOCATION;?;;;Satuan pasukan Abdullah bin Rawahah ke Khaibar pada bulan Syawwal 7 H bersama 30 orang penunggang kuda.;a engkau dapat mengetahui apakah dia jujur atau 6. Satuan pasukan Abdullah bin Rawahah ke;pada bulan Syawwal 7 H bersama 30 orang penunggang kuda.
108;000284-008;493-497;Khaibar;LOCATION;?;;;Satuan pasukan Abdullah bin Rawahah ke Khaibar pada bulan Syawwal 7 H bersama 30 orang penunggang kuda.;Satuan pasukan Abdullah bin Rawahah ke;pada bulan Syawwal 7 H bersama 30 orang penunggang kuda. Pasalnya, Usair bin Basyir bin R
109;000284-008;493-497;Khaibar;LOCATION;?;;;Mereka dapat membujuk Usair bersama 30 rekannya hingga mau keluar dan mengatakan kepadanya, bahwa apabila dia mau menghadap Nabi , maka beliau akan mengangkat dirinya sebagai wakil beliau di Khaibar.;bila dia mau menghadap Nabi , maka beliau akan mengangkat dirinya sebagai wakil beliau di;. Dia mengikuti saran ini. Dalam perjalanan ke Madinah dan setelah tiba di Qarqarah, terja
110;000357-002;577-590;Khaibar;LOCATION;LOCATION?;;;Utusan kabilah ini datang pada awal tahun 7 H, yang saat itu Rasulullah sedang berada di Khaibar.;Utusan kabilah ini datang pada awal tahun 7 H, yang saat itu Rasulullah sedang berada di;. Di bagian terdahulu sudah kami paparkan sedikit uraian tentang keislaman Ath-Thufail bin
111;000357-002;577-590;Khaibar;LOCATION;LOCATION?;;;Karena saat itu beliau sedang berada di Khaibar, maka mereka pun menyusul ke sana.;utus 70 atau 80 keluarga dari kaumnya ke Madinah. Karena saat itu beliau sedang berada di;, maka mereka pun menyusul ke sana. Farwah bin Amr Al-Judzami. Farwah adalah seorang koman
112;000368-002;606-607;Khaibar;LOCATION;LOCATION?;;;"Ditambah lagi pengaruh racun yang disusupkan dalam daging oleh wanita Yahudi yang beliau makan sewaktu di Khaibar, hingga beliau bersabda, ""Wahai Aisyah, aku masih merasakan sakit karena makanan yang sempat kucicipi di Khaibar.";ngaruh racun yang disusupkan dalam daging oleh wanita Yahudi yang beliau makan sewaktu di;", hingga beliau bersabda, ""Wahai Aisyah, aku masih merasakan sakit karena makanan yang sem"
113;000368-002;606-607;Khaibar;LOCATION;LOCATION?;;;"Ditambah lagi pengaruh racun yang disusupkan dalam daging oleh wanita Yahudi yang beliau makan sewaktu di Khaibar, hingga beliau bersabda, ""Wahai Aisyah, aku masih merasakan sakit karena makanan yang sempat kucicipi di Khaibar.";"bersabda, ""Wahai Aisyah, aku masih merasakan sakit karena makanan yang sempat kucicipi di";". Inilah bagiku untuk merasakan bagaimana terputusnya nadiku karena racun tersebut."" Belia"
114;000384-001;613;Khaibar;LOCATION;?;;;Dia berasal dari Bani Israil, yang sebelumnya dia salah seorang dari tawanan Khaibar.;Dia berasal dari Bani Israil, yang sebelumnya dia salah seorang dari tawanan;. Lalu Rasulullah memilihnya untuk diri beliau sendiri. membebaskannya dan menikahinya set
115;000384-001;613;Khaibar;LOCATION;EVENT?;;;membebaskannya dan menikahinya setelah penaklukkan Khaibar pada tahun 7 H.;memilihnya untuk diri beliau sendiri. membebaskannya dan menikahinya setelah penaklukkan;pada tahun 7 H.
116;000218-025;390-404;Khandaq;LOCATION;?;;;Dengan mengompromikan beberapa buku rujukan, dapat diambil kesimpulan bahwa permulaan pengepungan pada bulan Syawwal dan berakhir pada bulan Dzul Qa'dah Menurut riwayat Ibnu Sa'd, Rasulullah kembali dari Khandaq pada hari Rabu, seminggu sebelum habisnya bulan Dzul Qa'dah.;al dan berakhir pada bulan Dzul Qa'dah Menurut riwayat Ibnu Sa'd, Rasulullah kembali dari;pada hari Rabu, seminggu sebelum habisnya bulan Dzul Qa'dah.
117;000218-026;390-404;Khandaq;LOCATION;?;;;Dengan mengompromikan beberapa buku rujukan, dapat diambil kesimpulan bahwa permulaan pengepungan pada bulan Syawwal dan berakhir pada bulan Dzul Qa'dah Menurut riwayat Ibnu Sa'd, Rasulullah kembali dari Khandaq pada hari Rabu, seminggu sebelum habisnya bulan Dzul Qa'dah.;al dan berakhir pada bulan Dzul Qa'dah Menurut riwayat Ibnu Sa'd, Rasulullah kembali dari;pada hari Rabu, seminggu sebelum habisnya bulan Dzul Qa'dah. Pasukan Muslim berhadapan de
118;000347-001;563-565;Tabuk;LOCATION;LOCATION?;;;""" Pada hari Kamis, Rasulullah mulai bergerak ke arah utara dengan tujuan Tabuk.";"a nabi sesudahku."" Pada hari Kamis, Rasulullah mulai bergerak ke arah utara dengan tujuan";. Karena jumlah pasukannya sangat besar, yaitu sebanyak 30.000 prajurit, maka persiapan un
119;000347-001;563-565;Tabuk;LOCATION;LOCATION?;;;Karena itu pasukan ini disebut dengan Jaisyul Usrah (pasukan yang keadaannya sulit) Dalam perjalanan ke Tabuk, pasukan Islam ini melewati Al-Hijr.;ukan ini disebut dengan Jaisyul Usrah (pasukan yang keadaannya sulit) Dalam perjalanan ke;, pasukan Islam ini melewati Al-Hijr.
120;000347-002;563-565;Tabuk;LOCATION;LOCATION?;;;Karena itu pasukan ini disebut dengan Jaisyul Usrah (pasukan yang keadaannya sulit) Dalam perjalanan ke Tabuk, pasukan Islam ini melewati Al-Hijr.;ukan ini disebut dengan Jaisyul Usrah (pasukan yang keadaannya sulit) Dalam perjalanan ke;, pasukan Islam ini melewati Al-Hijr. perkampungan orang-orang Tsamud yang dahulunya merek
121;000347-002;563-565;Tabuk;LOCATION;LOCATION?;;;"Saat perjalanan sudah mendekati Tabuk, beliau bersabda, ""Insya Allah besok kalian sudah sampai di mata air Tabuk.";ka dapat meminumnya dan memuaskan kebutuhan terhadap air. Saat perjalanan sudah mendekati;", beliau bersabda, ""Insya Allah besok kalian sudah sampai di mata air Tabuk."
122;000347-002;563-565;Tabuk;LOCATION;LOCATION?;;;"Saat perjalanan sudah mendekati Tabuk, beliau bersabda, ""Insya Allah besok kalian sudah sampai di mata air Tabuk.";"udah mendekati Tabuk, beliau bersabda, ""Insya Allah besok kalian sudah sampai di mata air";.
123;000348-001;565-567;Tabuk;LOCATION;LOCATION?;;;Pasukan Islam tiba di Tabuk dan berkubu di sana.;Pasukan Islam tiba di;dan berkubu di sana. Mereka siap bertempur melawan musuh. Rasulullah berdiri di hadapan p
124;000348-003;565-567;Tabuk;LOCATION;LOCATION?;;;Bersama Yuhannah, dia menyetuju perjanjian yang berlaku untuk penduduk Dumah, Tabuk, Ailah, dan Taima'.;yar jizyah. Bersama Yuhannah, dia menyetuju perjanjian yang berlaku untuk penduduk Dumah,;, Ailah, dan Taima'. Berbagai kabilah yang dulunya tunduk kepada kekuasaan bangsa Romawi s
125;000349-001;567;Tabuk;LOCATION;EVENT?;;;Pasukan Islam meninggalkan Tabuk dengan membawa kemenangan, tanpa mengalami tekanan sedikit pun.;Pasukan Islam meninggalkan;dengan membawa kemenangan, tanpa mengalami tekanan sedikit pun. Dengan perjalanan ini All
126;000352-001;570-571;Tabuk;LOCATION;?;;;Sebagian turun sebelum keberangkatan ke Tabuk dan sebagian yang lain turun setelah keberangkatan, tepatnya ada yang turun saat perjalanan dan sebagian yang lain turun sekembali ke Madinah.;asul, SyaikhAbdullah An-Najdi, hlm. 391-407. ini. Sebagian turun sebelum keberangkatan ke;dan sebagian yang lain turun setelah keberangkatan, tepatnya ada yang turun saat perjalan
127;000353-001;571;Tabuk;LOCATION;?;;;Pada tahun ini terjadi beberapa peristiwa penting dalam sejarah seperti: Setelah Rasulullah pulang dari Tabuk, terjadi li'an antara Uwaimir dan istrinya.;terjadi beberapa peristiwa penting dalam sejarah seperti: Setelah Rasulullah pulang dari;, terjadi li'an antara Uwaimir dan istrinya. 2. Seorang wanita Ghamidiyah dirajam setelah
128;000353-001;571;Tabuk;LOCATION;?;;;Pemimpin orang-orang munafik, Abdullan bin Ubay bin Salul, meninggal setelah Rasulullah pulang dari Tabuk.;rang-orang munafik, Abdullan bin Ubay bin Salul, meninggal setelah Rasulullah pulang dari;. Beliau memintakan ampunan baginya dan menshalati jenazahnya, setelah Umar bin Al-Khathth
129;000353-001;571;Tabuk;LOCATION;LOCATION?;;;Salah satu benteng di Tabuk;etelah itu turun ayat yang membenarkan sikap Umar bin Al-Khaththab. Salah satu benteng di;
130;000357-007;577-590;Tabuk;LOCATION;?;;;Mereka datang pada bulan Ramadhan 9 H, sepulang Rasulullah dari Tabuk.;"."" 8. Utusan dari Tsaqif. Mereka datang pada bulan Ramadhan 9 H, sepulang Rasulullah dari";. Adapun latar belakang keislaman mereka, karena pemimpin mereka, Urwah bin Mas'ud, Ats-Ts
131;000168-001;332;Uhud;LOCATION;EVENT?;;;Pasukan musyrikin mengambil tempat yang menghalangi pasukan Muslimin dengan bukit Uhud.;musuh. Pasukan musyrikin mengambil tempat yang menghalangi pasukan Muslimin dengan bukit;". Beliau bertanya, ""Siapakah yang bisa menunjukkan jalan yang lebih dekat tanpa harus mele"
132;000168-001;332;Uhud;LOCATION;LOCATION?;;;""" Lalu dia memilil jalan yang lebih pendek ke Uhud, melewati tanah dan perkebunan milik Bani Haritsah, berjalan ke arah barat meninggalkan pasukan musyrikin.";"Khaitsamah menjawab, ""Saya wahai Rasulullah."" Lalu dia memilil jalan yang lebih pendek ke";, melewati tanah dan perkebunan milik Bani Haritsah, berjalan ke arah barat meninggalkan p
133;000168-001;332;Uhud;LOCATION;LOCATION?;;;""" Rasulullah meneruskan perjalanan hingga tiba di kaki bukit Uhud Pasukan Muslimin mengambil tempat dengan posisi menghadap ke arah Madinah dengan memunggungi Uhud.";"karena itu buta pula matanya."" Rasulullah meneruskan perjalanan hingga tiba di kaki bukit";Pasukan Muslimin mengambil tempat dengan posisi menghadap ke arah Madinah dengan memunggu
134;000168-001;332;Uhud;LOCATION;LOCATION?;;;""" Rasulullah meneruskan perjalanan hingga tiba di kaki bukit Uhud Pasukan Muslimin mengambil tempat dengan posisi menghadap ke arah Madinah dengan memunggungi Uhud.";ukan Muslimin mengambil tempat dengan posisi menghadap ke arah Madinah dengan memunggungi;. Dengan posisi ini, pasukan musuh berada di tengah antara mereka dan Madinah
135;000184-001;343-344;Uhud;LOCATION;LOCATION?;;;Kini di hadapan beliau hanya ada dua jalan, entah segera lari menyelamatkan diri bersama para sahabatnya yang hanya sembilan orang itu ke suatu tempat yang lebih aman, lalu membiarkan pasukannya yang lain terkepung entah bagaimana jadinya nanti, ataukah dia mengumpulkan kembali semua anggota pasukannya yang cerai berai agar kembali ke tempat beliau, lalu menggunakan mereka sebagai tameng untuk menyibak pasukan musuh hingga mencapai puncak Uhud? Di sini tampak kecerdikan Rasulullah dan keberanian beliau dalam membaca keadaan.;alu menggunakan mereka sebagai tameng untuk menyibak pasukan musuh hingga mencapai puncak;? Di sini tampak kecerdikan Rasulullah dan keberanian beliau dalam membaca keadaan. Dengan
136;000185-002;344-346;Uhud;LOCATION;LOCATION?;;;Aku bisa mencium baunya dari arah Uhud.;"ar?"" Anas menjawab, Di sana ada aroma surga wahai Sa'd. Aku bisa mencium baunya dari arah";"."" Setelah itu dia beranjak dan menyerbu, tak seorang pun mendapatkan jasadnya."
137;000208-002;374-375;Uhud;LOCATION;EVENT?;;;Dengan begitu, dosa orang-orang Mukmin terhapus dan dosa orang-orang kafir semakin menumpuk Gunung Uhud Jabal Ar-Rumah, lokasi yang digunakan pasukan pemanah;gitu, dosa orang-orang Mukmin terhapus dan dosa orang-orang kafir semakin menumpuk Gunung;Jabal Ar-Rumah, lokasi yang digunakan pasukan pemanah
138;000210-001;377;Uhud;LOCATION;?;;;Yang pertama kali melakukan perlawanan terhadap orang-orang Muslim setelah tragedi Uhud adalah Bani As'ad bin Khuzaimah.;Yang pertama kali melakukan perlawanan terhadap orang-orang Muslim setelah tragedi;adalah Bani As'ad bin Khuzaimah. Mata-mata Madinah mencium bahwa Thalhah dan Salamah, ana
139;000218-008;390-404;Uhud;LOCATION;LOCATION?;;;Pasukan Quraisy yang berkekuatan 4000 personil tiba di Mujtama'ul Asyal di kawasan Rumat, tepatnya antara Juruf dan Sedangkan Kabilah Ghathafan dan penduduk Najd yang berkekuatan 6000 personil itu tiba di Dzanab di dekat Uhud.;ah Ghathafan dan penduduk Najd yang berkekuatan 6000 personil itu tiba di Dzanab di dekat;". Firman Allah, E S xI ex L I iJE CIyT i KJg ""Dan, tatkala orang-orang Mukmin melihat golo"
140;000218-014;390-404;Uhud;LOCATION;LOCATION?;;;Sedangkan Ghathafan dengan semua pemimpinnya kusuruh bermarkas di Dzanab Naqami dekat Uhud.;at. Sedangkan Ghathafan dengan semua pemimpinnya kusuruh bermarkas di Dzanab Naqami dekat;. Mereka semua sudah berjanji dan bersumpah kepadaku untuk tidak pulang sebelum membinasak
